
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民高中,1,1,0,0,2,0,4,2,2,0,1,0,0,13
,三重高中,0,0,1,1,0,0,0,2,0,0,1,0,0,5
,三重商工,107,1,4,0,12,3,5,10,32,5,30,0,0,209
,中和高中,0,1,0,1,2,0,4,0,1,0,4,0,0,13
,中華高中,3,0,0,0,3,2,0,2,10,0,4,0,1,25
,中華商海,1,0,0,0,0,0,0,0,3,0,0,0,0,4
,丹鳳高中,0,0,1,0,2,1,2,0,2,0,6,0,0,14
,北大高中,0,1,2,0,0,1,4,0,0,0,1,0,0,9
,永平高中,0,1,0,0,1,0,2,2,1,0,5,0,0,12
,石碇高中,16,0,0,0,0,0,1,1,0,0,5,0,0,23
,光仁高中,0,1,0,0,0,0,2,1,0,0,1,0,0,5
,光復高中,0,1,0,0,0,0,2,0,1,0,2,0,0,6
,光華高商進修學校,0,0,0,1,1,0,1,2,3,0,2,0,0,10
,安康高中,13,0,0,0,0,0,1,0,0,6,10,0,0,30
,竹林高中,0,0,0,0,2,0,0,0,0,0,1,0,0,3
,竹圍高中,0,0,0,0,0,0,0,0,4,0,5,0,0,9
,秀峰高中,0,0,0,0,1,0,0,1,3,0,5,0,0,10
,明德高中,0,0,0,0,1,1,0,3,3,0,3,0,0,11
,東海高中,5,1,2,1,2,0,5,4,34,0,14,0,0,68
,林口高中,0,1,0,0,2,1,3,2,3,0,6,0,0,18
,板橋高中,0,5,2,0,7,3,5,2,3,1,22,0,0,50
,金山高中,1,0,0,0,1,1,0,0,1,0,1,0,0,5
,南山高中,1,0,1,0,1,0,1,0,0,0,4,0,0,8
,南強工商,2,2,0,0,2,0,0,3,27,0,4,0,0,40
,恆毅高中,0,0,0,0,1,0,0,0,0,0,1,0,0,2
,徐匯高中,0,1,0,0,0,0,0,1,1,0,0,0,0,3
,時雨高中,0,0,0,0,1,0,0,0,0,0,1,0,0,2
,格致高中,0,0,1,0,1,0,1,4,2,0,5,0,0,14
,泰山高中,2,0,3,1,3,0,2,5,22,1,14,0,0,53
,海山高中,0,4,1,0,3,0,2,1,2,0,5,0,0,18
,能仁家商,92,1,1,1,3,0,5,5,39,2,24,0,0,173
,崇光女中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,崇義高中,0,0,0,0,0,0,0,1,6,0,0,0,1,8
,康橋實驗高中,1,0,0,0,0,0,0,1,1,0,1,0,0,4
,淡水商工,106,0,3,0,2,1,3,7,45,6,24,0,0,197
,淡江高中,0,1,1,0,0,0,0,1,2,0,4,0,0,9
,清水高中,0,0,0,1,0,0,4,1,3,1,2,0,1,13
,清傳高商,3,0,0,0,1,0,1,0,2,0,0,0,0,7
,莊敬工家,7,5,1,0,4,0,4,6,49,0,12,0,1,89
,復興商工,0,1,12,0,2,1,4,11,40,2,26,0,1,100
,智光商工,11,0,3,1,3,0,3,8,40,0,21,0,0,90
,華僑高中,0,1,1,0,0,1,3,3,0,0,3,0,0,12
,開明工商,5,0,1,0,2,0,0,3,30,0,3,0,1,45
,新北高工,98,0,4,0,10,0,4,8,43,2,32,0,0,201
,新北高中,0,1,3,0,3,0,2,2,0,0,4,0,0,15
,新店高中,0,1,1,0,5,3,3,2,3,0,9,0,1,28
,新莊高中,0,0,1,0,6,1,6,0,2,1,13,0,0,30
,瑞芳高工,26,0,1,1,0,0,0,4,19,0,14,0,0,65
,聖心女中,0,0,0,0,0,0,2,0,0,0,0,0,0,2
,穀保家商,49,0,3,1,6,3,5,5,47,6,15,0,2,142
,樹人家商,10,0,2,2,3,0,7,1,35,2,3,0,1,66
,樹林高中,10,1,1,0,3,0,3,1,0,5,6,0,0,30
,豫章工商,8,0,2,2,1,0,1,4,40,0,8,0,0,66
,醒吾高中,5,0,0,0,2,0,5,3,16,2,5,0,0,38
,錦和高中,0,0,0,0,1,0,0,0,1,0,4,0,0,6
,雙溪高中,1,0,0,0,0,0,0,0,1,0,1,0,0,3
,辭修高中,0,0,1,0,0,0,0,0,0,0,1,0,0,2
,鶯歌工商,73,2,6,1,3,0,4,3,28,5,37,0,1,163
,總計,657,35,66,15,112,23,116,128,652,47,435,0,11,2297
