
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民高中,1,0,0,0,2,0,3,1,1,0,3,0,0,11
,三重高中,0,0,0,0,2,0,1,0,0,0,2,0,0,5
,三重商工,113,1,2,0,5,3,3,6,27,5,26,0,0,191
,中和高中,0,0,1,1,3,0,5,1,1,0,4,0,1,17
,中華高中,2,1,2,0,4,2,1,1,11,0,4,0,2,30
,中華商海,1,0,0,0,0,0,0,0,4,0,0,0,0,5
,丹鳳高中,0,0,1,0,2,0,1,0,2,0,5,0,0,11
,北大高中,0,1,0,0,0,0,2,0,0,0,1,0,0,4
,永平高中,0,0,0,0,1,0,1,1,0,0,3,0,1,7
,石碇高中,10,0,0,0,0,0,1,1,1,0,1,0,0,14
,光仁高中,0,1,0,0,0,0,2,1,0,0,2,0,0,6
,光復高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,光華高商進修學校,3,0,0,0,0,0,0,3,5,0,0,0,0,11
,安康高中,14,0,0,0,1,0,0,0,0,5,8,0,0,28
,竹林高中,0,0,0,0,1,0,0,0,0,1,1,0,0,3
,竹圍高中,0,0,0,0,0,0,0,1,1,0,4,0,0,6
,秀峰高中,0,0,0,0,1,0,0,1,1,1,2,0,0,6
,明德高中,0,0,0,0,5,0,1,1,3,0,3,0,0,13
,東海高中,6,1,1,0,4,0,3,4,36,1,12,0,1,69
,林口高中,0,1,1,0,0,0,2,1,2,0,7,0,1,15
,板橋高中,0,4,1,0,8,2,4,1,4,1,15,0,0,40
,金山高中,0,0,3,0,2,1,0,0,1,0,1,0,0,8
,南山高中,1,0,0,0,0,0,0,0,0,0,2,0,0,3
,南強工商,3,0,1,0,2,0,0,4,23,0,1,0,0,34
,恆毅高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,徐匯高中,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,時雨高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,格致高中,0,0,1,0,2,0,2,2,2,0,3,0,0,12
,泰山高中,2,0,4,0,3,0,4,7,17,1,16,0,0,54
,海山高中,0,2,0,0,1,0,2,1,3,1,5,0,0,15
,能仁家商,102,0,0,1,7,0,3,5,36,5,22,0,1,182
,崇光女中,0,0,0,0,1,0,0,1,0,0,0,0,0,2
,崇義高中,0,0,0,0,0,0,0,2,3,0,0,0,0,5
,康橋實驗高中,1,0,0,0,0,0,0,0,2,0,1,0,0,4
,淡水商工,100,2,6,1,3,1,3,4,44,11,27,0,0,202
,淡江高中,0,1,1,0,0,0,0,1,1,0,3,0,0,7
,清水高中,0,1,1,1,1,0,2,0,2,0,1,0,1,10
,清傳高商,2,0,0,0,1,0,0,0,2,0,0,0,0,5
,莊敬工家,10,3,1,1,4,0,5,5,47,0,8,0,1,85
,復興商工,0,2,10,0,4,1,3,13,32,2,14,0,1,82
,智光商工,12,0,3,1,3,0,1,6,35,2,25,0,0,88
,華僑實驗高中,0,0,1,0,0,1,1,1,1,0,5,0,0,10
,開明工商,6,0,1,0,1,0,0,5,34,0,3,0,1,51
,新北高工,81,0,2,0,6,0,3,6,43,1,28,0,0,170
,新北高中,0,1,1,0,2,0,3,3,0,0,5,0,0,15
,新店高中,0,1,0,0,4,3,2,1,1,0,9,0,0,21
,新莊高中,0,2,1,0,5,0,6,0,1,1,11,0,1,28
,瑞芳高工,27,0,0,2,1,0,0,5,17,2,10,0,0,64
,穀保家商,46,0,6,1,7,1,2,4,48,6,15,0,2,138
,樹人家商,12,0,2,1,3,0,6,2,26,2,4,0,1,59
,樹林高中,12,1,1,0,2,0,2,1,0,7,5,0,0,31
,豫章工商,7,1,2,1,3,0,2,1,30,1,11,0,1,60
,醒吾高中,5,0,1,0,2,0,3,3,13,2,3,0,0,32
,錦和高中,0,0,1,0,0,0,2,0,0,0,5,0,0,8
,雙溪高中,1,0,0,0,0,0,0,0,1,0,0,0,0,2
,辭修高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,鶯歌工商,71,2,3,1,1,0,3,4,24,7,32,0,1,149
,總計,651,30,63,12,112,15,91,111,588,65,378,0,17,2133
