,縣市,附設校數總計,附設校數身心障礙類,附設校數資賦優異類,老師數總計,老師數身心障礙類,老師數資賦優異類,班級數總計,班級數身心障礙類小計,班級數身心障礙類集中式特教班,班級數身心障礙類分散式資源班,班級數身心障礙類巡迴輔導,班級數資賦優異類小計,班級數資賦優異類資優班(集中式),班級數資賦優異類美術班,班級數資賦優異類音樂班,班級數資賦優異類舞蹈班,班級數資賦優異類數理資源班,班級數資賦優異類資優巡迴輔導,學生人數總計,學生人數身心障礙類小計,學生人數身心障礙類集中式特教班,學生人數身心障礙類分散式資源班,學生人數身心障礙類巡迴輔導,學生人數身心障礙類接受特教服務,學生人數資賦優異類小計,學生人數資賦優異類資優班(集中式),學生人數資賦優異類美術班,學生人數資賦優異類音樂班,學生人數資賦優異類舞蹈班,學生人數資賦優異類數理資源班,學生人數資賦優異類資優巡迴輔導,學生人數資賦優異類資優方案
,總計,243,160,83,1563,780,783,853,439,318,118,3,414,193,2,96,93,27,3,26489,15838,4203,2565,13,9057,10651,5228,152,2380,2333,479,79,0
,台灣地區,242,159,83,1544,761,783,849,435,315,117,3,414,193,2,96,93,27,3,26420,15769,4174,2543,13,9039,10651,5228,152,2380,2333,479,79,0
,台北市,54,37,17,336,123,213,162,63,28,35,0,99,69,0,12,9,6,3,4533,1854,380,564,5,905,2679,1891,0,353,238,118,79,0
,高雄市,19,12,7,94,46,48,41,21,13,8,0,20,3,2,6,6,3,0,1651,1044,208,177,0,659,607,82,152,138,173,62,0,0
,台北縣,17,10,7,120,92,28,69,42,37,3,2,27,6,0,9,12,0,0,2083,1343,521,48,0,774,740,158,0,232,350,0,0,0
,宜蘭縣,10,7,3,80,24,56,31,16,9,7,0,15,6,0,3,3,3,0,852,495,114,214,0,167,357,178,0,87,45,47,0,0
,桃園縣,16,8,8,70,42,28,59,26,22,4,0,33,6,0,12,12,3,0,1812,1021,313,80,1,627,791,107,0,339,296,49,0,0
,新竹縣,5,4,1,18,17,1,11,8,7,1,0,3,0,0,0,0,3,0,385,337,87,12,0,238,48,0,0,0,0,48,0,0
,苗栗縣,6,4,2,27,24,3,18,12,10,2,0,6,0,0,6,0,0,0,624,481,125,31,0,325,143,0,0,143,0,0,0,0
,台中縣,10,8,2,54,51,3,40,34,27,7,0,6,0,0,3,3,0,0,1593,1427,363,214,1,849,166,0,0,79,87,0,0,0
,彰化縣,14,11,3,85,46,39,46,28,17,11,0,18,12,0,3,3,0,0,1487,1021,227,245,0,549,466,307,0,71,88,0,0,0
,南投縣,8,5,3,44,33,11,26,18,15,3,0,8,2,0,3,3,0,0,654,432,189,73,0,170,222,61,0,79,82,0,0,0
,雲林縣,6,3,3,66,15,51,27,15,15,0,0,12,6,0,3,3,0,0,758,487,181,0,0,306,271,148,0,67,56,0,0,0
,嘉義縣,2,2,0,8,8,0,6,6,6,0,0,0,0,0,0,0,0,0,301,301,68,0,0,233,0,0,0,0,0,0,0,0
,台南縣,10,8,2,65,44,21,31,25,19,6,0,6,0,0,6,0,0,0,974,891,274,180,1,436,83,0,0,83,0,0,0,0
,高雄縣,8,5,3,32,23,9,29,17,14,3,0,12,3,0,3,6,0,0,1128,874,175,68,0,631,254,57,0,77,120,0,0,0
,屏東縣,9,7,2,80,40,40,38,24,19,5,0,14,8,0,3,3,0,0,954,554,218,88,0,248,400,227,0,88,85,0,0,0
,台東縣,4,3,1,17,13,4,10,7,6,1,0,3,0,0,3,0,0,0,317,267,82,15,0,170,50,0,0,50,0,0,0,0
,花蓮縣,5,3,2,41,13,28,26,11,9,2,0,15,9,0,3,3,0,0,665,317,99,38,5,175,348,258,0,41,49,0,0,0
,澎湖縣,2,1,1,17,11,6,13,7,6,1,0,6,0,0,3,3,0,0,121,73,41,14,0,18,48,0,0,28,20,0,0,0
,基隆市,3,2,1,22,18,4,14,8,6,2,0,6,0,0,3,3,0,0,411,255,86,21,0,148,156,0,0,78,78,0,0,0
,新竹市,8,5,3,46,29,17,37,16,12,3,1,21,15,0,3,3,0,0,1185,596,168,52,0,376,589,432,0,78,79,0,0,0
,台中市,13,7,6,122,31,91,61,19,12,7,0,42,24,0,3,12,3,0,1925,810,171,287,0,352,1115,669,0,90,299,57,0,0
,嘉義市,4,2,2,50,7,43,25,4,3,1,0,21,12,0,3,3,3,0,813,240,39,13,0,188,573,337,0,89,100,47,0,0
,台南市,9,5,4,50,11,39,29,8,3,5,0,21,12,0,3,3,3,0,1194,649,45,109,0,495,545,316,0,90,88,51,0,0
,金馬地區,1,1,0,19,19,0,4,4,3,1,0,0,0,0,0,0,0,0,69,69,29,22,0,18,0,0,0,0,0,0,0,0
,金門縣,1,1,0,19,19,0,4,4,3,1,0,0,0,0,0,0,0,0,63,63,29,22,0,12,0,0,0,0,0,0,0,0
,連江縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0
