,縣市,附設校數總計,附設校數身心障礙類,附設校數資賦優異類,老師數總計,老師數身心障礙類,老師數資賦優異類,班級數總計,班級數身心障礙類小計,班級數身心障礙類集中式特教班,班級數身心障礙類分散式資源班,班級數身心障礙類巡迴輔導,班級數資賦優異類小計,班級數資賦優異類資優班(集中式),班級數資賦優異類美術班,班級數資賦優異類音樂班,班級數資賦優異類舞蹈班,班級數資賦優異類數理資源班,班級數資賦優異類資優巡迴輔導,學生人數總計,學生人數身心障礙類小計,學生人數身心障礙類集中式特教班,學生人數身心障礙類分散式資源班,學生人數身心障礙類巡迴輔導,學生人數身心障礙類接受特教服務,學生人數資賦優異類小計,學生人數資賦優異類資優班(集中式),學生人數資賦優異類美術班,學生人數資賦優異類音樂班,學生人數資賦優異類舞蹈班,學生人數資賦優異類數理資源班,學生人數資賦優異類資優巡迴輔導,學生人數資賦優異類資優方案
,總計,304,218,86,1896,1095,801,991,574,371,194,9,417,200,97,89,27,2,2,30109,19770,4875,8409,144,6342,10339,5417,2343,2015,506,39,19,0
,台灣地區,302,216,86,1888,1087,801,986,569,368,192,9,417,200,97,89,27,2,2,30023,19684,4841,8363,144,6336,10339,5417,2343,2015,506,39,19,0
,新北市,27,19,8,152,126,26,95,67,50,11,6,28,6,10,12,0,0,0,2734,1984,649,467,92,776,750,179,263,308,0,0,0,0
,臺北市,54,36,18,315,142,173,165,67,27,40,0,98,69,12,9,6,0,2,5293,2749,373,1317,20,1039,2544,1859,311,245,110,0,19,0
,臺中市,33,24,9,179,120,59,113,67,44,22,1,46,26,6,11,3,0,0,3455,2214,605,1227,27,355,1241,753,170,256,62,0,0,0
,臺南市,28,22,6,129,74,55,74,47,27,19,1,27,12,9,3,3,0,0,2395,1766,381,908,0,477,629,340,150,80,59,0,0,0
,高雄市,29,19,10,250,194,56,83,51,35,16,0,32,6,9,12,3,2,0,3031,2328,494,576,4,1254,703,166,196,245,57,39,0,0
,宜蘭縣,11,8,3,71,30,41,31,16,9,7,0,15,6,3,3,3,0,0,808,487,109,357,0,21,321,155,71,45,50,0,0,0
,桃園縣,27,19,8,113,70,43,80,47,30,17,0,33,6,12,12,3,0,0,2636,1795,412,867,0,516,841,174,336,270,61,0,0,0
,新竹縣,6,5,1,26,25,1,20,17,12,5,0,3,0,0,0,3,0,0,561,511,153,262,0,96,50,0,0,0,50,0,0,0
,苗栗縣,8,6,2,38,33,5,25,19,14,5,0,6,0,6,0,0,0,0,801,663,163,320,0,180,138,0,138,0,0,0,0,0
,彰化縣,16,13,3,91,63,28,55,37,24,13,0,18,12,3,3,0,0,0,1562,1079,342,676,0,61,483,331,71,81,0,0,0,0
,南投縣,9,6,3,49,36,13,33,21,17,4,0,12,6,3,3,0,0,0,838,526,211,114,0,201,312,171,69,72,0,0,0,0
,雲林縣,9,6,3,69,29,40,33,21,15,6,0,12,6,3,3,0,0,0,939,634,197,225,0,212,305,178,79,48,0,0,0,0
,嘉義縣,2,2,0,9,9,0,5,5,4,1,0,0,0,0,0,0,0,0,375,375,47,42,0,286,0,0,0,0,0,0,0,0
,屏東縣,10,8,2,91,38,53,40,25,18,6,1,15,9,3,3,0,0,0,921,517,203,146,0,168,404,261,82,61,0,0,0,0
,臺東縣,5,4,1,18,14,4,12,9,7,2,0,3,0,3,0,0,0,0,349,285,74,82,0,129,64,0,64,0,0,0,0,0
,花蓮縣,6,4,2,66,19,47,28,13,9,4,0,15,9,3,3,0,0,0,743,401,107,151,1,142,342,230,61,51,0,0,0,0
,澎湖縣,2,1,1,17,10,7,11,5,4,1,0,6,0,3,3,0,0,0,120,74,36,29,0,9,46,0,29,17,0,0,0,0
,基隆市,4,3,1,23,17,6,15,9,6,3,0,6,0,3,3,0,0,0,418,273,82,103,0,88,145,0,75,70,0,0,0,0
,新竹市,10,7,3,128,23,105,39,18,12,6,0,21,15,3,3,0,0,0,1241,682,150,288,0,244,559,390,90,79,0,0,0,0
,嘉義市,6,4,2,54,15,39,29,8,4,4,0,21,12,3,3,3,0,0,803,341,53,206,0,82,462,230,88,87,57,0,0,0
,金馬地區,2,2,0,8,8,0,5,5,3,2,0,0,0,0,0,0,0,0,86,86,34,46,0,6,0,0,0,0,0,0,0,0
,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,74,74,34,35,0,5,0,0,0,0,0,0,0,0
,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,12,12,0,11,0,1,0,0,0,0,0,0,0,0
