,縣市,附設校數總計,附設校數身心障礙類,附設校數資賦優異類,老師數總計,老師數身心障礙類,老師數資賦優異類,班級數總計,班級數身心障礙類小計,班級數身心障礙類集中式特教班,班級數身心障礙類分散式資源班,班級數身心障礙類巡迴輔導,班級數資賦優異類小計,班級數資賦優異類資優班(集中式),班級數資賦優異類美術班,班級數資賦優異類音樂班,班級數資賦優異類舞蹈班,班級數資賦優異類數理資源班,班級數資賦優異類資優巡迴輔導,學生人數總計,學生人數身心障礙類小計,學生人數身心障礙類集中式特教班,學生人數身心障礙類分散式資源班,學生人數身心障礙類巡迴輔導,學生人數身心障礙類接受特教服務,學生人數資賦優異類小計,學生人數資賦優異類資優班(集中式),學生人數資賦優異類美術班,學生人數資賦優異類音樂班,學生人數資賦優異類舞蹈班,學生人數資賦優異類數理資源班,學生人數資賦優異類資優巡迴輔導,學生人數資賦優異類資優方案
,總計,318,237,81,1832,1156,676,1043,641,401,234,6,402,190,97,81,29,3,2,31229,20989,4701,8964,333,6991,10240,5175,2414,1915,633,9,44,50
,台灣地區,318,237,81,1823,1147,676,1038,636,398,232,6,402,190,97,81,29,3,2,31137,20897,4673,8907,333,6984,10240,5175,2414,1915,633,9,44,50
,新北市,29,20,9,209,176,33,112,80,60,20,0,32,6,12,12,2,0,0,3453,2733,747,602,250,1134,720,168,222,288,41,0,0,1
,臺北市,54,38,16,344,168,176,165,74,32,42,0,91,62,12,9,6,0,2,5388,2941,363,1512,9,1057,2447,1675,351,248,129,0,44,0
,桃園市,29,22,7,141,91,50,86,56,36,20,0,30,6,12,9,3,0,0,3549,2756,463,1497,2,794,793,158,295,221,70,0,0,49
,臺中市,27,18,9,152,114,38,106,60,44,14,2,46,27,7,9,3,0,0,2925,1700,507,558,29,606,1225,763,189,204,69,0,0,0
,臺南市,28,23,5,136,73,63,72,48,27,20,1,24,12,6,3,3,0,0,2193,1565,344,847,1,373,628,333,149,86,60,0,0,0
,高雄市,35,27,8,164,126,38,102,75,37,38,0,27,3,9,9,3,3,0,3006,2339,492,666,30,1151,667,89,248,252,69,9,0,0
,宜蘭縣,10,7,3,58,33,25,32,16,9,7,0,16,7,3,3,3,0,0,764,416,88,308,0,20,348,170,75,39,64,0,0,0
,新竹縣,8,7,1,25,24,1,22,19,12,7,0,3,0,0,0,3,0,0,583,546,153,291,0,102,37,0,0,0,37,0,0,0
,苗栗縣,11,9,2,40,35,5,29,23,15,8,0,6,0,6,0,0,0,0,847,709,140,412,0,157,138,0,138,0,0,0,0,0
,彰化縣,17,14,3,89,65,24,56,38,24,13,1,18,12,3,3,0,0,0,1515,896,287,557,1,51,619,326,140,127,26,0,0,0
,南投縣,10,7,3,42,33,9,32,20,15,5,0,12,6,3,3,0,0,0,726,454,165,126,0,163,272,157,51,64,0,0,0,0
,雲林縣,9,6,3,65,45,20,37,25,19,6,0,12,6,3,3,0,0,0,1035,724,219,267,0,238,311,175,86,50,0,0,0,0
,嘉義縣,2,2,0,11,11,0,7,7,6,1,0,0,0,0,0,0,0,0,315,315,59,36,1,219,0,0,0,0,0,0,0,0
,屏東縣,10,8,2,85,40,45,41,26,19,6,1,15,9,3,3,0,0,0,1012,629,200,224,5,200,383,247,86,50,0,0,0,0
,臺東縣,6,5,1,21,16,5,12,9,6,3,0,3,0,3,0,0,0,0,295,234,55,78,0,101,61,0,61,0,0,0,0,0
,花蓮縣,7,5,2,62,19,43,29,14,9,5,0,15,9,3,3,0,0,0,642,360,82,170,0,108,282,195,49,38,0,0,0,0
,澎湖縣,2,1,1,15,9,6,11,5,4,1,0,6,0,3,3,0,0,0,126,81,31,35,0,15,45,0,35,10,0,0,0,0
,基隆市,5,4,1,23,19,4,16,10,6,3,1,6,0,3,3,0,0,0,431,307,67,135,5,100,124,0,55,69,0,0,0,0
,新竹市,11,8,3,71,28,43,38,19,12,7,0,19,13,3,3,0,0,0,1319,775,134,282,0,359,544,362,93,89,0,0,0,0
,嘉義市,8,6,2,70,22,48,33,12,6,6,0,21,12,3,3,3,0,0,1013,417,77,304,0,36,596,357,91,80,68,0,0,0
,金馬地區,0,0,0,9,9,0,5,5,3,2,0,0,0,0,0,0,0,0,92,92,28,57,0,7,0,0,0,0,0,0,0,0
,金門縣,0,0,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,80,80,28,45,0,7,0,0,0,0,0,0,0,0
,連江縣,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,0,0,0,0
