
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民家商,43,2,5,0,4,4,2,13,2,5,0,1,81
,三民高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,三信家商,65,1,12,1,22,14,4,143,6,12,0,1,281
,大榮高中,3,0,0,1,1,2,0,27,0,0,0,0,34
,小港高中,0,0,0,0,6,0,2,1,0,0,0,1,10
,中山大學附屬國光高中,0,0,1,0,0,0,0,0,1,0,0,0,2
,中山高中,0,1,0,0,4,5,0,0,0,3,0,1,14
,中正高工,1,0,1,0,4,4,1,16,1,5,0,0,33
,中正高中,0,1,1,0,0,3,0,3,0,1,0,1,10
,中華藝校,1,0,1,1,0,0,0,10,0,2,0,1,16
,左營高中,0,0,1,0,1,2,1,0,0,0,0,1,6
,立志高中,48,2,1,1,9,3,4,106,3,5,0,0,182
,明誠高中,0,0,0,0,2,2,1,0,0,2,0,0,7
,前鎮高中,0,0,2,0,1,2,1,0,0,0,0,0,6
,海青工商,4,1,5,1,6,7,0,27,0,7,0,2,60
,高師附中,0,2,2,0,2,2,0,0,0,0,0,1,9
,高雄女中,0,3,1,0,7,8,0,0,0,0,0,1,20
,高雄高工,2,1,4,0,3,5,3,12,1,6,0,3,40
,高雄高中,0,3,6,0,9,12,2,2,2,9,0,1,46
,高雄高商,0,2,4,0,9,1,2,2,1,3,0,0,24
,高鳳工家,54,0,0,1,2,1,1,9,2,2,0,0,72
,國際商工,3,0,0,0,1,1,1,17,0,1,0,1,25
,復華高中,4,1,1,0,5,2,0,13,3,1,0,0,30
,新莊高中,0,2,3,0,2,4,1,1,0,0,0,2,15
,新興高中,0,0,1,0,2,1,0,0,0,0,0,0,4
,楠梓高中,0,0,1,0,0,2,1,1,0,1,0,0,6
,瑞祥高中,0,0,0,0,3,2,0,0,0,2,0,0,7
,道明高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,鼓山高中,0,1,0,0,1,0,1,0,0,0,0,0,3
,樹德家商,49,3,7,2,12,7,2,77,4,1,0,3,167
,總計,277,26,60,8,118,96,30,482,26,68,0,21,1212
