
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,53,1,0,0,2,1,0,23,4,1,0,1,86
,二林高中,0,0,0,0,1,0,2,0,0,0,0,0,3
,大慶商工,43,0,4,2,9,11,3,57,2,1,0,2,134
,文興高中,0,0,0,0,1,1,0,0,0,0,0,0,2
,北斗家商,32,0,4,0,5,1,0,18,1,0,0,1,62
,正德高中,2,1,0,0,6,1,1,4,0,0,0,4,19
,永靖高工,3,0,0,0,3,4,0,20,0,0,0,1,31
,成功高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,秀水高工,80,1,2,0,2,2,6,34,5,2,0,0,134
,員林家商,42,0,4,0,0,2,3,25,1,0,0,0,77
,員林高中,2,3,2,0,2,2,1,1,0,2,0,0,15
,員林農工,27,1,2,1,3,5,0,27,2,1,0,2,71
,崇實高工,3,0,2,0,2,1,3,19,0,1,0,0,31
,鹿港高中,1,3,1,1,4,1,3,17,0,0,0,1,32
,溪湖高中,0,0,13,0,3,2,1,7,2,0,0,0,28
,達德商工,43,2,8,3,9,9,4,69,2,0,0,5,154
,彰化女中,0,4,3,0,5,6,0,0,0,0,0,2,20
,彰化師大附屬高工,0,0,4,0,0,0,1,25,0,0,0,2,32
,彰化高中,0,3,2,1,6,2,1,1,1,1,0,0,18
,彰化高商,39,2,2,1,5,1,1,18,1,2,0,2,74
,彰化藝術高中,0,0,1,0,0,1,0,1,0,0,0,0,3
,精誠高中,0,0,0,0,0,1,0,0,0,0,0,0,1
,總計,370,21,54,9,68,54,30,367,21,11,0,23,1028
