
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土城高中,0,0,0,0,0,0,0,1,1,0,0,0,0,2
,大灣高中,0,1,0,0,1,0,1,0,2,1,3,0,0,9
,中信國際實驗教育機構,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,六信高中,9,1,0,1,0,0,0,3,16,0,1,0,2,33
,北門高中,0,1,1,0,1,1,0,0,1,0,3,0,0,8
,北門農工,45,0,1,0,1,0,2,3,54,3,2,0,2,113
,永仁高中,0,0,0,0,0,1,2,0,0,1,0,0,0,4
,玉井工商,7,1,1,0,0,1,4,0,17,1,1,0,0,33
,白河商工,39,0,0,0,0,0,1,1,2,2,3,0,1,49
,光華高中,4,0,1,0,3,0,1,1,13,0,4,0,0,27
,成大附工,0,0,0,0,0,0,0,1,4,0,0,0,0,5
,育德工家,16,1,1,0,0,0,2,1,32,0,1,0,0,54
,亞洲餐旅,5,1,2,0,0,0,1,1,29,0,1,0,0,40
,長榮女中,10,0,1,0,0,0,1,1,29,0,2,0,0,44
,長榮高中,3,1,0,0,2,0,3,5,21,1,1,0,0,37
,南光高中,0,0,1,0,0,0,0,0,0,0,3,0,0,4
,南科國際實驗高中,0,1,1,0,1,0,1,1,1,0,3,0,0,9
,南英商工,10,1,1,0,3,1,5,1,68,0,7,0,0,97
,南寧高中,0,1,1,0,0,0,0,0,0,0,0,0,0,2
,後壁高中,1,0,1,0,0,0,0,0,6,0,1,0,1,10
,家齊高中,1,0,5,0,2,0,1,1,20,1,2,0,0,33
,崑山高中,39,0,0,0,2,1,1,0,10,3,7,0,1,64
,曾文家商,1,1,1,0,1,0,1,0,14,1,1,0,0,21
,曾文農工,44,1,1,0,0,0,1,0,53,1,3,0,2,106
,港明高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,善化高中,2,0,1,0,0,0,0,0,1,0,1,0,0,5
,陽明工商,8,1,0,0,0,0,0,0,21,0,2,0,1,33
,慈幼工商,15,1,2,0,2,2,0,2,62,1,5,0,3,95
,慈濟高中,0,0,0,0,0,0,1,0,0,0,4,0,0,5
,新化高工,32,0,1,0,0,0,1,6,33,2,4,0,1,80
,新化高中,1,0,0,0,0,0,1,0,0,0,0,0,0,2
,新榮高中,46,0,0,0,0,0,1,0,13,2,0,0,0,62
,新營高工,1,2,0,1,0,0,1,0,38,0,4,0,1,48
,新營高中,0,0,1,0,0,1,0,2,1,0,2,0,0,7
,新豐高中,0,1,2,0,0,0,1,1,10,0,3,0,0,18
,聖功女中,0,0,0,0,0,0,1,1,0,0,0,0,0,2
,臺南一中,0,3,1,0,2,0,1,1,3,1,11,0,1,24
,臺南二中,0,1,5,0,0,2,3,1,5,1,8,0,0,26
,臺南大學附中,2,3,0,1,2,3,3,1,20,0,3,0,0,38
,臺南女中,0,1,2,0,7,0,4,1,0,0,0,0,0,15
,臺南海事,8,0,4,1,1,0,3,1,35,1,0,0,0,54
,臺南高工,66,1,4,1,2,0,4,6,75,2,30,0,0,191
,臺南高商,34,3,4,0,4,2,1,2,25,3,7,0,1,86
,鳳和高中,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,德光中學,0,0,0,0,1,0,0,1,0,0,0,0,0,2
,黎明高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,興國高中,0,1,0,0,1,0,0,0,0,0,2,0,0,4
,瀛海高中,0,0,0,0,2,0,0,1,0,0,0,0,0,3
,總計,450,30,49,5,41,15,54,48,735,28,136,0,17,1608
