
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土城高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,大灣高中,0,0,1,0,1,0,1,0,1,1,2,0,0,7
,六信高中,9,1,0,0,0,0,1,4,19,0,1,0,3,38
,北門高中,0,0,1,0,2,0,0,0,1,0,4,0,0,8
,北門農工,42,1,1,0,1,0,4,4,46,6,3,0,3,111
,永仁高中,0,0,0,0,0,0,2,1,0,1,0,0,0,4
,玉井工商,7,1,1,0,1,0,3,0,17,1,0,0,0,31
,白河商工,41,0,0,0,0,0,1,0,2,3,4,0,1,52
,光華高中,3,0,1,0,4,0,1,1,8,1,3,0,0,22
,成大附工,0,0,0,0,0,0,0,0,3,0,0,0,0,3
,育德工家,10,1,2,0,2,0,1,2,30,0,1,0,0,49
,亞洲餐旅,4,1,1,0,1,0,0,2,33,0,0,0,0,42
,明達高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,長榮女中,6,0,1,2,0,0,2,2,25,0,2,0,0,40
,長榮高中,2,1,0,0,4,0,2,2,23,1,5,0,0,40
,南光高中,0,0,2,0,0,0,0,0,0,0,1,0,0,3
,南科國際實驗高中,0,0,1,0,1,0,1,1,1,0,2,0,0,7
,南英商工,12,1,1,0,2,1,1,0,72,0,4,0,0,94
,南寧高中,0,2,1,0,1,0,0,0,1,0,0,0,0,5
,後壁高中,1,0,2,0,0,0,0,1,3,0,1,0,1,9
,家齊高中,0,0,6,0,3,0,3,0,22,0,1,0,0,35
,崑山高中,40,0,0,0,2,1,1,0,10,1,3,0,1,59
,曾文家商,3,1,1,0,2,0,1,2,17,0,0,0,0,27
,曾文農工,45,1,2,0,0,0,2,1,53,1,2,0,1,108
,港明高中,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,善化高中,2,0,1,0,0,0,0,0,1,0,0,0,0,4
,陽明工商,5,1,0,0,2,0,0,3,23,1,1,0,1,37
,慈幼工商,11,1,2,0,2,3,1,2,70,2,4,0,2,100
,慈濟高中,0,1,0,0,1,0,0,0,0,0,3,0,0,5
,新化高工,34,0,0,0,0,0,1,4,43,1,1,0,1,85
,新化高中,0,0,0,0,1,0,1,0,0,0,0,0,0,2
,新榮高中,47,0,0,0,0,0,1,2,18,4,0,0,0,72
,新營高工,3,1,1,1,1,0,1,0,37,2,5,0,0,52
,新營高中,0,1,1,0,3,1,2,3,1,0,2,0,0,14
,新豐高中,0,2,2,0,1,0,3,0,8,0,2,0,1,19
,聖功女中,0,0,0,0,1,0,1,1,1,0,0,0,0,4
,臺南一中,0,3,2,0,4,0,6,0,3,1,8,0,0,27
,臺南二中,0,1,4,0,1,3,2,3,3,1,9,0,0,27
,臺南大學附中,2,3,0,1,4,2,3,1,19,0,4,0,0,39
,臺南女中,0,1,3,0,9,0,3,0,0,2,0,0,0,18
,臺南海事,6,1,3,1,1,0,2,4,42,0,1,0,0,61
,臺南高工,66,1,4,0,1,0,7,5,78,4,26,0,0,192
,臺南高商,38,3,5,0,4,4,7,3,33,1,5,0,0,103
,鳳和高中,1,0,0,0,2,0,0,0,0,0,0,0,0,3
,德光中學,0,0,0,0,1,0,1,1,1,0,0,0,1,5
,黎明高中,0,0,1,0,0,0,1,0,0,0,0,0,0,2
,興國高中,0,1,0,0,1,0,0,0,0,0,0,0,0,2
,瀛海高中,0,0,0,0,1,0,0,0,0,0,0,0,1,2
,總計,440,32,54,5,69,15,71,55,768,36,110,0,17,1672
