
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土城高中,0,1,0,0,1,0,1,0,1,0,0,0,0,4
,大灣高中,0,1,1,0,4,0,1,0,1,0,0,0,0,8
,六信高中,6,0,1,0,2,0,3,3,29,2,1,0,1,48
,天仁工商,7,0,1,0,2,0,3,1,14,1,0,0,0,29
,北門高中,0,1,1,0,1,0,2,1,1,1,0,0,0,8
,北門農工,42,1,2,1,0,0,2,5,43,1,3,0,0,100
,永仁高中,0,0,0,0,0,0,1,1,0,0,0,0,0,2
,玉井工商,6,0,3,0,1,0,2,1,26,0,0,0,0,39
,白河商工,31,0,1,1,2,0,1,0,3,3,1,0,0,43
,光華女中,2,1,4,0,1,0,2,0,10,0,1,0,0,21
,成大附工,0,0,0,0,0,0,0,0,7,0,0,0,0,7
,育德工家,11,1,1,1,5,0,6,1,37,2,0,0,0,65
,亞洲餐旅,8,0,0,1,0,0,2,3,44,0,0,0,0,58
,明達高中,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,長榮女中,7,0,2,1,1,0,3,0,29,2,0,0,1,46
,長榮高中,2,0,4,0,5,0,4,1,8,0,1,0,0,25
,南光高中,1,0,0,0,1,0,0,0,0,0,0,0,0,2
,南科國際實驗高中,0,0,0,1,0,0,0,0,1,0,0,0,0,2
,南英商工,6,0,3,1,5,0,0,5,53,2,1,0,0,76
,南寧高中,0,0,0,0,0,0,1,0,2,0,0,0,0,3
,後壁高中,1,0,1,1,3,0,1,0,8,1,1,0,1,18
,家齊女中,0,4,3,1,4,0,0,0,16,0,0,0,0,28
,崑山高中,30,0,0,2,3,0,3,7,51,8,1,0,1,106
,曾文家商,0,0,0,0,1,0,3,2,20,0,0,0,0,26
,曾文農工,42,0,3,0,4,0,2,5,56,3,1,0,1,117
,港明高中,0,0,0,0,1,0,1,0,0,0,1,0,0,3
,善化高中,0,0,0,1,4,0,1,0,0,1,1,0,0,8
,陽明工商,1,0,1,0,4,0,0,1,25,0,0,0,2,34
,慈幼工商,5,2,4,0,3,0,4,4,64,1,4,0,1,92
,慈濟高中,0,1,1,0,0,0,0,1,0,0,4,0,0,7
,新化高工,43,1,1,0,1,0,3,3,30,2,1,0,0,85
,新化高中,0,0,1,0,0,0,0,0,0,1,0,0,0,2
,新榮高中,45,0,2,0,1,0,1,1,25,2,1,0,1,79
,新營高工,1,1,1,0,3,0,1,0,16,2,0,0,1,26
,新營高中,0,2,0,0,3,0,3,0,2,3,0,0,0,13
,新豐高中,2,1,1,0,1,0,2,2,12,0,1,0,0,22
,聖功女中,0,0,0,0,1,0,0,0,1,0,0,0,0,2
,臺南一中,0,3,9,0,4,0,6,2,2,1,7,0,0,34
,臺南二中,0,3,1,1,2,0,3,2,1,0,5,0,0,18
,臺南大學附中,2,2,6,0,2,0,1,3,36,0,5,0,2,59
,臺南女中,0,4,10,0,5,0,2,0,0,0,0,0,0,21
,臺南海事,3,2,2,0,2,0,2,1,37,0,1,0,0,50
,臺南高工,78,0,2,2,3,0,2,4,77,9,4,0,0,181
,臺南高商,38,2,3,1,8,0,3,5,32,3,4,0,0,99
,德光中學,0,0,1,0,0,0,3,0,0,1,0,0,0,5
,黎明高中,0,0,0,0,2,0,0,0,0,0,0,0,0,2
,興國高中,0,0,0,1,1,0,1,1,0,0,0,0,0,4
,瀛海高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,總計,420,34,77,17,97,0,83,66,822,52,50,0,12,1730
