
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,74,0,0,1,0,0,1,1,34,1,0,0,0,112
,二林高中,1,0,0,0,1,0,0,0,1,0,0,0,0,3
,大慶商工,24,0,0,1,1,1,0,10,37,0,0,0,0,74
,文興高中,1,0,0,0,0,0,1,2,0,0,0,0,0,4
,北斗家商,45,1,5,1,1,1,1,7,25,1,0,0,0,88
,正德高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,永靖高工,0,0,1,0,0,0,0,10,18,0,0,0,0,29
,田中高中(高中部),1,0,0,1,0,0,1,0,0,0,0,0,0,3
,成功高中,0,0,0,0,0,0,0,3,0,0,0,0,0,3
,秀水高工,72,1,1,0,4,1,0,7,31,1,6,0,0,124
,和美高中,0,0,0,0,0,1,0,0,0,2,1,0,0,4
,員林家商,36,1,2,1,3,0,3,6,14,2,0,0,0,68
,員林高中,0,1,1,0,2,0,2,0,0,0,1,0,0,7
,員林高中分校,2,0,0,0,1,0,0,5,2,0,0,0,0,10
,員林崇實高工,1,0,4,0,0,0,1,10,13,0,2,0,0,31
,員林農工,37,1,2,3,1,0,0,11,32,1,5,0,0,93
,鹿港高中,2,0,3,3,0,0,1,3,14,0,2,0,0,28
,溪湖高中,2,0,3,0,1,0,0,5,0,0,1,0,0,12
,達德商工,31,2,6,3,0,0,4,10,73,0,0,0,0,129
,彰化女中,0,1,3,0,3,1,1,2,0,0,0,0,0,11
,彰化師大附屬高工,2,0,3,1,0,0,2,8,21,0,1,0,0,38
,彰化高中,0,2,2,0,5,0,0,0,0,1,0,0,0,10
,彰化高商,39,0,2,1,3,1,3,2,10,0,4,0,0,65
,彰化藝術高中,0,1,1,0,0,1,0,0,4,0,0,0,0,7
,精誠高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,總計,370,11,39,16,27,7,21,103,329,9,23,0,0,955
