
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,76,0,0,1,0,0,1,1,36,1,0,0,0,116
,二林高中,1,0,0,0,1,0,0,0,1,0,0,0,0,3
,大慶商工,24,0,0,1,1,1,0,10,35,1,0,0,0,73
,文興高中,0,0,0,0,0,0,1,1,0,0,0,0,0,2
,北斗家商,49,1,5,1,1,1,1,6,29,1,1,0,0,96
,正德高中,0,0,0,0,0,0,0,1,1,0,0,0,0,2
,永靖高工,0,0,1,0,0,0,1,10,18,0,0,0,0,30
,田中高中(高中部),1,0,0,1,0,0,1,0,0,0,0,0,0,3
,成功高中,1,0,0,0,0,0,0,2,0,0,0,0,0,3
,秀水高工,72,1,1,0,4,1,0,6,33,1,6,0,0,125
,和美高中,0,0,0,0,0,1,0,0,0,2,1,0,0,4
,員林家商,38,1,2,1,3,0,3,6,15,2,0,0,0,71
,員林高中,0,1,1,0,2,0,2,0,0,0,1,0,0,7
,員林高中分校,3,0,0,0,1,0,0,3,3,0,0,0,0,10
,員林崇實高工,1,0,4,0,0,0,1,9,16,0,2,0,0,33
,員林農工,37,1,1,3,1,0,0,11,33,1,4,0,0,92
,鹿港高中,1,0,3,3,0,0,1,3,14,0,2,0,0,27
,溪湖高中,2,0,3,0,1,0,0,4,0,0,1,0,0,11
,達德商工,33,2,6,4,0,0,4,11,75,0,0,0,0,135
,彰化女中,0,1,3,0,3,1,1,1,0,0,0,0,0,10
,彰化師大附屬高工,2,0,3,1,0,0,2,9,23,0,1,0,0,41
,彰化高中,0,2,2,0,5,0,0,0,0,1,0,0,0,10
,彰化高商,40,0,2,1,3,1,5,2,9,0,4,0,0,67
,彰化藝術高中,0,1,1,0,0,1,0,0,4,0,0,0,0,7
,精誠高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,總計,381,11,38,17,27,7,24,96,345,10,23,0,0,979
