
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,二林工商,72,0,1,0,2,1,0,2,19,2,4,0,0,103
,二林高中,0,0,0,0,1,0,0,0,1,0,0,0,0,2
,大慶商工,37,0,0,2,5,2,0,5,32,0,1,0,0,84
,文興高中,0,0,1,0,2,0,1,1,2,0,1,0,0,8
,北斗家商,41,2,2,0,4,2,1,4,23,5,0,0,0,84
,永靖高工,0,0,3,0,0,1,0,3,13,0,0,0,0,20
,成功高中,1,0,0,0,0,0,1,1,0,0,0,0,0,3
,秀水高工,68,0,1,1,3,1,0,5,29,3,3,0,0,114
,和美高中,0,0,0,0,1,0,0,0,0,1,0,0,1,3
,員林家商,41,3,0,0,1,0,1,5,24,3,1,0,0,79
,員林高中,0,2,2,0,1,0,1,1,0,0,0,0,0,7
,員林高中分校,2,0,0,0,0,0,0,0,1,0,0,0,0,3
,員林崇實高工,0,0,4,0,1,0,0,7,15,0,1,0,0,28
,員林農工,47,0,1,2,0,0,0,7,27,0,4,0,0,88
,鹿港高中,1,0,4,1,5,1,1,5,15,0,3,0,0,36
,溪湖高中,1,0,6,1,2,0,3,4,3,1,1,0,0,22
,達德商工,48,1,3,4,5,1,1,9,62,1,0,0,0,135
,彰化女中,0,1,2,0,4,1,2,1,0,0,0,0,1,12
,彰化師大附屬高工,3,0,3,2,1,0,2,4,13,0,0,0,0,28
,彰化高中,0,1,3,0,3,0,0,0,0,1,1,0,0,9
,彰化高商,39,2,2,0,5,1,0,6,6,2,4,0,0,67
,彰化藝術高中,0,1,1,0,2,0,0,4,1,0,0,0,0,9
,總計,401,13,39,13,48,11,14,74,286,19,24,0,2,944
