
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,士林高商,30,1,6,0,6,4,2,6,35,2,28,0,2,122
,大同高中,0,1,2,0,2,0,1,1,3,0,16,0,0,26
,大安高工,33,0,5,0,2,0,6,16,72,2,46,0,0,182
,大直高中,0,0,4,0,2,0,2,3,2,0,12,0,1,26
,大理高中,0,0,1,0,0,1,1,1,9,0,4,0,0,17
,中山女中,0,0,3,0,4,0,0,1,1,0,2,0,0,11
,中正高中,0,3,0,0,2,6,6,5,9,0,14,0,0,45
,中崙高中,0,1,4,1,0,1,1,2,2,0,13,0,0,25
,內湖高工,34,0,3,1,3,1,1,8,47,2,30,0,4,134
,內湖高中,0,2,0,0,5,2,0,1,1,0,9,0,0,20
,木柵高工,24,0,3,0,1,0,2,8,47,2,37,0,0,124
,北一女中,0,1,3,0,1,2,6,4,0,0,9,0,0,26
,永春高中,1,0,1,0,0,0,2,2,0,0,8,0,0,14
,成功高中,0,1,4,0,1,0,2,1,3,0,21,0,0,33
,成淵高中,0,1,2,0,1,1,2,5,5,0,11,0,0,28
,百齡高中,0,0,1,1,2,2,1,3,2,0,6,0,1,19
,西松高中,0,1,1,0,1,1,1,2,5,0,8,0,0,20
,私立十信高中,0,0,0,0,2,0,1,3,9,0,10,0,4,29
,私立大同高中,0,0,0,0,1,0,0,1,13,0,4,0,0,19
,私立大誠高中,2,0,0,0,0,0,0,1,5,0,0,0,0,8
,私立中興高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,私立文德女中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,私立方濟高中,0,0,0,0,0,0,1,0,3,0,0,0,0,4
,私立再興高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,私立志仁高中職業學校,1,0,0,1,0,0,1,1,22,0,4,0,1,31
,私立育達高職,5,2,3,1,2,4,3,18,143,0,27,0,8,216
,私立協和祐德高中,4,0,2,0,0,0,2,8,38,0,9,0,1,64
,私立延平高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,私立東方工商,3,0,1,0,0,1,0,5,37,0,9,0,3,59
,私立金甌女中,1,0,1,0,1,0,0,4,15,0,5,0,0,27
,私立南華高中,3,0,0,0,0,0,1,1,7,0,3,0,0,15
,私立泰北高中,1,0,2,1,1,0,2,9,41,0,15,0,1,73
,私立強恕高中,0,0,0,0,0,0,0,1,8,0,0,0,0,9
,私立惇敘工商,16,1,0,0,1,0,0,2,43,0,14,0,0,77
,私立喬治工商,5,0,0,0,0,0,0,0,21,0,1,0,0,27
,私立復興實驗高中,0,1,0,0,0,0,0,1,0,0,0,0,0,2
,私立景文高中,2,0,0,0,2,2,3,4,24,0,12,0,1,50
,私立華岡藝術學校,0,0,0,0,0,0,0,2,5,0,3,0,0,10
,私立開平餐飲學校,1,1,1,1,0,0,1,7,53,0,7,0,2,74
,私立開南商工,3,0,0,0,0,0,0,6,45,0,14,0,0,68
,私立達人女中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,私立滬江高中,0,0,0,0,1,0,0,8,54,0,14,0,5,82
,私立稻江高商,1,0,1,0,1,0,0,4,26,0,1,0,0,34
,私立稻江護家,43,3,4,0,2,0,2,8,60,0,11,0,3,136
,私立衛理女中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,私立靜修女中,0,0,2,0,0,0,1,1,4,0,1,0,0,9
,私立薇閣高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,育成高中,0,0,0,0,0,1,0,4,8,0,4,0,1,18
,和平高中,0,2,2,0,1,2,2,5,7,0,23,0,0,44
,明倫高中,0,1,0,0,0,0,1,3,2,0,1,0,0,8
,松山工農,38,0,1,0,1,4,1,15,53,1,49,0,1,164
,松山家商,26,1,6,0,2,2,1,3,33,1,32,0,0,107
,松山高中,0,1,1,0,4,1,3,3,6,0,24,0,1,44
,南港高工,32,0,3,0,1,1,1,17,65,2,32,0,3,157
,南港高中,0,0,0,0,1,0,1,1,6,0,4,0,0,13
,南湖高中,0,0,0,0,1,1,1,3,7,0,7,0,0,20
,建國高中,0,3,3,1,5,1,2,4,5,0,51,0,0,75
,政大附中,0,0,1,0,1,0,2,3,1,0,4,0,1,13
,師大附中,0,4,3,0,9,2,11,8,3,1,37,0,0,78
,國立臺灣戲曲學院(高職部),0,0,0,0,0,0,0,1,3,0,0,0,0,4
,復興高中,0,0,2,0,1,0,2,3,8,0,6,0,0,22
,景美女中,0,0,1,0,1,1,4,1,2,0,5,0,0,15
,華江高中,0,0,1,0,2,1,0,2,5,0,14,0,0,25
,陽明高中,0,0,0,1,3,0,0,1,8,0,9,0,0,22
,萬芳高中,0,1,1,0,2,0,0,1,9,0,5,0,0,19
,麗山高中,0,0,2,0,2,0,2,3,4,0,9,0,0,22
,總計,309,33,88,9,84,45,89,245,1154,13,759,0,44,2872
