
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,士林高商,40,2,0,0,11,3,3,12,37,1,20,0,1,130
,大同高中,0,2,1,1,8,0,5,4,2,1,9,0,2,35
,大安高工,39,1,4,0,2,0,9,9,48,3,29,0,4,148
,大直高中,0,1,1,0,2,0,1,2,5,1,7,0,0,20
,大理高中,0,1,3,0,1,0,1,3,6,1,7,0,1,24
,中山女中,0,0,1,0,4,0,5,2,1,0,7,0,0,20
,中正高中,0,2,3,0,3,2,5,2,6,0,17,0,0,40
,中崙高中,0,0,3,0,0,3,3,1,0,0,8,0,0,18
,內湖高工,36,0,2,0,4,0,1,7,39,4,18,0,0,111
,內湖高中,1,0,2,0,4,3,2,2,11,0,11,0,1,37
,木柵高工,37,0,2,0,2,2,3,8,31,2,13,0,0,100
,北一女中,0,2,8,0,4,1,7,1,2,1,5,0,2,33
,永春高中,0,0,0,0,1,0,2,3,2,0,8,0,0,16
,成功高中,0,1,4,0,4,1,4,3,2,1,23,0,1,44
,成淵高中,0,1,4,0,2,3,4,3,7,0,7,0,0,31
,百齡高中,0,1,0,0,4,0,1,2,3,0,4,0,0,15
,西松高中,0,0,0,0,0,1,3,3,10,0,6,0,0,23
,私立十信高中,1,0,1,0,1,0,2,1,8,0,3,0,1,18
,私立大同高中,0,0,2,0,2,0,1,2,13,0,5,0,0,25
,私立大誠高中,4,0,0,0,1,0,3,4,7,1,3,0,0,23
,私立文德女中,0,0,0,0,0,0,0,2,0,0,0,0,0,2
,私立方濟高中,0,0,0,0,1,0,0,1,1,0,1,0,0,4
,私立再興高中,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,私立志仁高中職業進修學校,4,0,0,0,0,0,0,1,1,0,1,0,0,7
,私立育達高職,12,0,3,2,7,1,5,9,81,1,20,0,2,143
,私立協和工商,7,2,0,1,2,1,0,7,59,1,11,0,1,92
,私立延平高中,0,0,0,0,0,0,0,0,0,0,2,0,1,3
,私立東方工商,11,0,1,0,3,1,2,7,55,1,6,0,2,89
,私立金甌女中,2,1,2,0,6,0,5,5,14,0,3,0,1,39
,私立南華高中,3,0,0,0,0,0,0,1,0,0,0,0,0,4
,私立泰北高中,4,1,2,0,3,1,1,3,54,1,8,0,0,78
,私立強恕高中,3,1,0,0,0,0,0,2,9,0,2,0,1,18
,私立惇敘工商,19,0,0,1,1,0,1,8,46,5,17,0,0,98
,私立喬治工商,5,0,1,0,0,0,1,4,33,0,1,0,0,45
,私立景文高中,2,0,0,0,5,2,0,2,25,0,10,0,2,48
,私立華岡藝術學校,0,0,0,0,0,0,0,1,4,0,0,0,0,5
,私立華興中學,0,0,0,0,0,0,1,0,1,0,1,0,0,3
,私立開平餐飲學校,2,0,1,1,1,0,1,11,42,1,6,0,0,66
,私立開南商工,4,0,2,0,2,4,1,2,52,0,11,0,0,78
,私立達人女中,0,0,1,0,0,2,0,1,0,0,0,0,0,4
,私立滬江高中,9,0,1,0,5,0,0,6,55,0,6,0,0,82
,私立稻江高商,1,0,0,0,0,0,0,5,17,0,3,0,1,27
,私立稻江護家,41,1,5,0,4,4,2,7,48,4,9,0,1,126
,私立靜修女中,0,0,1,0,1,0,2,0,5,0,0,0,0,9
,私立薇閣高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,育成高中,0,0,2,0,1,2,2,2,5,0,5,0,0,19
,和平高中,0,0,2,0,3,0,1,2,7,0,11,0,0,26
,明倫高中,1,1,2,0,2,1,2,5,4,0,6,0,0,24
,松山工農,35,0,3,0,6,2,2,9,31,4,25,0,1,118
,松山家商,37,4,6,0,5,6,1,6,28,5,22,0,1,121
,松山高中,0,7,3,0,7,0,2,3,10,1,16,0,3,52
,南港高工,39,0,3,0,1,0,0,8,42,3,22,0,0,118
,南港高中,0,1,1,0,2,0,1,3,9,0,8,0,0,25
,南湖高中,1,0,1,0,4,0,2,2,8,0,7,0,1,26
,建國高中,0,3,6,0,7,0,9,4,4,2,58,0,1,94
,政大附中,0,0,0,0,2,0,0,0,3,0,3,0,0,8
,師大附中,0,1,2,1,2,0,9,5,2,0,22,0,2,46
,復興高中,0,0,0,0,2,1,1,3,14,0,6,0,1,28
,景美女中,0,3,0,0,1,0,1,1,0,0,1,0,0,7
,華江高中,0,2,1,0,7,1,2,4,8,2,5,0,2,34
,陽明高中,0,1,1,0,2,0,1,0,4,0,4,0,0,13
,萬芳高中,0,0,2,0,1,2,2,4,8,0,8,0,0,27
,臺北商業技術學院附高商進校,0,0,0,0,0,0,1,0,0,0,1,0,0,2
,麗山高中,0,0,2,0,0,0,3,4,2,0,10,0,0,21
,總計,400,43,98,7,156,51,129,224,1031,47,569,0,37,2792
