
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,士林高商,39,1,2,0,9,3,5,8,38,2,20,0,1,128
,大同高中,0,2,3,1,6,0,3,4,3,1,14,0,1,38
,大安高工,39,1,4,0,3,0,4,14,57,1,30,0,3,156
,大直高中,0,0,1,0,0,0,1,3,3,1,9,0,0,18
,大理高中,0,1,2,0,2,0,1,1,7,0,4,0,1,19
,中山女中,0,0,2,0,4,0,4,0,2,0,5,0,0,17
,中正高中,0,2,2,0,5,3,5,3,6,0,14,0,0,40
,中崙高中,0,0,4,0,0,2,3,1,0,1,9,0,0,20
,內湖高工,34,0,3,0,2,1,2,8,44,3,20,0,2,119
,內湖高中,0,1,1,0,7,2,1,3,11,0,10,0,1,37
,木柵高工,35,0,3,0,2,0,1,7,40,1,18,0,0,107
,北一女中,0,3,6,0,2,1,6,0,2,1,6,0,2,29
,永春高中,0,0,0,0,1,0,1,3,2,0,7,0,0,14
,成功高中,0,1,5,0,3,0,3,2,2,1,18,0,1,36
,成淵高中,0,2,4,0,1,2,3,4,6,0,8,0,0,30
,百齡高中,0,0,1,0,3,3,0,2,5,0,5,0,0,19
,西松高中,0,1,0,0,0,1,3,4,8,0,7,0,0,24
,私立十信高中,0,0,0,0,1,0,2,2,9,0,4,0,1,19
,私立大同高中,0,0,1,0,0,0,0,3,11,0,3,0,0,18
,私立大誠高中,0,0,0,0,1,0,1,1,4,0,1,0,0,8
,私立中興高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,私立文德女中,0,0,0,0,0,0,0,2,0,0,0,0,0,2
,私立方濟高中,0,0,0,0,1,0,0,0,1,0,1,0,1,4
,私立再興高中,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,私立志仁高中職業學校,0,0,0,0,1,0,0,0,6,0,4,0,1,12
,私立育達高職,18,0,3,3,6,3,2,14,102,0,18,0,6,175
,私立協和工商,6,1,1,0,0,1,1,8,47,1,10,0,3,79
,私立東方工商,11,0,1,0,0,0,0,7,45,1,5,0,4,74
,私立金甌女中,2,1,2,0,1,0,2,3,15,0,4,0,1,31
,私立南華高中,2,0,0,0,0,0,1,5,3,0,0,0,0,11
,私立泰北高中,4,0,2,1,1,1,0,4,52,1,8,0,0,74
,私立祐德高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,私立強恕高中,3,1,0,0,0,0,1,4,11,0,1,0,1,22
,私立惇敘工商,20,1,0,0,1,0,0,4,48,4,15,0,0,93
,私立喬治工商,3,0,0,0,1,0,1,2,23,0,2,0,0,32
,私立景文高中,1,0,0,0,3,2,1,7,23,0,8,0,0,45
,私立華岡藝術學校,0,0,0,0,0,0,0,1,3,0,1,0,0,5
,私立華興中學,0,0,0,0,0,0,1,0,1,0,2,0,0,4
,私立開平餐飲學校,2,0,1,3,1,0,0,6,40,1,7,0,0,61
,私立開南商工,4,0,1,0,0,1,0,3,45,0,9,0,0,63
,私立達人女中,0,0,0,0,0,2,0,1,1,0,0,0,0,4
,私立滬江高中,7,0,1,0,2,0,0,6,64,0,7,0,0,87
,私立稻江高商,0,0,0,0,0,0,1,0,16,0,1,0,0,18
,私立稻江護家,39,1,5,0,4,2,3,8,49,3,9,0,2,125
,私立靜修女中,0,0,1,0,1,0,1,0,6,0,1,0,0,10
,育成高中,0,0,1,0,2,1,1,1,6,0,5,0,0,17
,和平高中,0,1,1,0,2,0,1,2,6,0,16,0,0,29
,明倫高中,0,0,2,0,2,0,1,3,3,0,5,0,0,16
,松山工農,34,0,3,0,5,2,3,13,36,2,31,0,1,130
,松山家商,37,4,4,0,6,3,0,3,29,6,23,0,1,116
,松山高中,0,4,3,0,7,0,2,5,7,2,17,0,3,50
,南港高工,39,0,2,0,1,0,0,12,53,2,26,0,2,137
,南港高中,0,0,0,0,1,0,2,2,7,0,8,0,0,20
,南湖高中,0,1,1,0,4,0,3,4,6,0,7,0,0,26
,建國高中,0,2,8,0,4,0,7,5,4,1,52,0,1,84
,政大附中,0,0,0,0,1,0,0,1,1,0,4,0,0,7
,師大附中,0,1,4,0,2,1,11,4,2,1,22,0,0,48
,復興高中,0,0,1,0,1,1,1,4,10,0,3,0,1,22
,景美女中,0,1,0,0,1,0,1,3,0,1,1,0,0,8
,華江高中,0,1,1,0,7,0,1,1,5,1,7,0,1,25
,陽明高中,0,0,0,0,1,0,1,0,4,0,6,0,0,12
,萬芳高中,0,0,2,0,1,1,2,2,10,0,9,0,0,27
,麗山高中,0,0,2,0,0,0,2,5,2,0,12,0,0,23
,總計,379,35,97,8,123,40,103,229,1053,39,579,0,42,2727
