
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,士林高商,39,2,0,0,11,3,2,8,35,1,19,0,2,122
,大同高中,0,2,1,1,8,0,5,4,2,1,8,0,2,34
,大安高工,37,1,3,0,2,0,8,9,48,3,28,0,4,143
,大直高中,0,1,1,0,2,0,1,2,5,1,7,0,0,20
,大理高中,0,1,3,0,1,0,1,3,6,1,7,0,1,24
,中山女中,0,0,1,0,4,0,3,2,1,0,7,0,0,18
,中正高中,0,2,3,0,3,1,4,2,6,0,15,0,0,36
,中崙高中,0,0,3,0,0,3,4,1,0,0,8,0,0,19
,內湖高工,36,0,2,0,3,0,1,6,38,4,18,0,0,108
,內湖高中,1,0,2,0,3,3,1,2,11,0,11,0,1,35
,木柵高工,37,0,2,0,1,2,3,7,30,2,13,0,0,97
,北一女中,0,2,8,0,4,1,7,1,2,1,5,0,2,33
,永春高中,0,0,0,0,1,0,2,3,2,0,8,0,0,16
,成功高中,0,1,4,0,4,1,4,3,2,1,23,0,1,44
,成淵高中,0,1,4,0,2,3,4,2,7,0,7,0,0,30
,百齡高中,0,1,0,0,4,0,0,2,3,0,4,0,0,14
,西松高中,0,0,0,0,0,1,3,3,10,0,6,0,0,23
,私立十信高中,1,0,1,0,1,0,2,1,8,0,3,0,1,18
,私立大同高中,0,0,2,0,2,0,1,2,13,0,5,0,0,25
,私立大誠高中,3,0,0,0,1,0,2,2,4,1,2,0,0,15
,私立文德女中,0,0,0,0,0,0,0,2,0,0,0,0,0,2
,私立方濟高中,0,0,0,0,1,0,0,1,1,0,1,0,0,4
,私立再興高中,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,私立志仁高中職業進修學校,4,0,0,0,1,0,0,1,1,0,1,0,0,8
,私立育達高職,12,0,2,2,7,1,5,9,80,1,20,0,2,141
,私立協和工商,7,2,0,1,2,1,0,7,57,1,11,0,1,90
,私立延平高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,私立東方工商,11,0,1,0,2,1,2,5,54,1,6,0,2,85
,私立金甌女中,2,1,2,0,6,0,5,5,14,0,3,0,1,39
,私立南華高中,3,0,0,0,0,0,2,1,0,0,0,0,0,6
,私立泰北高中,3,1,2,0,2,1,1,6,52,1,6,0,0,75
,私立強恕高中,2,1,0,0,0,0,0,2,9,0,1,0,1,16
,私立惇敘工商,19,0,0,1,1,0,1,7,45,5,17,0,0,96
,私立喬治工商,4,0,1,0,0,0,1,3,30,0,1,0,0,40
,私立景文高中,2,0,0,0,5,2,0,4,24,0,10,0,2,49
,私立華岡藝術學校,0,0,0,0,0,0,0,0,2,0,0,0,0,2
,私立華興中學,0,0,0,0,0,0,1,0,1,0,1,0,0,3
,私立開平餐飲學校,2,0,1,1,1,0,1,8,42,1,6,0,0,63
,私立開南商工,4,0,2,0,1,4,1,2,46,0,11,0,0,71
,私立達人女中,0,0,1,0,0,2,0,1,0,0,0,0,0,4
,私立滬江高中,8,0,1,0,5,0,0,5,53,0,7,0,0,79
,私立稻江高商,1,0,0,0,0,0,0,1,17,0,3,0,1,23
,私立稻江護家,41,1,5,0,4,4,2,8,45,5,9,0,1,125
,私立靜修女中,0,0,1,0,1,0,2,0,5,0,0,0,0,9
,私立薇閣高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,育成高中,0,0,2,0,1,2,2,1,5,0,4,0,0,17
,和平高中,0,0,2,0,3,0,1,2,6,0,11,0,0,25
,明倫高中,1,1,2,0,2,1,2,5,4,0,5,0,0,23
,松山工農,32,0,3,0,5,2,2,9,30,3,25,0,1,112
,松山家商,37,4,6,0,5,6,1,7,27,5,21,0,1,120
,松山高中,0,7,3,0,7,0,1,3,9,1,15,0,2,48
,南港高工,39,0,3,0,1,0,0,9,42,3,23,0,0,120
,南港高中,0,1,1,0,1,0,1,3,9,0,8,0,0,24
,南湖高中,1,0,1,0,4,0,5,2,8,0,7,0,1,29
,建國高中,0,3,7,0,7,0,9,3,4,2,58,0,1,94
,政大附中,0,0,0,0,1,0,0,0,2,0,2,0,0,5
,師大附中,0,1,2,0,1,1,10,3,2,0,25,0,0,45
,復興高中,0,0,0,0,2,1,1,3,14,0,6,0,1,28
,景美女中,0,3,0,0,1,0,1,2,0,0,1,0,0,8
,華江高中,0,3,1,0,7,1,2,4,6,1,5,0,2,32
,陽明高中,0,0,1,0,2,0,2,0,4,0,4,0,0,13
,萬芳高中,0,0,2,0,1,2,2,3,8,0,8,0,0,26
,臺北商業技術學院附高商進校,0,0,0,0,0,0,1,0,0,0,1,0,0,2
,麗山高中,0,0,1,0,0,0,3,4,2,0,10,0,0,20
,總計,389,43,96,6,147,51,128,206,993,46,559,0,34,2698
