
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,士林高商,34,1,5,0,7,7,2,1,40,2,27,0,0,126
,大同高中,0,2,2,1,2,2,1,2,4,0,12,0,0,28
,大安高工,36,1,3,0,3,0,6,15,63,1,40,0,1,169
,大直高中,0,0,1,0,1,0,0,3,2,0,10,0,0,17
,大理高中,0,0,2,0,1,0,0,1,9,0,4,0,0,17
,中山女中,0,0,2,0,4,0,1,1,2,0,2,0,0,12
,中正高中,0,1,0,0,3,4,6,3,10,0,15,0,0,42
,中崙高中,0,0,4,0,0,2,1,2,2,1,13,0,0,25
,內湖高工,37,0,3,0,2,0,1,7,46,2,26,0,3,127
,內湖高中,0,2,1,0,6,1,2,2,9,0,7,0,1,31
,木柵高工,32,0,3,0,2,0,1,7,45,1,24,0,0,115
,北一女中,0,2,6,0,2,2,2,1,1,0,10,0,0,26
,永春高中,1,0,2,0,0,1,0,3,2,0,6,0,0,15
,成功高中,0,2,4,0,2,0,2,0,2,0,19,0,1,32
,成淵高中,0,2,4,0,0,2,4,5,6,0,8,0,0,31
,百齡高中,0,0,1,1,3,2,1,4,3,0,4,0,0,19
,西松高中,0,1,0,0,0,1,2,5,7,0,6,0,0,22
,私立十信高中,1,0,0,0,0,0,2,0,10,0,7,0,1,21
,私立大同高中,0,0,0,0,1,0,0,0,10,0,2,0,1,14
,私立大誠高中,0,0,0,0,1,0,1,1,3,0,0,0,0,6
,私立中興高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,私立文德女中,0,0,0,0,0,0,0,1,0,0,1,0,0,2
,私立方濟高中,0,0,0,0,2,0,0,0,3,0,0,0,1,6
,私立志仁高中職業學校,1,0,0,0,2,0,0,1,14,0,3,0,1,22
,私立育達高職,14,1,3,1,1,2,2,18,129,0,26,0,5,202
,私立協和祐德高中,5,0,2,0,0,0,1,10,45,0,10,0,2,75
,私立延平高中,0,0,0,0,0,0,0,0,0,0,2,0,0,2
,私立東山高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,私立東方工商,5,0,2,0,0,1,0,4,49,0,10,0,2,73
,私立金甌女中,2,1,1,0,0,0,0,2,13,0,6,0,1,26
,私立南華高中,2,0,0,0,0,0,2,3,4,0,2,0,0,13
,私立泰北高中,1,0,1,1,1,0,2,6,53,0,13,0,1,79
,私立強恕高中,2,0,0,0,0,0,0,2,10,0,1,0,0,15
,私立惇敘工商,20,1,0,0,1,0,0,2,44,0,14,0,0,82
,私立喬治工商,2,0,0,0,1,0,0,1,20,0,2,0,0,26
,私立景文高中,2,0,0,0,2,2,1,7,26,0,7,0,1,48
,私立華岡藝術學校,0,0,0,0,0,0,0,2,5,0,2,0,0,9
,私立華興中學,0,0,0,0,1,0,0,0,1,0,2,0,0,4
,私立開平餐飲學校,0,0,0,1,0,0,0,4,46,0,6,0,1,58
,私立開南商工,6,0,0,0,0,1,0,5,49,0,14,0,1,76
,私立達人女中,0,0,0,0,0,1,0,0,1,0,1,0,0,3
,私立滬江高中,5,0,0,0,0,0,2,6,62,1,14,0,5,95
,私立稻江高商,1,0,1,0,0,0,1,1,17,0,2,0,1,24
,私立稻江護家,39,2,6,0,3,1,2,8,59,1,11,0,2,134
,私立靜修女中,0,0,2,0,0,0,0,0,6,0,0,0,0,8
,育成高中,1,0,1,0,0,2,0,3,9,0,4,0,0,20
,和平高中,0,1,2,0,1,2,1,3,4,0,19,0,0,33
,明倫高中,0,1,0,0,1,0,0,2,3,0,6,0,0,13
,松山工農,35,0,2,0,2,3,1,12,43,0,39,0,2,139
,松山家商,30,0,6,0,5,5,1,5,31,1,28,0,1,113
,松山高中,0,1,2,0,6,0,3,3,8,2,20,0,3,48
,南港高工,37,0,2,0,1,0,0,11,59,2,28,0,3,143
,南港高中,0,0,0,0,1,0,1,2,8,0,4,0,0,16
,南湖高中,0,0,0,0,2,2,2,3,7,0,8,0,0,24
,建國高中,0,2,4,1,6,1,4,3,3,0,59,0,0,83
,政大附中,0,0,0,0,1,0,1,2,2,0,4,0,0,10
,師大附中,0,5,4,0,5,1,13,6,3,0,36,0,0,73
,復興高中,0,0,2,0,0,0,1,4,7,0,7,0,1,22
,景美女中,0,1,0,0,1,0,3,3,1,0,2,0,0,11
,華江高中,0,0,0,0,6,0,0,2,4,0,9,0,0,21
,陽明高中,0,0,0,1,2,0,0,2,6,0,8,0,0,19
,萬芳高中,0,1,3,0,0,0,2,1,8,0,7,0,0,22
,麗山高中,0,0,2,0,2,0,1,5,6,0,12,0,0,28
,總計,351,31,91,7,96,48,82,218,1145,14,692,0,42,2817
