
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,士林高商,40,1,2,0,9,3,4,9,37,2,19,0,1,127
,大同高中,0,2,3,1,6,0,4,4,3,1,14,0,2,40
,大安高工,40,1,4,0,2,0,6,14,58,1,31,0,4,161
,大直高中,0,0,1,0,0,0,1,3,3,1,9,0,0,18
,大理高中,0,1,2,0,1,0,1,1,7,1,4,0,1,19
,中山女中,0,0,2,0,4,0,3,2,2,0,5,0,0,18
,中正高中,0,2,2,0,6,3,5,3,6,0,14,0,0,41
,中崙高中,0,0,4,0,0,2,4,1,0,0,9,0,0,20
,內湖高工,35,0,3,0,2,0,1,8,44,4,20,0,2,119
,內湖高中,0,1,1,0,7,2,2,3,11,0,10,0,1,38
,木柵高工,36,0,3,0,2,0,1,7,41,1,18,0,0,109
,北一女中,0,3,6,0,2,1,6,0,2,1,6,0,2,29
,永春高中,0,0,0,0,1,0,2,3,2,0,7,0,0,15
,成功高中,0,1,5,0,3,0,4,2,2,1,18,0,1,37
,成淵高中,0,2,4,0,1,2,3,4,6,0,8,0,0,30
,百齡高中,0,0,1,0,4,2,0,2,5,0,5,0,0,19
,西松高中,0,1,0,0,0,1,3,4,8,0,7,0,0,24
,私立十信高中,0,0,0,0,0,0,2,2,9,0,4,0,1,18
,私立大同高中,0,0,1,0,1,0,0,3,11,0,3,0,0,19
,私立大誠高中,0,0,0,0,1,0,1,2,4,0,1,0,0,9
,私立中興高中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,私立文德女中,0,0,0,0,0,0,0,2,0,0,0,0,0,2
,私立方濟高中,0,0,0,0,1,0,0,0,1,0,1,0,0,3
,私立再興高中,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,私立志仁高中職業進修學校,0,0,0,0,1,0,0,1,5,0,4,0,1,12
,私立育達高職,18,0,3,3,6,3,3,13,106,0,19,0,6,180
,私立協和工商,6,1,1,0,0,1,1,8,49,1,10,0,3,81
,私立東方工商,13,0,1,0,0,0,0,7,46,1,5,0,3,76
,私立金甌女中,2,1,2,0,1,0,3,3,14,0,4,0,1,31
,私立南華高中,2,0,0,0,0,0,1,3,1,0,0,0,0,7
,私立泰北高中,4,0,2,1,1,1,0,4,53,1,8,0,0,75
,私立強恕高中,2,1,0,0,0,0,0,4,11,0,1,0,1,20
,私立惇敘工商,23,1,0,0,1,0,0,5,53,4,14,0,0,101
,私立喬治工商,4,0,0,0,1,0,1,5,23,0,2,0,0,36
,私立景文高中,1,0,0,0,4,2,1,6,24,0,7,0,0,45
,私立華岡藝術學校,0,0,0,0,0,0,0,1,3,0,1,0,0,5
,私立華興中學,0,0,0,0,0,0,1,0,1,0,1,0,0,3
,私立開平餐飲學校,2,0,1,3,1,0,0,7,43,1,7,0,0,65
,私立開南商工,4,0,2,0,0,1,0,3,45,0,8,0,0,63
,私立達人女中,0,0,0,0,0,2,0,1,1,0,0,0,0,4
,私立滬江高中,8,0,1,0,2,0,0,6,67,0,8,0,0,92
,私立稻江高商,0,0,0,0,0,0,0,1,17,0,1,0,0,19
,私立稻江護家,40,1,5,0,4,2,3,8,52,3,9,0,3,130
,私立靜修女中,0,0,1,0,1,0,1,0,6,0,1,0,0,10
,育成高中,0,0,1,0,1,1,1,3,7,0,5,0,0,19
,和平高中,0,1,1,0,2,0,1,3,6,0,16,0,0,30
,明倫高中,0,0,2,0,2,0,1,4,3,0,5,0,0,17
,松山工農,34,0,4,0,5,2,3,12,38,2,31,0,1,132
,松山家商,37,4,4,0,6,3,1,4,30,7,23,0,1,120
,松山高中,0,4,3,0,6,0,1,5,7,2,17,0,3,48
,南港高工,39,0,2,0,1,0,0,12,53,2,27,0,2,138
,南港高中,0,0,0,0,1,0,1,2,7,0,7,0,0,18
,南湖高中,0,0,1,0,4,0,5,3,6,0,7,0,1,27
,建國高中,0,2,8,0,4,0,8,5,4,1,52,0,1,85
,政大附中,0,0,0,0,1,0,0,0,1,0,4,0,1,7
,師大附中,0,1,4,0,2,1,9,4,2,0,22,0,1,46
,復興高中,0,0,1,0,1,1,1,4,10,0,3,0,1,22
,景美女中,0,2,0,0,1,0,1,3,0,0,1,0,0,8
,華江高中,0,1,1,0,6,0,1,2,5,1,6,0,1,24
,陽明高中,0,0,0,0,1,0,1,0,4,0,6,0,0,12
,萬芳高中,0,0,2,0,1,1,3,2,10,0,9,0,0,28
,臺北商業大學附設高商進修學校,0,0,0,0,0,0,1,0,0,0,1,0,0,2
,麗山高中,0,0,2,0,0,0,3,5,2,0,12,0,0,24
,總計,390,35,99,8,121,38,110,238,1078,39,577,0,46,2779
