
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,士林高商,35,3,1,0,10,9,6,7,4,16,0,1,92
,大同高中,0,1,1,0,4,3,2,0,0,1,0,0,12
,大安高工,35,1,3,0,8,5,5,8,5,15,0,2,87
,大直高中,0,2,1,0,0,3,3,1,0,3,0,0,13
,大理高中,1,0,0,0,0,0,0,1,0,4,0,1,7
,中山女中,0,0,2,0,7,5,2,0,0,0,0,0,16
,中正高中,0,2,2,0,2,1,2,4,2,5,0,3,23
,中崙高中,0,0,1,0,3,1,0,2,1,2,0,1,11
,內湖高工,34,1,2,0,1,2,5,11,5,8,0,0,69
,內湖高中,0,0,2,0,2,2,1,1,1,2,0,0,11
,木柵高工,37,0,0,0,2,2,1,2,2,12,0,0,58
,北一女中,0,3,11,0,17,10,1,1,1,4,0,1,49
,台北商業技術學院附高商進校,0,0,0,0,0,1,0,0,0,0,0,0,1
,永春高中,0,0,2,0,0,0,0,0,1,0,0,0,3
,成功高中,0,3,5,0,3,6,2,2,0,17,0,2,40
,成淵高中,0,1,2,0,3,4,1,0,0,3,0,0,14
,百齡高中,0,0,0,0,0,1,2,0,0,0,0,0,3
,西松高中,0,0,1,0,3,0,1,0,0,1,0,1,7
,私立十信高中,4,0,0,1,5,3,3,10,0,3,0,1,30
,私立大同高中,0,0,0,0,2,0,0,9,0,4,0,1,16
,私立大誠高中,1,0,0,0,0,1,0,9,0,0,0,1,12
,私立文德女中,0,0,0,0,1,1,0,2,0,0,0,0,4
,私立方濟高中,0,0,2,0,1,0,3,1,0,2,0,1,10
,私立再興高中,0,0,0,0,0,0,0,0,0,2,0,0,2
,私立志仁高中職業進修學校,1,0,0,0,2,5,4,2,0,0,0,1,15
,私立育達高職,25,1,5,2,9,3,10,60,2,21,0,2,140
,私立協和工商,12,0,1,1,6,6,7,59,2,13,0,1,108
,私立延平高中,0,0,0,0,3,0,0,0,0,0,0,0,3
,私立東山高中,0,0,0,0,1,0,0,0,0,1,0,0,2
,私立東方工商,8,0,5,0,1,1,2,31,2,0,0,2,52
,私立金甌女中,5,0,4,0,6,3,2,3,3,4,0,1,31
,私立南華高中,0,0,1,0,1,0,1,0,0,2,0,0,5
,私立泰北高中,3,1,5,0,6,1,6,32,0,11,0,0,65
,私立祐德高中,0,0,0,0,0,0,2,4,0,0,0,0,6
,私立強恕高中,8,0,0,0,4,0,0,5,1,3,0,1,22
,私立惇敘工商,40,0,0,0,3,2,8,33,5,8,0,0,99
,私立喬治工商,8,0,2,0,0,4,4,22,0,1,0,2,43
,私立景文高中,0,1,4,1,3,4,4,13,1,15,0,0,46
,私立華岡藝術學校,0,0,0,0,1,0,1,3,0,2,0,0,7
,私立開平餐飲學校,4,1,1,0,1,1,6,28,1,3,0,0,46
,私立開南商工,5,1,2,0,3,4,2,34,1,7,0,1,60
,私立滬江高中,8,0,3,1,5,4,4,33,1,7,0,1,67
,私立稻江高商,1,0,0,0,2,2,2,10,0,2,0,2,21
,私立稻江護家,49,0,5,0,2,4,5,33,2,9,0,1,110
,私立衛理女中,0,0,0,0,0,0,0,1,0,0,0,0,1
,私立靜修女中,0,0,1,0,0,1,0,3,0,2,0,1,8
,私立薇閣高中,0,0,0,0,0,1,0,0,0,0,0,0,1
,育成高中,0,0,1,0,1,0,3,1,0,1,0,0,7
,和平高中,0,0,1,0,1,2,0,1,0,1,0,0,6
,明倫高中,0,0,1,0,2,0,2,1,0,1,0,0,7
,松山工農,32,1,0,0,5,6,4,7,5,20,0,0,80
,松山家商,36,4,3,0,11,8,4,7,1,14,0,0,88
,松山高中,0,8,2,0,4,1,2,0,2,7,0,1,27
,南港高工,38,1,1,0,1,1,4,26,2,11,0,0,85
,南港高中,0,0,0,0,1,1,2,1,0,3,0,0,8
,南湖高中,0,0,1,0,2,4,2,0,0,3,0,0,12
,建國中學,0,3,10,0,15,9,3,6,2,36,0,6,90
,政大附中,0,0,0,0,4,3,2,1,0,3,0,1,14
,師大附中,0,3,10,1,7,7,4,2,0,13,0,4,51
,復興高中,0,0,1,0,2,4,1,2,1,1,0,0,12
,景美女中,0,0,0,0,3,3,0,0,0,0,0,0,6
,華江高中,0,0,1,0,2,1,0,0,0,1,0,0,5
,陽明高中,0,0,1,0,1,2,0,1,0,1,0,0,6
,萬芳高中,0,0,0,0,0,1,1,1,0,2,0,0,5
,麗山高中,0,0,1,0,1,0,2,3,0,5,0,0,12
,總計,430,42,111,7,196,159,146,540,56,338,0,44,2069
