縣市,20090601,20091020,20100322,20100528,20101020,20110301,20110321,20110530,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20171020,20180320,20180528,20181020,20190320,20190528
台北市,34,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高雄市,8,8,8,8,8,8,13,13,16,16,16,17,17,17,28,28,28,33,33,38,38,38,44,44,44
台北縣,3,3,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宜蘭縣,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
桃園縣,4,4,12,12,12,12,12,12,17,17,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0
新竹縣,1,1,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,7,7,7,6,6,6
苗栗縣,1,2,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,8,8,8,8,8,8
台中縣,6,7,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
彰化縣,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
南投縣,2,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
雲林縣,0,0,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
嘉義縣,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
台南縣,5,6,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高雄縣,2,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
屏東縣,4,5,7,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6
台東縣,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
花蓮縣,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
澎湖縣,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
基隆市,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
新竹市,2,3,4,4,4,4,4,4,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7
台中市,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
嘉義市,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6
台南市,5,5,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金門縣,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
連江縣,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
臺北市,0,0,0,0,0,0,35,35,40,40,40,40,40,40,41,41,41,41,41,42,42,42,43,43,43
新北市,0,0,0,0,0,0,7,7,11,11,10,10,10,10,10,10,10,19,19,20,20,20,24,24,24
臺中市,0,0,0,0,0,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,14,14,14,14
臺南市,0,0,0,0,0,0,18,18,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20
臺東縣,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4
桃園市,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,19,19,20,20,20,22,22,22
