縣市,20090601,20091020,20100322,20100528,20101020,20110301,20110321,20110530,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20171020,20180320,20180528,20181020,20190320,20190528
台北市,838,905,867,859,1031,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高雄市,593,659,695,688,868,856,1170,1166,1249,1254,1249,1296,1167,1141,1105,979,996,1277,1117,1191,1189,1151,1144,1182,1170
台北縣,695,774,707,685,868,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宜蘭縣,57,167,167,144,300,281,266,264,20,21,23,18,19,21,22,20,20,79,20,43,22,20,11,10,10
桃園縣,610,627,602,580,734,731,728,727,554,516,487,554,0,0,0,0,0,0,0,0,0,0,0,0,0
新竹縣,227,238,165,161,196,188,187,186,122,96,89,92,93,95,115,110,95,215,112,99,99,102,159,113,97
苗栗縣,318,325,231,215,286,263,260,255,196,180,182,228,219,215,239,230,222,267,187,156,157,157,131,120,119
台中縣,774,849,723,674,826,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
彰化縣,437,549,244,209,412,369,367,367,72,61,60,59,58,56,82,73,69,211,64,46,67,51,60,95,115
南投縣,180,170,164,160,194,183,186,182,211,201,197,194,168,136,171,153,145,169,142,161,159,163,180,163,157
雲林縣,258,306,309,293,354,311,306,305,229,212,182,226,206,213,236,228,212,324,247,253,241,238,247,243,240
嘉義縣,249,233,227,220,256,246,247,243,286,286,248,272,241,223,227,209,209,247,219,241,224,219,196,199,193
台南縣,330,436,395,365,522,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
高雄縣,663,631,293,268,349,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
屏東縣,256,248,212,206,230,237,238,236,168,168,159,203,189,185,176,162,168,240,193,206,210,200,219,214,211
台東縣,138,170,160,156,187,177,176,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
花蓮縣,162,175,170,159,204,194,193,189,154,142,134,159,159,143,155,143,128,149,120,130,115,108,124,137,139
澎湖縣,6,18,17,17,24,25,25,25,7,9,9,7,4,5,5,4,3,21,6,15,15,15,22,23,23
基隆市,142,148,131,125,133,132,134,136,96,88,82,79,87,96,100,92,89,102,79,92,102,100,79,82,81
新竹市,306,376,347,326,395,375,376,367,235,244,236,306,303,305,374,312,279,482,347,390,364,359,347,326,333
台中市,228,352,357,315,460,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
嘉義市,161,188,147,138,183,168,153,152,88,82,77,69,70,69,68,63,65,204,93,32,37,36,44,35,34
台南市,401,495,446,429,557,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金門縣,4,12,11,12,34,32,33,34,5,5,4,8,9,7,10,10,9,24,11,11,7,7,5,5,5
連江縣,7,6,6,6,2,2,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
臺北市,0,0,0,0,0,0,1015,1001,1062,1039,1012,1036,1003,1008,1070,1048,1046,1102,1072,1066,1047,1057,1067,1041,1018
新北市,0,0,0,0,0,0,836,829,829,776,834,1079,1049,1050,1311,1148,1147,1406,1320,1303,1229,1134,1402,1302,1155
臺中市,0,0,0,0,0,0,1148,1144,404,355,316,308,278,293,305,269,276,542,288,314,300,606,497,224,228
臺南市,0,0,0,0,0,0,1019,1021,536,477,457,418,412,409,419,377,342,590,377,417,382,373,390,380,379
臺東縣,0,0,0,0,0,0,0,0,130,129,125,119,113,112,120,101,97,138,111,107,102,101,56,63,62
桃園市,0,0,0,0,0,0,0,0,0,0,0,0,550,543,728,679,645,1066,751,902,802,794,1072,1031,1022
