
,教育階段：高中職,製表日期：2018/5/28
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,十信高中,1,0,0,0,3,0,0,5,12,0,9,0,5,35
,士林高商,32,1,4,0,4,3,1,9,32,3,33,0,5,127
,大同高中,0,0,0,0,1,0,0,1,9,0,4,0,0,15
,大同高中,0,0,2,0,2,0,2,1,6,0,22,0,1,36
,大安高工,29,1,5,0,0,0,5,18,79,1,58,0,2,198
,大直高中,0,1,6,0,1,0,3,2,2,0,11,0,0,26
,大理高中,0,0,1,0,0,2,1,1,10,0,8,0,1,24
,大誠高中,2,0,0,0,0,0,0,0,4,0,0,0,0,6
,中山女中,0,0,2,0,3,0,0,0,0,0,1,0,0,6
,中正高中,0,2,0,0,1,1,1,4,11,1,14,0,1,36
,中崙高中,0,1,1,0,0,2,2,2,3,0,12,0,0,23
,內湖高工,31,0,3,1,4,3,0,8,49,1,31,0,5,136
,內湖高中,0,1,0,1,2,2,2,2,1,0,9,0,0,20
,文德女中,0,0,0,0,0,0,0,1,0,0,1,0,0,2
,方濟高中,0,0,0,0,0,0,1,1,2,0,1,0,0,5
,木柵高工,20,0,2,0,1,0,1,7,52,3,34,0,0,120
,北一女中,0,1,4,0,1,4,6,3,1,0,11,0,1,32
,永春高中,0,0,1,0,0,0,0,3,1,1,10,0,0,16
,再興高中,0,0,0,0,0,0,0,1,0,0,1,0,0,2
,成功高中,0,0,3,0,1,0,2,3,6,0,22,0,0,37
,成淵高中,0,2,2,0,1,1,1,5,8,0,15,0,0,35
,百齡高中,0,0,0,1,2,1,0,2,2,0,5,0,1,14
,西松高中,0,0,1,0,2,0,1,3,3,0,6,0,0,16
,志仁高中職業學校,2,0,0,1,1,0,1,4,19,0,2,0,0,30
,育成高中,0,0,0,0,0,1,1,6,6,0,4,0,1,19
,育達高職,8,3,7,0,4,3,2,17,164,0,30,0,6,244
,協和祐德高中,2,0,2,0,0,0,0,7,32,0,11,0,1,55
,和平高中,0,1,2,0,2,3,1,6,7,0,19,0,0,41
,延平高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,明倫高中,0,1,0,0,2,0,2,1,3,0,4,0,0,13
,東山高中,0,0,1,0,0,0,0,0,0,0,1,0,0,2
,東方工商,1,0,0,0,0,1,0,3,38,0,11,0,8,62
,松山工農,32,1,1,0,1,2,4,14,59,1,48,0,3,166
,松山家商,20,0,3,1,0,3,1,6,36,4,32,0,3,109
,松山高中,0,2,3,0,2,1,4,4,8,0,23,0,0,47
,金甌女中,1,0,1,0,0,0,1,4,9,0,5,0,0,21
,南港高工,28,0,1,0,0,1,1,19,59,1,36,0,0,146
,南港高中,0,0,0,0,1,1,1,3,6,0,9,0,0,21
,南湖高中,0,0,1,0,0,0,2,3,9,0,9,0,0,24
,南華高中,0,0,0,0,0,0,0,3,7,0,4,0,0,14
,建國高中,0,3,3,1,4,2,3,3,5,0,65,0,0,89
,政大附中,0,0,1,0,1,0,1,4,0,0,9,0,1,17
,師大附中,0,4,6,0,7,4,8,11,5,0,39,0,0,84
,泰北高中,0,0,1,0,0,0,1,4,41,0,13,0,2,62
,國立臺灣戲曲學院(高職部),0,0,0,0,0,0,0,1,4,0,1,0,0,6
,強恕高中,2,0,0,0,0,0,0,5,13,0,1,0,0,21
,惇敘工商,11,0,0,0,0,1,0,5,38,0,16,0,0,71
,喬治工商,2,0,0,0,0,0,0,1,17,0,1,0,2,23
,復興高中,0,0,1,0,1,1,2,4,7,0,6,0,0,22
,復興實驗高中,0,1,0,0,0,0,0,0,0,0,1,0,0,2
,景文高中,1,0,0,0,2,1,1,5,24,1,18,0,1,54
,景美女中,0,1,2,0,1,1,2,1,1,0,6,0,0,15
,華江高中,0,0,1,0,2,1,0,3,5,0,12,0,0,24
,華岡藝術學校,0,0,0,0,0,0,0,1,7,0,2,0,1,11
,華興中學,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,開平餐飲學校,0,0,1,1,0,0,1,5,52,0,11,0,4,75
,開南商工,4,0,0,0,1,0,1,3,40,0,14,0,1,64
,陽明高中,0,0,0,1,1,0,0,1,9,0,8,0,0,20
,萬芳高中,0,2,2,0,1,1,0,0,10,0,8,0,0,24
,達人女中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,滬江高中,1,0,0,0,1,0,0,6,49,0,16,0,6,79
,稻江高商,2,0,1,0,0,0,0,2,18,0,1,0,0,24
,稻江護家,38,3,4,0,2,1,1,8,62,1,12,0,5,137
,衛理女中,0,0,1,0,0,0,1,0,0,0,0,0,0,2
,靜修女中,0,0,1,0,0,0,0,1,6,0,0,0,0,8
,薇閣高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,麗山高中,0,0,2,0,1,0,2,1,5,0,11,0,0,22
,總計,270,32,86,8,68,48,74,258,1173,18,839,0,67,2941
