
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,十信高中,1,0,0,0,3,0,0,5,12,0,9,0,5,35
,士林高商,31,1,4,0,4,3,1,8,33,2,36,0,5,128
,大同高中,0,0,2,0,2,0,2,1,6,0,22,0,0,35
,大同高中,0,0,0,0,1,0,0,1,9,0,3,0,0,14
,大安高工,29,1,4,0,0,0,5,16,81,2,58,0,2,198
,大直高中,0,1,6,0,2,0,3,1,2,0,12,0,0,27
,大理高中,0,0,1,0,0,2,1,1,10,0,8,0,1,24
,大誠高中,2,0,0,0,0,0,0,0,4,0,0,0,0,6
,中山女中,0,0,2,0,2,0,0,0,0,0,1,0,0,5
,中正高中,0,2,0,0,2,1,1,4,14,1,15,0,1,41
,中崙高中,0,1,1,0,0,2,2,2,3,0,12,0,0,23
,內湖高工,31,0,3,1,3,3,0,8,50,1,30,0,5,135
,內湖高中,0,1,0,1,2,2,1,2,0,0,9,0,0,18
,文德女中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,方濟高中,0,0,0,0,0,0,1,0,2,0,1,0,0,4
,木柵高工,19,0,2,0,1,0,1,7,56,3,37,0,1,127
,北一女中,0,1,3,0,1,4,6,3,1,0,13,0,1,33
,永春高中,0,0,2,0,0,0,0,3,1,1,9,0,0,16
,再興高中,0,0,0,0,0,0,0,1,0,0,1,0,0,2
,成功高中,0,0,3,0,1,0,3,4,6,0,22,0,0,39
,成淵高中,0,2,2,0,1,1,1,4,8,0,15,0,0,34
,百齡高中,0,0,0,1,4,1,0,2,2,0,5,0,1,16
,西松高中,0,0,1,0,2,0,1,3,3,0,7,0,0,17
,志仁高中職業學校,2,0,0,1,1,0,1,3,22,0,1,0,0,31
,育成高中,0,0,0,0,0,1,1,4,6,0,4,0,1,17
,育達高職,9,4,7,0,4,3,2,17,163,0,31,0,6,246
,協和祐德高中,3,0,2,0,0,0,0,9,37,0,12,0,1,64
,和平高中,0,1,2,0,2,3,1,6,7,0,20,0,0,42
,延平高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,明倫高中,0,1,0,0,3,0,2,2,3,0,5,0,0,16
,東山高中,0,0,1,0,0,0,0,0,0,0,1,0,0,2
,東方工商,1,0,0,0,0,1,0,3,39,0,11,0,9,64
,松山工農,33,1,1,0,1,2,4,15,60,1,49,0,3,170
,松山家商,20,0,3,1,0,3,1,6,36,4,32,0,3,109
,松山高中,0,2,3,0,2,1,4,4,8,0,23,0,0,47
,金甌女中,1,0,1,0,1,0,1,4,10,0,5,0,0,23
,南港高工,28,0,1,0,0,1,1,18,60,1,37,0,0,147
,南港高中,0,0,0,0,1,1,1,3,6,0,9,0,0,21
,南湖高中,0,0,1,0,0,0,1,3,9,0,9,0,0,23
,南華高中,0,0,0,0,0,0,0,1,5,0,4,0,0,10
,建國高中,0,3,3,1,4,2,3,3,6,0,71,0,0,96
,政大附中,0,0,1,0,1,0,1,3,1,0,8,0,1,16
,師大附中,0,4,7,0,8,4,9,10,10,0,44,0,0,96
,泰北高中,0,0,1,0,0,0,0,5,44,0,13,0,2,65
,國立臺灣戲曲學院(高職部),0,0,0,0,0,0,0,1,4,0,1,0,0,6
,強恕高中,2,0,0,0,0,0,0,5,10,0,0,0,0,17
,惇敘工商,10,0,0,0,0,1,0,5,38,0,17,0,0,71
,喬治工商,3,0,0,0,0,0,0,1,20,0,1,0,2,27
,復興高中,0,0,1,0,1,1,3,4,9,0,6,0,0,25
,復興實驗高中,0,1,0,0,0,0,0,0,0,0,1,0,0,2
,景文高中,1,0,0,0,2,1,2,4,26,0,17,0,1,54
,景美女中,0,1,2,0,1,1,3,1,1,0,6,0,0,16
,華江高中,0,0,1,0,2,1,0,3,6,1,13,0,0,27
,華岡藝術學校,0,0,0,0,0,0,0,1,8,0,2,0,1,12
,開平餐飲學校,0,0,1,1,0,0,0,2,46,0,11,0,3,64
,開南商工,4,0,0,0,1,0,1,5,44,0,14,0,1,70
,陽明高中,0,0,0,1,1,0,0,1,10,0,8,0,0,21
,萬芳高中,0,2,2,0,1,1,0,0,11,0,7,0,0,24
,達人女中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,滬江高中,1,0,0,0,1,0,0,7,49,0,16,0,6,80
,稻江高商,2,0,1,0,0,0,0,1,22,0,1,0,0,27
,稻江護家,36,3,4,0,2,1,0,9,57,1,12,0,4,129
,衛理女中,0,0,1,0,0,0,1,0,0,0,0,0,0,2
,靜修女中,0,0,0,0,0,0,0,1,5,0,0,0,0,6
,薇閣高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,麗山高中,0,0,2,0,1,0,2,2,5,0,11,0,0,23
,總計,269,33,85,8,73,48,74,248,1206,18,861,0,66,2989
