縣市,20081020,20090320,20090601,20091020,20100322,20100528,20101020,20110321,20110530,20111020,20120320,20120528,20121020,20130320,20130528,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20170531,20171020,20180320,20180528,20181020,20190320,20190528
南投縣,17,17,17,18,19,19,20,21,21,16,16,16,18,19,19,25,30,29,22,20,18,16,14,15,4,6,6,5,4,4,8,8,8
嘉義市,20,21,21,17,15,14,9,10,9,11,11,10,15,17,16,19,16,19,22,23,23,22,21,20,24,22,21,21,20,21,18,20,18
嘉義縣,7,7,7,7,6,6,8,8,8,9,9,9,10,9,9,12,14,14,8,6,6,5,6,6,5,5,5,9,7,7,8,9,8
基隆市,15,15,15,20,20,19,16,19,19,16,18,19,20,19,19,20,22,22,16,16,17,18,17,19,16,18,18,16,17,16,10,10,10
宜蘭縣,27,27,27,27,27,27,31,34,34,28,32,31,30,31,31,22,21,19,11,13,14,13,12,11,10,9,9,7,8,7,5,6,6
屏東縣,17,17,17,18,20,20,26,25,25,26,28,28,29,29,28,28,28,24,26,30,36,34,35,38,28,31,31,35,38,37,39,39,39
彰化縣,68,67,64,69,67,63,55,54,54,46,44,46,50,50,49,39,23,17,27,21,14,13,14,11,24,21,21,14,11,10,7,7,6
新北市,69,69,68,68,66,65,81,82,82,85,87,86,89,90,88,82,84,84,91,92,88,113,116,116,101,100,99,96,94,91,77,79,79
新竹市,21,18,18,21,21,20,24,25,24,16,17,18,21,21,21,17,17,15,15,15,15,19,17,18,21,21,21,21,20,20,20,19,20
新竹縣,10,10,10,12,12,12,11,11,11,9,9,9,8,8,8,11,12,11,14,14,12,18,16,18,17,17,17,15,15,14,14,17,16
桃園市,39,39,39,29,29,28,19,18,18,18,19,19,21,22,22,19,20,28,31,35,39,30,30,45,58,55,55,68,68,68,56,61,61
澎湖縣,3,3,3,4,4,4,4,4,4,2,2,2,2,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,2,2
臺中市,73,71,70,60,62,62,65,166,162,158,154,151,135,131,130,106,91,72,61,49,46,40,29,25,27,24,24,22,20,20,9,9,9
臺北市,123,130,132,159,161,161,166,173,159,156,164,166,143,136,135,129,132,128,110,101,103,82,93,92,89,90,87,74,75,74,60,59,58
臺南市,29,29,31,50,51,50,57,100,101,102,103,106,83,83,83,86,91,93,80,82,86,88,77,76,70,71,71,54,52,52,52,50,50
臺東縣,13,13,13,10,9,9,11,10,10,7,6,6,10,10,10,7,7,3,5,4,2,3,3,4,3,4,4,2,3,3,3,4,4
花蓮縣,28,26,26,28,27,27,25,24,24,20,20,20,18,20,20,16,12,12,20,20,16,17,14,16,15,16,16,10,12,12,10,9,9
苗栗縣,19,19,20,27,28,29,29,30,30,19,21,26,18,18,19,22,21,23,27,27,24,22,18,16,11,11,11,7,8,8,5,5,5
連江縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金門縣,0,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,1,1,1,1,1,2,2,2,3,3,3,1,1,1,0,0,0
雲林縣,32,33,33,35,36,36,36,37,37,34,34,33,29,31,31,25,26,27,22,23,22,27,21,21,24,24,24,18,16,16,12,12,12
高雄市,88,98,99,96,102,101,96,153,154,140,149,151,131,131,131,125,131,133,126,129,128,143,143,142,145,154,153,155,166,164,158,163,164
