縣市,20081020,20090320,20090601,20091020,20100322,20100528,20101020,20110321,20110530,20111020,20120320,20120528,20121020,20130320,20130528,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20170531,20171020,20180320,20180528,20181020,20190320,20190528
南投縣,18,20,20,25,28,29,25,24,24,28,31,32,29,32,32,30,25,22,19,17,15,21,18,17,14,12,12,14,14,14,11,15,15
嘉義市,31,33,33,25,27,27,19,19,19,27,27,27,31,32,33,39,39,36,28,28,27,25,24,24,26,27,27,27,27,27,19,19,19
嘉義縣,25,25,25,20,21,21,17,17,17,16,16,16,22,21,21,25,26,27,22,22,21,12,10,10,4,4,4,6,5,5,5,4,4
基隆市,30,28,29,25,28,29,19,22,21,19,19,19,13,9,9,15,16,16,20,20,20,21,18,17,12,15,15,14,14,13,10,12,12
宜蘭縣,28,28,27,25,28,30,23,24,24,25,26,25,23,22,21,19,20,20,15,15,15,15,13,13,17,17,17,14,14,14,14,14,14
屏東縣,36,35,35,35,36,36,35,47,46,45,44,47,30,30,30,39,39,40,37,38,36,34,33,34,24,23,22,21,20,20,16,18,17
彰化縣,57,58,58,63,64,65,65,68,68,57,57,56,57,57,57,58,59,53,57,54,48,47,39,29,27,27,27,16,19,17,19,19,19
新北市,118,116,115,110,110,110,110,107,108,103,104,104,116,117,117,121,112,112,112,110,110,114,112,112,108,108,108,108,106,106,86,86,83
新竹市,23,24,24,27,29,29,32,33,31,25,25,24,26,26,26,23,24,23,20,20,20,16,16,14,12,12,12,12,12,12,8,10,10
新竹縣,18,18,18,19,20,20,20,20,20,22,23,23,25,23,23,26,28,28,18,19,20,15,14,12,11,11,11,14,13,13,9,9,9
桃園市,133,131,131,103,111,110,110,114,113,106,110,111,115,116,116,115,112,103,94,92,88,95,92,92,81,80,81,60,60,60,58,56,56
澎湖縣,4,4,4,6,5,5,4,5,5,6,6,6,4,4,4,4,4,4,4,2,2,2,2,2,1,1,1,2,2,2,2,2,2
臺中市,77,77,74,80,85,84,84,181,177,169,170,171,133,128,128,116,115,98,96,89,75,78,74,70,60,59,59,42,42,43,32,32,32
臺北市,191,190,191,199,196,195,193,191,196,204,204,206,195,194,150,156,150,147,121,124,123,96,96,97,84,85,85,73,70,68,65,66,65
臺南市,43,43,43,45,47,47,45,93,93,101,100,100,92,97,97,97,96,94,94,92,88,85,82,74,71,69,69,41,42,42,50,51,50
臺東縣,23,21,21,13,14,14,10,11,11,13,13,13,11,11,11,11,10,10,6,6,6,11,10,10,11,11,11,14,12,12,15,14,14
花蓮縣,26,26,26,21,18,18,18,19,18,20,21,21,22,22,21,25,25,25,20,20,17,18,17,16,14,15,15,18,18,18,14,14,14
苗栗縣,39,36,36,24,24,24,16,17,16,19,19,21,22,22,22,23,23,24,22,23,22,26,26,27,17,17,17,18,19,19,11,11,11
連江縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
金門縣,4,4,4,4,3,4,3,4,4,3,3,3,2,2,2,3,3,2,4,3,1,3,2,2,4,3,3,3,3,3,2,2,2
雲林縣,41,40,40,36,38,39,33,33,33,38,37,37,38,38,38,38,38,38,36,35,36,30,29,29,19,19,19,14,14,14,9,9,9
高雄市,90,92,92,92,108,108,118,172,171,163,166,167,161,162,164,156,158,157,142,134,135,114,106,107,98,91,91,90,90,90,88,89,89
