縣市,20081020,20090320,20090601,20091020,20100322,20100528,20101020,20110321,20110530,20111020,20120320,20120528,20121020,20130320,20130528,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20170531,20171020,20180320,20180528,20181020,20190320,20190528
南投縣,7,7,7,12,11,11,13,13,13,23,23,21,24,21,20,25,23,23,19,19,15,11,11,13,6,6,6,9,9,9,5,4,4
嘉義市,5,5,5,7,7,7,12,12,12,11,11,11,11,11,11,12,12,12,12,12,10,9,8,9,7,7,7,8,8,8,5,4,4
嘉義縣,5,5,5,4,5,5,3,3,3,5,5,5,5,6,6,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0
基隆市,8,8,8,12,11,11,14,14,14,12,15,15,18,19,19,16,15,15,14,13,14,7,9,8,4,4,4,2,1,1,2,0,0
宜蘭縣,15,15,15,13,13,13,18,19,19,19,19,18,22,21,21,16,15,15,13,12,11,7,4,4,3,3,3,2,2,3,3,3,3
屏東縣,32,31,31,48,49,48,53,55,54,47,47,47,36,36,35,27,26,24,22,21,21,21,21,24,25,25,25,18,18,19,16,13,13
彰化縣,22,19,19,17,19,19,21,21,21,22,22,22,26,25,25,27,27,21,28,23,19,20,19,18,10,9,9,4,5,6,9,9,9
新北市,66,62,61,72,71,71,77,74,73,65,65,65,58,57,57,63,62,62,65,63,62,47,47,47,40,40,39,38,39,38,49,49,48
新竹市,14,15,15,22,21,21,31,30,30,32,32,32,29,29,29,20,20,20,24,24,20,22,21,21,21,21,23,13,13,13,4,3,3
新竹縣,6,5,5,8,9,9,11,12,12,15,14,14,16,16,16,19,19,18,17,16,15,15,16,15,10,11,11,6,6,5,3,3,3
桃園市,48,48,48,56,57,57,59,61,61,72,68,68,66,66,66,78,75,73,71,70,71,74,71,71,65,64,64,57,56,56,37,36,36
澎湖縣,3,2,2,4,4,4,4,4,4,4,4,4,4,5,4,8,8,8,6,6,6,6,4,4,1,1,1,2,2,2,5,5,5
臺中市,22,21,21,15,18,18,22,58,58,68,68,67,79,78,77,79,75,53,52,48,42,34,34,32,19,20,20,12,12,12,13,13,13
臺北市,44,46,47,60,60,60,58,56,56,64,64,64,66,67,58,47,47,46,39,39,39,14,14,15,13,14,14,18,18,18,18,19,19
臺南市,17,18,18,13,13,13,14,34,33,36,37,37,51,52,52,52,52,53,50,52,55,40,40,39,36,36,36,28,27,27,21,21,21
臺東縣,6,6,6,8,8,8,10,10,10,7,7,7,6,6,6,6,6,6,6,6,6,5,4,4,4,4,4,8,8,8,13,12,12
花蓮縣,14,14,13,11,11,11,16,16,16,12,12,12,13,12,12,10,12,13,9,9,9,10,9,8,4,3,3,4,4,4,6,6,6
苗栗縣,9,10,10,12,11,11,13,14,14,12,12,13,13,12,12,13,12,13,10,9,11,10,10,9,9,9,9,6,6,6,6,6,6
連江縣,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
金門縣,1,1,1,3,3,3,6,6,7,11,11,11,10,10,10,8,8,8,5,5,5,5,5,5,9,8,8,9,7,7,7,7,7
雲林縣,6,6,6,6,6,6,7,7,7,9,9,9,16,17,17,18,17,17,18,20,20,14,14,14,11,11,11,10,11,11,10,10,10
高雄市,11,12,12,23,24,24,26,43,43,56,54,51,49,48,48,48,46,47,43,40,40,39,36,36,35,32,32,30,29,29,22,26,26
