縣市,20081020,20090320,20090601,20091020,20100322,20100528,20101020,20110321,20110530,20111020,20120320,20120528,20121020,20130320,20130528,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20170531,20171020,20180320,20180528,20181020,20190320,20190528
南投縣,2,1,1,2,2,2,4,4,4,5,5,5,5,5,5,3,2,2,2,2,2,1,1,0,2,3,3,3,3,3,3,2,2
嘉義市,3,3,3,1,0,0,1,1,1,3,3,3,3,3,3,5,5,4,6,6,5,5,5,4,4,5,4,3,3,3,3,3,3
嘉義縣,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
基隆市,0,0,0,2,2,3,4,4,4,6,6,6,5,4,4,3,3,4,3,3,3,2,2,2,1,1,1,2,2,2,2,1,1
宜蘭縣,6,6,6,8,8,7,7,7,7,6,5,5,3,3,3,1,1,0,2,2,2,4,4,3,4,4,4,3,3,3,2,2,2
屏東縣,8,8,9,6,6,6,3,4,3,4,4,5,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
彰化縣,7,7,8,7,6,6,8,9,9,7,7,8,8,7,7,11,11,9,14,13,13,22,19,14,17,16,16,11,11,11,7,6,6
新北市,6,6,6,7,7,7,8,8,7,8,8,8,7,7,7,6,6,6,12,12,11,16,16,15,25,24,24,35,34,34,41,40,40
新竹市,3,2,2,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
新竹縣,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2
桃園市,2,2,2,5,6,6,10,11,11,12,13,13,12,12,12,9,9,9,9,8,8,15,13,12,15,14,14,18,18,18,19,19,19
澎湖縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
臺中市,10,10,10,11,12,12,10,25,25,22,22,22,15,14,14,18,18,18,10,9,8,7,5,4,4,4,4,7,7,7,7,7,7
臺北市,6,6,6,5,4,4,7,7,7,6,6,6,8,7,7,7,7,6,8,8,8,7,7,7,9,9,7,8,8,8,10,9,9
臺南市,6,6,6,6,6,6,7,17,18,16,17,17,18,18,17,13,14,13,10,10,9,6,6,6,5,5,5,5,5,5,8,8,8
臺東縣,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,1,1,1
花蓮縣,6,6,6,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,4,4,4,5,5,4,4,4,4,5,5,5,4,4,4
苗栗縣,4,3,3,2,2,3,4,4,4,6,6,6,3,3,3,3,3,3,6,6,4,3,3,3,4,4,4,1,1,1,1,1,1
連江縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金門縣,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
雲林縣,6,6,6,6,6,6,7,5,5,6,6,7,4,4,4,7,7,6,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1
高雄市,14,15,15,8,8,8,8,14,13,9,9,9,12,13,13,11,11,11,11,10,10,11,8,8,11,12,11,15,15,15,11,11,11
