縣市,20081020,20090320,20090601,20091020,20100322,20100528,20101020,20110321,20110530,20111020,20120320,20120528,20121020,20130320,20130528,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20170531,20171020,20180320,20180528,20181020,20190320,20190528
南投縣,176,171,171,194,189,189,218,215,211,225,225,222,232,221,220,224,210,209,196,191,185,183,179,177,177,169,168,191,184,180,179,175,175
嘉義市,65,60,60,74,67,67,81,73,73,75,70,71,85,87,87,94,87,87,99,98,95,103,101,100,114,115,114,112,107,106,107,107,107
嘉義縣,171,171,172,156,149,148,152,153,152,136,123,121,134,133,133,114,112,100,110,104,102,102,97,100,120,118,119,122,113,110,114,113,110
基隆市,98,98,97,94,95,95,91,91,92,91,93,92,96,97,97,100,99,98,107,107,110,108,102,93,93,91,91,83,81,80,80,86,83
宜蘭縣,119,119,106,126,130,127,132,134,134,130,127,127,132,126,126,114,113,110,106,102,102,99,93,96,108,94,94,106,90,90,87,88,84
屏東縣,208,212,213,228,229,227,261,259,258,251,259,259,250,244,242,247,237,237,255,248,253,283,281,282,289,273,273,274,268,267,268,262,256
彰化縣,333,331,322,341,339,337,376,370,369,406,404,403,423,417,415,440,440,400,413,401,401,416,400,379,381,370,371,349,354,348,339,339,338
新北市,518,512,509,520,516,512,580,564,563,606,598,594,633,623,621,635,639,637,651,646,645,673,657,657,683,678,674,722,707,705,675,667,664
新竹市,205,198,194,196,196,193,200,195,191,183,179,178,183,180,180,156,156,158,146,142,143,150,139,130,130,130,130,130,136,135,135,127,128
新竹縣,101,102,100,114,112,113,140,139,139,160,156,159,165,166,166,165,164,161,168,166,162,178,171,166,174,167,163,166,155,153,158,152,151
桃園市,274,281,280,336,346,344,399,399,397,429,434,429,453,447,440,508,475,470,497,486,485,546,521,515,550,543,544,587,566,564,582,563,558
澎湖縣,43,40,40,48,46,36,41,41,41,44,42,42,38,39,39,37,36,35,38,36,40,35,35,35,38,37,37,32,31,31,26,26,26
臺中市,169,172,171,172,172,172,168,575,572,602,590,591,650,640,638,694,676,653,680,620,578,618,578,571,607,591,589,573,559,559,547,545,540
臺北市,438,442,446,418,417,418,422,426,430,402,398,399,405,405,408,400,394,389,390,381,379,351,351,352,309,311,311,269,267,270,213,211,211
臺南市,72,73,73,75,76,76,67,372,373,400,398,399,438,419,420,470,470,470,467,465,462,457,436,439,446,440,439,450,444,443,432,434,431
臺東縣,76,78,76,96,96,95,98,97,94,95,96,96,91,85,84,100,103,102,104,101,101,101,94,97,91,90,88,90,89,88,103,103,103
花蓮縣,141,139,136,132,129,121,142,135,133,140,137,137,158,151,145,161,147,146,172,165,157,165,157,141,151,131,131,116,109,109,103,101,100
苗栗縣,204,201,202,212,205,205,216,206,200,229,228,240,253,232,234,266,263,256,242,236,234,226,224,215,199,195,198,209,204,202,190,185,185
連江縣,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,4,4,3,3,3,3,3,3,3,1,1,1,2,2,2,3,3,3
金門縣,34,33,32,36,33,33,37,36,37,36,34,34,36,36,36,27,27,25,21,22,23,20,20,19,27,23,23,22,23,23,24,23,23
雲林縣,215,214,212,227,227,221,240,232,231,253,250,245,246,246,245,281,269,253,271,268,265,277,276,232,253,261,260,277,272,269,264,255,254
高雄市,219,220,219,255,258,256,277,571,570,578,567,564,639,627,623,663,664,664,693,690,681,692,659,657,686,677,667,662,664,658,643,632,628
