縣市,20081020,20090320,20090601,20091020,20100322,20100528,20101020,20110321,20110530,20111020,20120320,20120528,20121020,20130320,20130528,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20170531,20171020,20180320,20180528,20181020,20190320,20190528
南投縣,8,9,9,11,11,11,14,14,13,10,10,10,15,16,16,19,19,19,24,23,20,20,20,19,15,15,15,11,12,12,10,10,10
嘉義市,22,22,22,23,22,22,20,19,19,13,12,12,11,10,10,12,14,14,15,15,16,18,15,16,22,22,22,23,23,23,24,24,24
嘉義縣,12,11,11,10,10,10,10,10,10,5,5,6,7,7,7,8,8,8,7,6,6,3,3,3,3,3,3,5,5,5,4,4,4
基隆市,8,7,6,10,11,11,10,11,11,8,8,7,6,6,6,8,5,5,3,3,3,6,6,6,9,9,9,12,12,12,7,7,7
宜蘭縣,19,18,16,19,18,18,20,18,18,18,18,18,22,23,22,18,18,16,15,15,15,16,15,15,15,15,15,13,12,12,9,9,9
屏東縣,20,20,20,21,21,21,19,20,20,21,22,22,21,22,22,27,27,25,27,25,24,19,19,19,17,18,18,13,13,13,15,15,15
彰化縣,53,51,52,59,58,58,53,54,55,48,47,47,49,48,48,39,39,39,35,37,39,33,31,30,38,39,39,29,29,29,29,29,29
新北市,93,89,87,65,66,66,80,80,79,71,71,70,81,80,80,59,59,59,63,65,65,67,66,66,81,80,80,88,87,85,74,73,72
新竹市,10,10,10,12,12,12,14,14,14,13,13,13,12,12,12,11,11,11,13,12,12,12,10,10,16,16,16,17,15,15,21,20,20
新竹縣,13,12,12,14,14,14,13,13,13,17,17,17,17,17,17,18,18,16,9,10,10,8,8,8,10,10,10,17,18,18,17,17,17
桃園市,64,63,63,55,57,55,63,63,63,78,81,80,78,80,79,81,81,80,61,62,63,69,70,69,60,56,56,58,57,57,60,58,58
澎湖縣,2,2,1,1,1,1,2,2,2,3,3,3,3,3,3,5,5,4,2,2,2,1,1,1,0,0,0,4,4,4,3,3,3
臺中市,56,53,50,57,58,58,56,95,95,93,91,90,87,86,86,83,85,86,87,84,83,83,80,76,85,87,87,95,93,93,88,88,88
臺北市,89,91,90,102,98,98,112,113,111,99,99,99,99,100,100,98,97,96,99,97,97,91,91,91,88,89,89,85,85,86,86,82,82
臺南市,38,38,39,44,44,44,42,60,60,70,70,69,78,78,77,89,88,88,82,83,83,70,69,69,55,54,54,49,48,48,40,40,40
臺東縣,7,7,7,3,3,3,4,4,4,5,5,6,5,4,4,4,5,5,4,4,4,3,3,3,5,5,5,4,3,3,4,4,4
花蓮縣,5,5,5,5,5,5,5,6,6,8,7,7,8,8,8,14,15,16,12,12,12,14,14,14,8,9,8,12,13,13,12,12,12
苗栗縣,6,6,6,13,14,15,16,16,16,14,15,15,8,8,8,9,8,8,11,12,11,18,18,18,17,17,17,16,16,16,16,15,15
連江縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金門縣,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,3,3,3,5,5,5,4,4,4,1,1,1,0,0,0
雲林縣,17,17,17,20,20,20,18,19,19,24,25,25,20,20,20,16,16,15,7,7,8,15,16,16,19,20,20,20,21,21,20,20,20
高雄市,52,54,54,55,55,55,60,77,77,68,69,70,75,74,75,72,69,69,78,78,78,79,77,77,80,80,80,71,71,71,63,62,62
