縣市,20081020,20090320,20090601,20091020,20100322,20100528,20101020,20110321,20110530,20111020,20120320,20120528,20121020,20130320,20130528,20131021,20140320,20140528,20141020,20150320,20150528,20151021,20160321,20160530,20161020,20170320,20170531,20171020,20180320,20180528,20181020,20190320,20190528
南投縣,4,4,4,6,9,8,14,14,15,13,11,12,10,11,11,16,19,20,24,23,23,32,30,29,23,23,23,26,25,25,20,20,20
嘉義市,3,3,3,4,4,4,4,4,3,6,6,6,12,12,12,13,14,15,19,18,20,20,20,19,23,21,22,25,24,24,31,32,32
嘉義縣,3,3,3,5,5,5,5,5,5,4,4,4,7,7,7,6,7,7,10,10,10,8,7,7,10,10,10,13,11,10,14,13,13
基隆市,18,18,18,16,15,15,19,20,22,21,21,21,25,25,25,23,22,23,22,22,24,25,24,24,38,37,37,47,49,49,59,61,59
宜蘭縣,17,17,16,23,23,23,34,34,32,42,42,41,45,44,43,58,56,54,59,63,62,70,65,67,60,59,57,63,56,56,53,52,52
屏東縣,13,13,13,15,15,15,17,15,17,21,22,22,24,25,26,28,28,28,27,28,31,33,32,29,34,36,36,47,48,48,54,54,54
彰化縣,7,7,7,8,8,8,10,11,11,11,10,10,16,16,15,21,20,20,23,25,24,19,19,19,23,23,23,29,29,29,36,37,37
新北市,104,101,100,132,133,132,159,161,157,211,208,208,271,270,269,339,338,337,378,380,379,439,434,435,512,509,509,558,553,554,563,569,569
新竹市,21,21,21,26,27,26,32,35,31,27,26,26,39,38,36,51,52,50,73,71,73,92,89,85,113,111,111,114,109,110,115,113,113
新竹縣,3,3,3,8,9,9,11,10,10,12,12,12,15,14,14,15,15,16,23,20,21,30,29,27,39,39,39,50,51,52,68,67,67
桃園市,61,64,63,76,82,83,111,113,111,118,117,116,136,143,143,166,165,167,189,188,189,237,234,231,267,268,268,312,310,309,299,301,301
澎湖縣,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,4,5,5,4,3,3,5,5,5,17,16,16,19,18,18,21,22,22
臺中市,25,24,23,27,28,28,43,72,71,107,105,106,135,132,132,172,174,184,191,177,184,208,196,190,231,221,221,226,219,218,214,211,209
臺北市,211,215,215,268,269,268,332,339,338,438,443,446,502,503,505,569,565,559,577,575,579,692,670,666,759,771,770,861,841,839,861,863,861
臺南市,14,14,14,18,20,20,19,31,31,43,43,46,49,50,50,57,59,60,66,67,68,86,83,86,109,110,110,136,138,138,149,151,148
臺東縣,1,1,1,2,2,2,2,3,3,4,4,4,6,6,7,9,8,8,8,8,8,7,6,6,7,8,8,12,12,12,13,13,13
花蓮縣,4,4,4,8,8,8,11,12,12,16,16,16,18,18,18,20,22,22,23,22,23,21,20,21,32,32,32,34,33,32,35,37,38
苗栗縣,7,7,7,6,6,7,10,9,9,6,6,6,8,9,10,13,13,13,20,22,22,32,33,31,40,40,40,38,36,36,46,47,47
連江縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,3,3,2,2,2
金門縣,0,0,0,2,2,2,5,4,4,4,4,4,6,6,6,6,6,6,7,7,7,6,6,5,5,5,5,4,4,4,5,4,4
雲林縣,5,6,6,5,6,6,6,6,6,4,4,4,5,5,5,7,7,7,9,9,9,11,11,12,16,16,16,22,22,22,27,27,27
高雄市,38,40,42,49,52,52,68,84,84,118,123,124,161,164,164,206,209,210,226,228,229,242,238,239,258,260,258,297,306,307,335,337,336
