日期,縣市,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,嚴重情緒障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他顯著障礙,小計
20081020,南投縣,176,8,8,2,18,17,6,157,7,4,0,5,408
20081020,嘉義市,65,12,22,3,31,20,4,48,5,3,0,10,223
20081020,嘉義縣,171,7,12,3,25,7,2,85,5,3,0,6,326
20081020,基隆市,98,5,8,0,30,15,16,41,8,18,0,2,241
20081020,宜蘭縣,119,6,19,6,28,27,14,173,15,17,0,32,456
20081020,屏東縣,208,8,20,8,36,17,3,156,32,13,0,48,549
20081020,彰化縣,333,20,53,7,57,68,8,412,22,7,0,30,1017
20081020,新北市,518,41,93,6,118,69,34,219,66,104,0,33,1301
20081020,新竹市,205,4,10,3,23,21,10,209,14,21,0,9,529
20081020,新竹縣,101,4,13,1,18,10,6,134,6,3,0,20,316
20081020,桃園市,274,23,64,2,133,39,36,248,48,61,0,55,983
20081020,澎湖縣,43,3,2,0,4,3,0,10,3,0,0,4,72
20081020,臺中市,169,22,56,10,77,73,25,251,22,25,0,20,750
20081020,臺北市,438,39,89,6,191,123,136,386,44,211,0,40,1703
20081020,臺南市,72,17,38,6,43,29,26,313,17,14,0,8,583
20081020,臺東縣,76,5,7,2,23,13,3,100,6,1,0,8,244
20081020,花蓮縣,141,4,5,6,26,28,16,77,14,4,0,7,328
20081020,苗栗縣,204,6,6,4,39,19,4,156,9,7,0,6,460
20081020,連江縣,1,0,0,0,0,0,0,6,0,0,0,0,7
20081020,金門縣,34,0,0,1,4,0,0,13,1,0,0,2,55
20081020,雲林縣,215,15,17,6,41,32,7,87,6,5,0,9,440
20081020,高雄市,219,20,52,14,90,88,29,345,11,38,0,25,931
20090320,南投縣,171,8,9,1,20,17,6,147,7,4,0,6,396
20090320,嘉義市,60,13,22,3,33,21,3,49,5,3,0,9,221
20090320,嘉義縣,171,7,11,3,25,7,3,78,5,3,0,5,318
20090320,基隆市,98,5,7,0,28,15,15,39,8,18,0,2,235
20090320,宜蘭縣,119,7,18,6,28,27,14,162,15,17,0,22,435
20090320,屏東縣,212,8,20,8,35,17,3,152,31,13,0,46,545
20090320,彰化縣,331,19,51,7,58,67,7,395,19,7,0,30,991
20090320,新北市,512,42,89,6,116,69,34,210,62,101,0,32,1273
20090320,新竹市,198,4,10,2,24,18,9,206,15,21,0,9,516
20090320,新竹縣,102,4,12,1,18,10,6,126,5,3,0,18,305
20090320,桃園市,281,23,63,2,131,39,35,240,48,64,0,54,980
20090320,澎湖縣,40,3,2,0,4,3,0,8,2,0,0,4,66
20090320,臺中市,172,21,53,10,77,71,25,246,21,24,0,19,739
20090320,臺北市,442,39,91,6,190,130,130,386,46,215,0,42,1717
20090320,臺南市,73,17,38,6,43,29,25,310,18,14,0,8,581
20090320,臺東縣,78,5,7,2,21,13,2,89,6,1,0,8,232
