日期,,縣市,附設校數總計,附設校數身心障礙類,附設校數資賦優異類,老師數總計,老師數身心障礙類,老師數資賦優異類,班級數總計,班級數身心障礙類小計,班級數身心障礙類集中式特教班,班級數身心障礙類分散式資源班,班級數身心障礙類巡迴輔導,班級數資賦優異類小計,班級數資賦優異類資優班(集中式),班級數資賦優異類美術班,班級數資賦優異類音樂班,班級數資賦優異類舞蹈班,班級數資賦優異類數理資源班,班級數資賦優異類資優巡迴輔導,學生人數總計,學生人數身心障礙類小計,學生人數身心障礙類集中式特教班,學生人數身心障礙類分散式資源班,學生人數身心障礙類巡迴輔導,學生人數身心障礙類接受特教服務,學生人數資賦優異類小計,學生人數資賦優異類資優班(集中式),學生人數資賦優異類美術班,學生人數資賦優異類音樂班,學生人數資賦優異類舞蹈班,學生人數資賦優異類數理資源班,學生人數資賦優異類資優巡迴輔導,學生人數資賦優異類資優方案
20110530,,高雄市,27,18,9,132,83,49,72,42,29,13,0,30,6,0,9,12,3,0,2762,2025,423,436,0,1166,737,177,0,222,274,64,0,0
20110530,,新北市,21,14,7,118,99,19,79,52,40,7,5,27,6,0,9,12,0,0,2251,1508,586,91,2,829,743,168,0,232,343,0,0,0
20110530,,宜蘭縣,10,7,3,98,29,69,31,16,9,7,0,15,6,0,3,3,3,0,874,545,130,151,0,264,329,172,0,68,42,47,0,0
20110530,,桃園縣,22,14,8,78,49,29,72,39,27,12,0,33,6,0,12,12,3,0,2066,1208,389,92,0,727,858,173,0,332,304,49,0,0
20110530,,新竹縣,6,5,1,16,15,1,17,14,10,4,0,3,0,0,0,0,3,0,421,366,133,47,0,186,55,0,0,0,0,55,0,0
20110530,,苗栗縣,7,5,2,21,21,0,22,16,11,5,0,6,0,0,6,0,0,0,648,498,149,94,0,255,150,0,0,150,0,0,0,0
20110530,,彰化縣,16,13,3,89,48,41,51,33,20,13,0,18,12,0,3,3,0,0,1540,1027,302,358,0,367,513,347,0,77,89,0,0,0
20110530,,南投縣,8,5,3,43,35,8,29,20,17,3,0,9,3,0,3,3,0,0,750,471,210,79,0,182,279,120,0,80,79,0,0,0
20110530,,雲林縣,8,5,3,67,17,50,32,20,15,5,0,12,6,0,3,3,0,0,826,524,198,21,0,305,302,171,0,78,53,0,0,0
20110530,,嘉義縣,2,2,0,9,9,0,6,6,6,0,0,0,0,0,0,0,0,0,315,315,72,0,0,243,0,0,0,0,0,0,0,0
20110530,,屏東縣,9,7,2,79,39,40,41,26,20,6,0,15,9,0,3,3,0,0,985,562,254,72,0,236,423,263,0,81,79,0,0,0
20110530,,台東縣,5,4,1,19,15,4,12,9,7,2,0,3,0,0,3,0,0,0,321,271,88,13,0,170,50,0,0,50,0,0,0,0
20110530,,花蓮縣,6,4,2,40,13,27,28,13,9,4,0,15,9,0,3,3,0,0,675,328,110,26,3,189,347,249,0,52,46,0,0,0
20110530,,澎湖縣,2,1,1,17,11,6,11,5,4,1,0,6,0,0,3,3,0,0,108,67,32,10,0,25,41,0,0,24,17,0,0,0
20110530,,基隆市,4,3,1,19,16,3,15,9,6,3,0,6,0,0,3,3,0,0,413,257,87,34,0,136,156,0,0,79,77,0,0,0
20110530,,新竹市,8,5,3,47,35,12,40,19,14,4,1,21,15,0,3,3,0,0,1212,615,201,46,1,367,597,426,0,91,80,0,0,0
20110530,,臺中市,32,23,9,189,90,99,112,63,40,22,1,49,25,0,6,15,3,0,3519,2237,628,450,15,1144,1282,681,0,177,366,58,0,0
20110530,,嘉義市,5,3,2,50,7,43,26,5,3,2,0,21,12,0,3,3,3,0,796,224,44,28,0,152,572,345,0,93,83,51,0,0
20110530,,臺南市,25,19,6,111,63,48,69,42,24,18,0,27,12,0,9,3,3,0,2257,1603,357,225,0,1021,654,341,0,180,86,47,0,0
20110530,,金門縣,1,1,0,19,19,0,4,4,3,1,0,0,0,0,0,0,0,0,80,80,33,12,1,34,0,0,0,0,0,0,0,0
20110530,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,4,4,0,3,0,1,0,0,0,0,0,0,0,0
20131021,,新北市,27,19,8,153,126,27,95,67,50,11,6,28,6,10,12,0,0,0,2743,1986,648,468,41,829,757,179,264,314,0,0,0,0
20131021,,臺北市,54,36,18,316,143,173,165,67,27,40,0,98,69,12,9,6,0,2,5374,2792,376,1333,21,1062,2582,1891,310,248,111,0,22,0
20131021,,臺中市,33,24,9,166,118,48,113,67,44,22,1,46,26,6,11,3,0,0,3500,2255,617,1206,28,404,1245,748,197,256,44,0,0,0
20131021,,臺南市,28,22,6,130,74,56,74,47,27,19,1,27,12,9,3,3,0,0,2429,1778,381,861,0,536,651,360,151,81,59,0,0,0
20131021,,高雄市,29,19,10,140,87,53,83,51,35,16,0,32,6,9,12,3,2,0,3042,2349,489,609,2,1249,693,169,196,245,58,25,0,0
20131021,,宜蘭縣,11,8,3,70,29,41,31,16,9,7,0,15,6,3,3,3,0,0,802,499,107,372,0,20,303,136,72,43,52,0,0,0
20131021,,桃園縣,27,19,8,102,63,39,80,47,30,17,0,33,6,12,12,3,0,0,2572,1844,457,833,0,554,728,113,278,275,62,0,0,0
20131021,,新竹縣,6,5,1,23,22,1,20,17,12,5,0,3,0,0,0,3,0,0,566,516,155,239,0,122,50,0,0,0,50,0,0,0
20131021,,苗栗縣,8,6,2,37,32,5,25,19,14,5,0,6,0,6,0,0,0,0,812,674,157,321,0,196,138,0,138,0,0,0,0,0
20131021,,彰化縣,16,13,3,86,60,26,55,37,24,13,0,18,12,3,3,0,0,0,1660,1115,341,702,0,72,545,392,71,82,0,0,0,0
20131021,,南投縣,9,6,3,43,36,7,33,21,17,4,0,12,6,3,3,0,0,0,865,550,220,119,0,211,315,171,72,72,0,0,0,0
20131021,,雲林縣,9,6,3,69,30,39,33,21,15,6,0,12,6,3,3,0,0,0,977,664,192,243,0,229,313,170,94,49,0,0,0,0
20131021,,嘉義縣,2,2,0,6,6,0,5,5,4,1,0,0,0,0,0,0,0,0,376,376,48,42,0,286,0,0,0,0,0,0,0,0
20131021,,屏東縣,10,8,2,74,36,38,40,25,18,6,1,15,9,3,3,0,0,0,934,529,211,150,0,168,405,262,82,61,0,0,0,0
20131021,,臺東縣,5,4,1,16,12,4,12,9,7,2,0,3,0,3,0,0,0,0,363,290,73,87,0,130,73,0,73,0,0,0,0,0
20131021,,花蓮縣,6,4,2,39,16,23,28,13,9,4,0,15,9,3,3,0,0,0,776,433,106,172,1,154,343,229,61,53,0,0,0,0
20131021,,澎湖縣,2,1,1,17,10,7,11,5,4,1,0,6,0,3,3,0,0,0,120,73,37,29,0,7,47,0,30,17,0,0,0,0
20131021,,基隆市,4,3,1,23,17,6,15,9,6,3,0,6,0,3,3,0,0,0,420,279,84,99,0,96,141,0,73,68,0,0,0,0
20131021,,新竹市,10,7,3,128,23,105,39,18,12,6,0,21,15,3,3,0,0,0,1260,698,152,311,0,235,562,391,90,81,0,0,0,0
20131021,,嘉義市,6,4,2,53,14,39,29,8,4,4,0,21,12,3,3,3,0,0,820,371,53,230,0,88,449,235,88,87,39,0,0,0
20131021,,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,76,76,33,38,0,5,0,0,0,0,0,0,0,0
20131021,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0
20140320,,新北市,27,19,8,152,126,26,95,67,50,11,6,28,6,10,12,0,0,0,2734,1984,649,467,92,776,750,179,263,308,0,0,0,0
20140320,,臺北市,54,36,18,315,142,173,165,67,27,40,0,98,69,12,9,6,0,2,5293,2749,373,1317,20,1039,2544,1859,311,245,110,0,19,0
20140320,,臺中市,33,24,9,179,120,59,113,67,44,22,1,46,26,6,11,3,0,0,3455,2214,605,1227,27,355,1241,753,170,256,62,0,0,0
20140320,,臺南市,28,22,6,129,74,55,74,47,27,19,1,27,12,9,3,3,0,0,2395,1766,381,908,0,477,629,340,150,80,59,0,0,0
20140320,,高雄市,29,19,10,250,194,56,83,51,35,16,0,32,6,9,12,3,2,0,3031,2328,494,576,4,1254,703,166,196,245,57,39,0,0
20140320,,宜蘭縣,11,8,3,71,30,41,31,16,9,7,0,15,6,3,3,3,0,0,808,487,109,357,0,21,321,155,71,45,50,0,0,0
20140320,,桃園縣,27,19,8,113,70,43,80,47,30,17,0,33,6,12,12,3,0,0,2636,1795,412,867,0,516,841,174,336,270,61,0,0,0
20140320,,新竹縣,6,5,1,26,25,1,20,17,12,5,0,3,0,0,0,3,0,0,561,511,153,262,0,96,50,0,0,0,50,0,0,0
20140320,,苗栗縣,8,6,2,38,33,5,25,19,14,5,0,6,0,6,0,0,0,0,801,663,163,320,0,180,138,0,138,0,0,0,0,0
20140320,,彰化縣,16,13,3,91,63,28,55,37,24,13,0,18,12,3,3,0,0,0,1562,1079,342,676,0,61,483,331,71,81,0,0,0,0
20140320,,南投縣,9,6,3,49,36,13,33,21,17,4,0,12,6,3,3,0,0,0,838,526,211,114,0,201,312,171,69,72,0,0,0,0
20140320,,雲林縣,9,6,3,69,29,40,33,21,15,6,0,12,6,3,3,0,0,0,939,634,197,225,0,212,305,178,79,48,0,0,0,0
20140320,,嘉義縣,2,2,0,9,9,0,5,5,4,1,0,0,0,0,0,0,0,0,375,375,47,42,0,286,0,0,0,0,0,0,0,0
20140320,,屏東縣,10,8,2,91,38,53,40,25,18,6,1,15,9,3,3,0,0,0,921,517,203,146,0,168,404,261,82,61,0,0,0,0
20140320,,臺東縣,5,4,1,18,14,4,12,9,7,2,0,3,0,3,0,0,0,0,349,285,74,82,0,129,64,0,64,0,0,0,0,0
20140320,,花蓮縣,6,4,2,66,19,47,28,13,9,4,0,15,9,3,3,0,0,0,743,401,107,151,1,142,342,230,61,51,0,0,0,0
20140320,,澎湖縣,2,1,1,17,10,7,11,5,4,1,0,6,0,3,3,0,0,0,120,74,36,29,0,9,46,0,29,17,0,0,0,0
20140320,,基隆市,4,3,1,23,17,6,15,9,6,3,0,6,0,3,3,0,0,0,418,273,82,103,0,88,145,0,75,70,0,0,0,0
20140320,,新竹市,10,7,3,128,23,105,39,18,12,6,0,21,15,3,3,0,0,0,1241,682,150,288,0,244,559,390,90,79,0,0,0,0
20140320,,嘉義市,6,4,2,54,15,39,29,8,4,4,0,21,12,3,3,3,0,0,803,341,53,206,0,82,462,230,88,87,57,0,0,0
20140320,,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,74,74,34,35,0,5,0,0,0,0,0,0,0,0
20140320,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,12,12,0,11,0,1,0,0,0,0,0,0,0,0
20140528,,新北市,25,18,7,168,133,35,93,66,50,10,6,27,6,9,12,0,0,0,2730,1981,649,406,92,834,749,179,263,307,0,0,0,0
20140528,,臺北市,54,36,18,317,142,175,165,67,27,40,0,98,69,12,9,6,0,2,5227,2698,372,1294,20,1012,2529,1848,312,246,104,0,19,0
20140528,,臺中市,33,24,9,176,118,58,113,67,44,22,1,46,26,6,11,3,0,0,3302,2061,595,1124,26,316,1241,752,170,257,62,0,0,0
20140528,,臺南市,28,22,6,131,77,54,74,47,27,19,1,27,12,9,3,3,0,0,2333,1704,376,871,0,457,629,340,150,80,59,0,0,0
20140528,,高雄市,29,19,10,164,108,56,83,51,35,16,0,32,6,9,12,3,2,0,3021,2318,493,571,5,1249,703,166,196,245,57,39,0,0
20140528,,宜蘭縣,11,8,3,70,29,41,31,16,9,7,0,15,6,3,3,3,0,0,786,464,106,335,0,23,322,155,71,46,50,0,0,0
20140528,,桃園縣,27,19,8,111,70,41,80,47,30,17,0,33,6,12,12,3,0,0,2553,1710,414,809,0,487,843,175,337,270,61,0,0,0
20140528,,新竹縣,6,5,1,25,24,1,20,17,12,5,0,3,0,0,0,3,0,0,526,477,154,234,0,89,49,0,0,0,49,0,0,0
20140528,,苗栗縣,8,6,2,51,46,5,25,19,14,5,0,6,0,6,0,0,0,0,786,647,163,302,0,182,139,0,139,0,0,0,0,0
20140528,,彰化縣,16,13,3,91,63,28,55,37,24,13,0,18,12,3,3,0,0,0,1449,964,313,591,0,60,485,331,71,83,0,0,0,0
20140528,,南投縣,9,6,3,49,36,13,33,21,17,4,0,12,6,3,3,0,0,0,830,519,210,112,0,197,311,170,69,72,0,0,0,0
20140528,,雲林縣,9,6,3,70,30,40,33,21,15,6,0,12,6,3,3,0,0,0,886,581,198,201,0,182,305,178,79,48,0,0,0,0
20140528,,嘉義縣,2,2,0,11,11,0,5,5,4,1,0,0,0,0,0,0,0,0,326,326,46,32,0,248,0,0,0,0,0,0,0,0
20140528,,屏東縣,10,8,2,91,38,53,40,25,18,6,1,15,9,3,3,0,0,0,911,507,205,142,1,159,404,261,82,61,0,0,0,0
20140528,,臺東縣,5,4,1,18,14,4,12,9,7,2,0,3,0,3,0,0,0,0,337,274,74,75,0,125,63,0,63,0,0,0,0,0
20140528,,花蓮縣,6,4,2,65,18,47,28,13,9,4,0,15,9,3,3,0,0,0,721,379,108,136,1,134,342,230,61,51,0,0,0,0
20140528,,澎湖縣,2,1,1,17,10,7,11,5,4,1,0,6,0,3,3,0,0,0,112,66,36,21,0,9,46,0,29,17,0,0,0,0
20140528,,基隆市,4,3,1,23,17,6,15,9,6,3,0,6,0,3,3,0,0,0,411,268,84,102,0,82,143,0,73,70,0,0,0,0
20140528,,新竹市,10,7,3,129,26,103,39,18,12,6,0,21,15,3,3,0,0,0,1229,669,151,282,0,236,560,390,91,79,0,0,0,0
20140528,,嘉義市,6,4,2,54,15,39,29,8,4,4,0,21,12,3,3,3,0,0,896,320,53,190,0,77,576,346,87,87,56,0,0,0
20140528,,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,65,65,34,27,0,4,0,0,0,0,0,0,0,0
20140528,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,10,10,0,9,0,1,0,0,0,0,0,0,0,0
20141020,,新北市,25,17,8,183,143,40,97,69,53,10,6,28,6,10,12,0,0,0,2919,2133,653,332,69,1079,786,176,291,319,0,0,0,0
20141020,,臺北市,53,36,17,322,141,181,164,67,27,40,0,97,68,12,9,6,0,2,5306,2779,379,1353,11,1036,2527,1842,303,255,120,0,7,0
20141020,,臺中市,32,24,8,162,116,46,113,68,45,22,1,45,27,6,9,3,0,0,3274,2069,600,1131,30,308,1205,736,177,225,67,0,0,0
20141020,,臺南市,29,23,6,130,79,51,74,48,27,20,1,26,12,8,3,3,0,0,2425,1776,375,981,2,418,649,353,151,79,66,0,0,0
20141020,,高雄市,30,20,10,155,98,57,85,54,37,17,0,31,5,9,11,3,3,0,3128,2414,487,598,33,1296,714,145,215,249,56,49,0,0
20141020,,宜蘭縣,11,8,3,71,30,41,31,16,9,7,0,15,6,3,3,3,0,0,818,497,102,377,0,18,321,148,76,42,55,0,0,0
20141020,,桃園縣,28,20,8,105,70,35,79,48,30,18,0,31,6,12,10,3,0,0,2716,1923,403,964,2,554,793,112,370,251,60,0,0,0
20141020,,新竹縣,6,5,1,24,23,1,20,17,12,5,0,3,0,0,0,3,0,0,575,526,156,278,0,92,49,0,0,0,49,0,0,0
20141020,,苗栗縣,8,6,2,50,45,5,25,19,14,5,0,6,0,6,0,0,0,0,908,762,147,387,0,228,146,0,146,0,0,0,0,0
20141020,,彰化縣,16,13,3,78,64,14,55,37,24,13,0,18,12,3,3,0,0,0,1520,1047,307,681,0,59,473,318,73,82,0,0,0,0
20141020,,南投縣,10,7,3,50,37,13,34,22,17,5,0,12,6,3,3,0,0,0,832,522,185,143,0,194,310,160,77,73,0,0,0,0
20141020,,雲林縣,9,6,3,50,28,22,33,21,15,6,0,12,6,3,3,0,0,0,962,659,195,238,0,226,303,174,78,51,0,0,0,0
20141020,,嘉義縣,2,2,0,12,12,0,6,6,5,1,0,0,0,0,0,0,0,0,361,361,52,37,0,272,0,0,0,0,0,0,0,0
20141020,,屏東縣,10,8,2,91,39,52,40,25,18,6,1,15,9,3,3,0,0,0,973,599,206,187,3,203,374,245,69,60,0,0,0,0
20141020,,臺東縣,5,4,1,17,13,4,11,8,6,2,0,3,0,3,0,0,0,0,334,273,74,80,0,119,61,0,61,0,0,0,0,0
20141020,,花蓮縣,6,4,2,63,18,45,28,13,9,4,0,15,9,3,3,0,0,0,723,416,107,149,1,159,307,213,50,44,0,0,0,0
20141020,,澎湖縣,2,1,1,18,10,8,11,5,4,1,0,6,0,3,3,0,0,0,116,70,35,28,0,7,46,0,35,11,0,0,0,0
20141020,,基隆市,4,3,1,20,17,3,15,9,6,3,0,6,0,3,3,0,0,0,397,270,85,106,0,79,127,0,57,70,0,0,0,0
20141020,,新竹市,10,7,3,138,28,110,39,18,12,6,0,21,15,3,3,0,0,0,1341,763,135,320,2,306,578,403,93,82,0,0,0,0
20141020,,嘉義市,6,4,2,56,19,37,30,9,5,4,0,21,12,3,3,3,0,0,805,354,66,219,0,69,451,227,84,84,56,0,0,0
20141020,,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,68,68,27,33,0,8,0,0,0,0,0,0,0,0
20141020,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0
20150320,,新北市,25,17,8,182,142,40,97,69,53,10,6,28,6,10,12,0,0,0,2897,2118,653,292,124,1049,779,176,287,316,0,0,0,0
20150320,,臺北市,53,36,17,327,147,180,164,67,27,40,0,97,68,12,9,6,0,2,5331,2733,378,1342,10,1003,2598,1853,332,254,120,0,39,0
20150320,,臺中市,32,24,8,175,126,49,113,68,45,22,1,45,27,6,9,3,0,0,3090,1890,551,1031,30,278,1200,736,173,224,67,0,0,0
20150320,,臺南市,29,23,6,132,81,51,74,48,27,20,1,26,12,8,3,3,0,0,2407,1756,375,967,2,412,651,352,154,79,66,0,0,0
20150320,,高雄市,30,20,10,155,99,56,85,54,37,17,0,31,5,9,11,3,3,0,3084,2374,491,703,13,1167,710,145,214,246,56,49,0,0
20150320,,宜蘭縣,11,8,3,70,29,41,31,16,9,7,0,15,6,3,3,3,0,0,797,478,99,360,0,19,319,148,75,41,55,0,0,0
20150320,,桃園市,28,20,8,109,73,36,79,48,30,18,0,31,6,12,10,3,0,0,2751,1902,407,943,2,550,849,170,369,250,60,0,0,0
20150320,,新竹縣,6,5,1,24,23,1,20,17,12,5,0,3,0,0,0,3,0,0,558,510,157,260,0,93,48,0,0,0,48,0,0,0
20150320,,苗栗縣,8,6,2,48,44,4,25,19,14,5,0,6,0,6,0,0,0,0,884,738,148,371,0,219,146,0,146,0,0,0,0,0
20150320,,彰化縣,16,13,3,81,64,17,55,37,24,13,0,18,12,3,3,0,0,0,1476,1005,309,638,0,58,471,316,73,82,0,0,0,0
20150320,,南投縣,10,7,3,50,37,13,34,22,17,5,0,12,6,3,3,0,0,0,797,487,182,137,0,168,310,160,77,73,0,0,0,0
20150320,,雲林縣,9,6,3,57,28,29,33,21,15,6,0,12,6,3,3,0,0,0,936,633,202,225,0,206,303,175,77,51,0,0,0,0
20150320,,嘉義縣,2,2,0,12,12,0,6,6,5,1,0,0,0,0,0,0,0,0,330,330,53,36,0,241,0,0,0,0,0,0,0,0
20150320,,屏東縣,10,8,2,87,40,47,40,25,18,6,1,15,9,3,3,0,0,0,958,584,207,183,5,189,374,245,69,60,0,0,0,0
20150320,,臺東縣,5,4,1,17,13,4,11,8,6,2,0,3,0,3,0,0,0,0,326,265,73,79,0,113,61,0,61,0,0,0,0,0
20150320,,花蓮縣,6,4,2,64,19,45,28,13,9,4,0,15,9,3,3,0,0,0,710,403,109,134,1,159,307,213,50,44,0,0,0,0
20150320,,澎湖縣,2,1,1,18,10,8,11,5,4,1,0,6,0,3,3,0,0,0,105,59,35,20,0,4,46,0,35,11,0,0,0,0
20150320,,基隆市,4,3,1,20,17,3,15,9,6,3,0,6,0,3,3,0,0,0,402,276,81,108,0,87,126,0,56,70,0,0,0,0
20150320,,新竹市,10,7,3,138,28,110,39,18,12,6,0,21,15,3,3,0,0,0,1327,748,135,308,2,303,579,404,93,82,0,0,0,0
20150320,,嘉義市,6,4,2,59,19,40,30,9,5,4,0,21,12,3,3,3,0,0,912,346,65,211,0,70,566,344,84,82,56,0,0,0
20150320,,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,61,61,28,24,0,9,0,0,0,0,0,0,0,0
20150320,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0
20150528,,新北市,25,17,8,196,151,45,97,69,53,10,6,28,6,10,12,0,0,0,2885,2106,650,285,121,1050,779,176,287,316,0,0,0,0
20150528,,臺北市,53,36,17,328,147,181,164,67,27,40,0,97,68,12,9,6,0,2,5346,2727,376,1333,10,1008,2619,1853,332,255,127,0,52,0
20150528,,臺中市,32,24,8,174,125,49,113,68,45,22,1,45,27,6,9,3,0,0,2988,1788,515,950,30,293,1200,735,173,225,67,0,0,0
20150528,,臺南市,29,23,6,132,81,51,74,48,27,20,1,26,12,8,3,3,0,0,2385,1735,378,946,2,409,650,352,153,79,66,0,0,0
20150528,,高雄市,30,20,10,156,99,57,85,54,37,17,0,31,5,9,11,3,3,0,3061,2350,487,697,25,1141,711,145,214,247,56,49,0,0
20150528,,宜蘭縣,11,8,3,71,30,41,31,16,9,7,0,15,6,3,3,3,0,0,790,470,98,351,0,21,320,148,76,41,55,0,0,0
20150528,,桃園市,28,20,8,105,73,32,79,48,30,18,0,31,6,12,10,3,0,0,2729,1878,405,928,2,543,851,172,369,250,60,0,0,0
20150528,,新竹縣,6,5,1,24,23,1,20,17,12,5,0,3,0,0,0,3,0,0,539,494,157,242,0,95,45,0,0,0,45,0,0,0
20150528,,苗栗縣,8,6,2,48,44,4,25,19,14,5,0,6,0,6,0,0,0,0,869,723,148,360,0,215,146,0,146,0,0,0,0,0
20150528,,彰化縣,16,13,3,81,64,17,55,37,24,13,0,18,12,3,3,0,0,0,1415,944,306,582,0,56,471,316,73,82,0,0,0,0
20150528,,南投縣,10,7,3,51,38,13,34,22,17,5,0,12,6,3,3,0,0,0,757,446,177,133,0,136,311,159,79,73,0,0,0,0
20150528,,雲林縣,9,6,3,57,28,29,33,21,15,6,0,12,6,3,3,0,0,0,933,630,201,216,0,213,303,175,77,51,0,0,0,0
20150528,,嘉義縣,2,2,0,13,13,0,6,6,5,1,0,0,0,0,0,0,0,0,306,306,53,30,0,223,0,0,0,0,0,0,0,0
20150528,,屏東縣,10,8,2,87,40,47,40,25,18,6,1,15,9,3,3,0,0,0,954,580,206,183,6,185,374,245,69,60,0,0,0,0
20150528,,臺東縣,5,4,1,17,13,4,11,8,6,2,0,3,0,3,0,0,0,0,324,263,72,79,0,112,61,0,61,0,0,0,0,0
20150528,,花蓮縣,6,4,2,64,19,45,28,13,9,4,0,15,9,3,3,0,0,0,685,378,109,125,1,143,307,213,50,44,0,0,0,0
20150528,,澎湖縣,2,1,1,18,10,8,11,5,4,1,0,6,0,3,3,0,0,0,108,62,37,20,0,5,46,0,35,11,0,0,0,0
20150528,,基隆市,4,3,1,20,17,3,15,9,6,3,0,6,0,3,3,0,0,0,408,282,81,105,0,96,126,0,56,70,0,0,0,0
20150528,,新竹市,10,7,3,138,28,110,39,18,12,6,0,21,15,3,3,0,0,0,1308,737,133,297,2,305,571,396,93,82,0,0,0,0
20150528,,嘉義市,6,4,2,64,19,45,30,9,5,4,0,21,12,3,3,3,0,0,888,322,64,189,0,69,566,344,84,82,56,0,0,0
20150528,,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,60,60,28,25,0,7,0,0,0,0,0,0,0,0
20150528,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,0,0,0,0
20151021,,新北市,26,17,9,184,154,30,101,71,55,10,6,30,6,11,12,1,0,0,3129,2346,667,353,15,1311,783,118,353,288,23,0,0,1
20151021,,臺北市,54,37,17,333,149,184,165,69,28,41,0,96,67,12,9,6,0,2,5520,2797,365,1362,0,1070,2723,1932,340,288,134,0,29,0
20151021,,臺中市,33,25,8,174,126,48,114,69,45,22,2,45,27,6,9,3,0,0,3217,1942,532,1078,27,305,1275,775,208,212,70,0,0,10
20151021,,臺南市,29,23,6,131,81,50,73,48,27,20,1,25,12,7,3,3,0,0,2469,1813,374,1019,1,419,656,360,144,80,72,0,0,0
20151021,,高雄市,35,25,10,145,99,46,94,65,37,28,0,29,4,9,10,3,3,0,3150,2455,464,885,1,1105,695,90,252,257,62,26,0,8
20151021,,宜蘭縣,10,7,3,70,29,41,31,16,9,7,0,15,6,3,3,3,0,0,839,501,94,385,0,22,338,128,79,70,61,0,0,0
20151021,,桃園市,29,21,8,126,72,54,81,50,32,18,0,31,6,12,10,3,0,0,3259,2434,430,1276,0,728,825,122,382,260,61,0,0,0
20151021,,新竹縣,6,5,1,23,22,1,20,17,12,5,0,3,0,0,0,3,0,0,613,554,152,287,0,115,59,0,0,0,59,0,0,0
20151021,,苗栗縣,9,7,2,48,43,5,26,20,14,6,0,6,0,6,0,0,0,0,965,807,151,417,0,239,158,0,158,0,0,0,0,0
20151021,,彰化縣,16,13,3,80,62,18,55,37,24,13,0,18,12,3,3,0,0,0,1433,1051,316,649,4,82,382,213,84,84,0,0,0,1
20151021,,南投縣,10,7,3,49,36,13,33,21,16,5,0,12,6,3,3,0,0,0,787,494,168,155,0,171,293,118,101,74,0,0,0,0
20151021,,雲林縣,9,6,3,57,29,28,34,22,16,6,0,12,6,3,3,0,0,0,977,699,200,263,0,236,278,178,50,50,0,0,0,0
20151021,,嘉義縣,2,2,0,13,13,0,6,6,5,1,0,0,0,0,0,0,0,0,303,303,50,26,0,227,0,0,0,0,0,0,0,0
20151021,,屏東縣,11,9,2,88,42,46,42,27,19,7,1,15,9,3,3,0,0,0,998,635,222,235,2,176,363,232,73,57,0,0,0,1
20151021,,臺東縣,6,5,1,17,14,3,12,9,6,3,0,3,0,3,0,0,0,0,352,282,68,94,0,120,70,0,70,0,0,0,0,0
20151021,,花蓮縣,7,5,2,61,20,41,29,14,9,5,0,15,9,3,3,0,0,0,679,429,105,169,0,155,250,143,58,48,0,0,0,1
20151021,,澎湖縣,2,1,1,18,10,8,11,5,4,1,0,6,0,3,3,0,0,0,111,63,30,28,0,5,48,0,36,12,0,0,0,0
20151021,,基隆市,4,3,1,20,17,3,15,9,6,3,0,6,0,3,3,0,0,0,441,293,78,115,0,100,148,0,68,78,0,0,0,2
20151021,,新竹市,11,8,3,154,29,125,40,19,12,7,0,21,15,3,3,0,0,0,1388,860,139,347,0,374,528,353,94,81,0,0,0,0
20151021,,嘉義市,6,4,2,68,21,47,31,10,6,4,0,21,12,3,3,3,0,0,904,370,79,223,0,68,534,297,87,86,64,0,0,0
20151021,,金門縣,1,1,0,7,7,0,4,4,3,1,0,0,0,0,0,0,0,0,66,66,22,34,0,10,0,0,0,0,0,0,0,0
20151021,,連江縣,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,14,14,0,14,0,0,0,0,0,0,0,0,0,0
20160321,,新北市,26,17,9,177,147,30,101,71,55,10,6,30,6,11,12,1,0,0,3097,2301,657,371,125,1148,796,176,319,278,22,0,0,1
20160321,,臺北市,54,37,17,315,148,167,165,69,28,41,0,96,67,12,9,6,0,2,5343,2773,365,1360,0,1048,2570,1817,332,255,127,0,39,0
20160321,,臺中市,33,25,8,188,137,51,114,69,45,22,2,45,27,6,9,3,0,0,2991,1782,509,978,26,269,1209,730,178,233,68,0,0,0
