
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,土城高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,大灣高中,0,0,1,0,1,0,1,0,1,1,2,0,0,7
,六信高中,9,1,0,1,0,0,0,4,18,0,1,0,3,37
,北門高中,0,0,1,0,2,0,0,0,1,0,4,0,0,8
,北門農工,42,1,2,0,1,0,4,4,46,6,3,0,3,112
,永仁高中,0,0,0,0,1,0,1,1,0,1,0,0,0,4
,玉井工商,8,1,1,0,1,0,3,0,16,1,0,0,0,31
,白河商工,40,0,0,0,0,0,1,0,3,3,4,0,1,52
,光華高中,3,0,1,0,4,0,2,1,8,1,3,0,0,23
,成大附工,0,0,0,0,0,0,0,0,3,0,0,0,0,3
,育德工家,10,1,2,0,2,0,1,2,31,0,1,0,0,50
,亞洲餐旅,4,1,1,0,1,0,0,2,32,0,0,0,0,41
,明達高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,長榮女中,6,0,1,2,0,0,2,2,25,0,2,0,0,40
,長榮高中,2,1,0,0,4,0,2,2,24,1,4,0,0,40
,南光高中,0,0,2,0,0,0,0,0,0,0,1,0,0,3
,南科國際實驗高中,0,0,1,0,1,0,1,1,1,0,2,0,0,7
,南英商工,13,1,1,0,2,1,1,1,71,0,4,0,0,95
,南寧高中,0,2,1,0,1,0,0,0,1,0,0,0,0,5
,後壁高中,1,0,2,0,0,0,0,1,3,0,1,0,1,9
,家齊高中,0,0,6,0,3,0,3,0,23,0,1,0,0,36
,崑山高中,40,0,0,0,2,1,1,0,12,1,2,0,2,61
,曾文家商,3,1,1,0,2,0,1,2,18,0,0,0,0,28
,曾文農工,45,1,2,0,0,0,2,1,51,1,2,0,1,106
,港明高中,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,善化高中,2,0,1,0,0,0,0,0,1,0,0,0,0,4
,陽明工商,5,1,0,0,2,0,0,2,26,1,1,0,1,39
,慈幼工商,12,1,2,0,2,3,1,2,74,2,4,0,2,105
,慈濟高中,0,0,0,0,1,0,0,0,0,0,3,0,0,4
,新化高工,37,0,0,0,0,0,1,3,42,1,1,0,1,86
,新化高中,0,0,0,0,1,0,1,0,0,0,0,0,0,2
,新榮高中,49,0,0,0,1,0,1,2,20,4,0,0,0,77
,新營高工,3,1,1,1,1,0,1,0,37,2,5,0,0,52
,新營高中,0,1,1,0,3,1,2,3,1,0,2,0,0,14
,新豐高中,0,2,2,0,1,0,3,0,8,0,2,0,1,19
,聖功女中,0,0,0,0,1,0,1,1,1,0,0,0,0,4
,臺南一中,0,3,2,0,4,0,6,0,3,1,9,0,0,28
,臺南二中,0,1,4,0,1,3,2,3,3,1,9,0,0,27
,臺南大學附中,2,2,0,0,4,2,2,1,19,0,4,0,0,36
,臺南女中,0,1,3,0,9,0,4,0,0,2,0,0,0,19
,臺南海事,5,1,3,1,1,0,2,3,42,0,1,0,0,59
,臺南高工,65,1,4,0,1,0,7,5,83,4,26,0,0,196
,臺南高商,39,3,5,0,5,4,7,3,33,1,4,0,0,104
,鳳和高中,1,0,0,0,2,0,0,0,0,0,0,0,0,3
,德光中學,0,0,0,0,0,0,1,0,1,0,0,0,0,2
,黎明高中,0,0,1,0,0,0,1,0,0,0,0,0,0,2
,興國高中,0,1,0,0,1,0,0,0,0,0,1,0,0,3
,瀛海高中,0,0,0,0,1,0,0,0,0,0,0,0,1,2
,總計,446,30,55,5,71,15,70,52,782,36,109,0,17,1688
