
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大灣高中,0,2,0,0,1,1,0,0,0,2,0,0,6
,六信高中,4,0,1,0,1,1,0,29,1,0,0,2,39
,天仁工商,8,0,1,1,2,0,0,23,3,0,0,1,39
,北門高中,0,2,1,0,2,1,0,0,0,0,0,1,7
,北門農工,38,0,0,0,1,1,1,32,2,0,0,0,75
,台南一中,0,3,4,0,5,8,1,3,3,5,0,3,35
,台南二中,0,4,3,0,4,0,2,0,0,3,0,0,16
,台南大學附中,2,2,2,1,3,1,2,38,0,3,0,0,54
,台南女中,0,5,5,0,7,6,0,0,1,1,0,0,25
,台南海事,2,1,3,0,2,0,1,25,0,1,0,0,35
,台南高工,82,1,1,1,1,1,2,57,3,3,0,0,152
,台南高商,42,3,6,1,7,5,2,26,1,5,0,0,98
,永仁高中,0,0,0,0,0,2,0,0,0,0,0,0,2
,玉井工商,3,0,0,0,1,2,1,17,0,0,0,0,24
,白河商工,34,0,1,0,4,0,0,7,2,1,0,0,49
,光華女中,1,1,2,0,1,2,1,14,0,0,0,0,22
,成大附工,0,0,0,0,1,0,1,8,0,0,0,0,10
,育德工家,10,0,0,4,2,10,4,48,1,0,0,1,80
,亞洲餐旅,5,0,1,1,0,2,3,34,0,0,0,0,46
,明達高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,長榮女中,3,1,2,1,2,3,2,35,2,0,0,1,52
,長榮高中,1,0,2,1,3,5,0,8,0,0,0,0,20
,南光高中,0,0,0,0,2,0,0,1,0,1,0,0,4
,南科國際實驗高中,0,1,0,0,0,0,0,0,0,0,0,0,1
,南英商工,5,0,2,1,5,7,2,49,1,1,0,0,73
,南寧高中,0,0,0,0,0,0,0,0,0,0,0,1,1
,後壁高中,0,1,2,1,2,1,2,8,0,0,0,1,18
,家齊女中,0,4,5,1,1,6,0,11,0,1,0,0,29
,崑山高中,1,0,3,1,3,6,8,60,2,0,0,1,85
,曾文家商,0,0,2,0,3,3,0,22,0,1,0,0,31
,曾文農工,41,1,0,0,4,2,0,37,1,0,0,1,87
,港明高中,0,0,0,0,0,0,0,0,0,1,0,0,1
,善化高中,0,0,0,0,0,3,3,0,0,0,0,1,7
,華濟永安高中,1,0,0,0,0,0,0,0,0,0,0,0,1
,陽明工商,2,1,0,1,1,2,0,26,0,0,0,2,35
,慈幼工商,5,0,2,0,1,5,4,69,1,0,0,0,87
,慈濟高中,0,0,1,0,0,0,0,0,0,1,0,0,2
,新化高工,40,0,0,0,3,0,3,29,1,0,0,0,76
,新化高中,0,1,3,0,2,0,1,0,0,0,0,0,7
,新榮高中,41,0,1,1,7,5,1,32,4,1,0,1,94
,新營高工,1,0,1,0,1,1,0,22,2,0,0,2,30
,新營高中,0,1,1,0,3,2,0,2,1,0,0,1,11
,新豐高中,1,0,1,0,0,1,0,16,0,0,0,0,19
,聖功女中,0,0,0,0,0,1,0,0,1,0,0,0,2
,鳳和高中,0,0,0,0,0,1,0,0,0,0,0,0,1
,德光中學,0,0,0,0,2,3,0,1,0,0,0,0,6
,黎明高中,0,0,0,1,1,0,0,1,0,0,0,1,4
,興國高中,0,0,0,0,2,1,0,0,0,0,0,0,3
,瀛海高中,0,0,1,0,0,0,0,0,0,0,0,0,1
,總計,373,35,60,18,93,101,47,791,33,31,0,21,1603
