
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大甲高工,79,1,1,0,0,0,1,7,42,3,5,0,1,140
,大甲高中,0,2,2,0,2,0,2,4,10,0,1,0,0,23
,大里高中,0,2,1,0,7,0,6,5,0,0,4,0,1,26
,大里高中,0,0,1,1,0,0,0,2,0,1,0,0,0,5
,大明高中,3,1,4,1,4,0,7,10,25,0,4,0,1,60
,中科實中,0,0,1,0,0,0,0,0,1,0,1,0,0,3
,中港高中,0,1,0,0,0,0,1,0,1,0,1,0,0,4
,文華高中,0,5,7,0,4,0,5,7,1,0,2,0,1,32
,弘文高中,0,0,0,0,2,0,0,0,0,0,2,0,0,4
,玉山高中,53,1,0,0,6,0,4,2,25,9,2,0,0,102
,立人高中,0,2,0,0,0,0,1,3,0,0,0,0,0,6
,光華高工,0,0,1,0,1,0,0,5,12,0,2,0,0,21
,后綜高中,0,0,0,0,1,0,1,0,2,0,1,0,1,6
,西苑高中,0,1,2,0,1,0,2,2,0,0,1,0,0,9
,沙鹿高工,68,1,3,0,4,0,3,8,33,7,1,0,1,129
,宜寧高中,0,0,0,0,1,0,1,3,3,0,1,0,0,9
,忠明高中,0,1,2,0,0,0,2,3,0,0,4,0,0,12
,明台高中,7,1,0,0,7,0,1,1,50,1,0,0,3,71
,明道高中,0,0,1,0,1,0,1,8,21,2,5,0,1,40
,明德女中,3,1,2,0,4,0,6,3,19,0,4,0,0,42
,東大附中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,東山高中,0,1,0,0,1,0,1,0,0,0,7,0,0,10
,東勢高工,36,2,1,0,2,0,0,8,48,3,3,0,2,105
,長億高中,0,0,0,0,1,0,0,0,2,0,2,0,0,5
,青年高中,9,0,0,0,2,0,10,9,36,3,3,0,3,75
,致用高中,8,0,1,0,3,0,7,3,25,2,1,0,1,51
,常春籐高中,0,0,0,0,1,0,0,0,1,0,1,0,0,3
,清水高中,0,0,3,0,1,0,2,2,0,0,2,0,0,10
,惠文高中,0,0,0,0,2,0,2,3,2,0,2,0,0,11
,華盛頓高中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,慈明高中,5,0,3,4,7,0,5,9,35,2,2,0,1,73
,新民高中,3,1,1,1,6,0,7,6,15,1,6,0,2,49
,新社高中,0,1,0,0,1,0,1,0,2,0,0,0,1,6
,葳格高中,1,0,0,0,1,0,0,2,1,1,0,0,0,6
,僑泰高中,17,1,5,3,9,0,4,13,64,4,1,0,1,122
,嘉陽高中,13,0,1,1,6,0,8,3,57,1,5,0,1,96
,臺中一中,0,6,2,0,7,0,7,7,3,1,14,0,1,48
,臺中二中,0,0,5,1,5,0,5,6,0,0,10,0,0,32
,臺中女中,0,1,4,0,7,0,3,4,0,1,0,0,2,22
,臺中技院附高商進校,0,0,0,1,3,0,0,0,0,0,0,0,0,4
,臺中家商,35,4,6,0,4,0,2,5,33,4,4,0,0,97
,臺中高工,53,3,6,0,4,0,5,14,62,4,4,0,2,157
,臺中高農,85,3,8,0,2,0,5,14,52,11,11,0,2,193
,臺中啟明學校附設高職進修學校,0,0,1,0,1,0,0,0,2,0,0,0,0,4
,衛道高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,曉明女中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,嶺東高中,1,0,2,0,3,0,3,4,14,0,4,0,1,32
,豐原高中,0,3,3,0,0,0,2,0,0,0,0,0,0,8
,豐原高商,83,1,0,1,4,0,3,5,25,9,3,0,2,136
,霧峰農工,76,0,5,0,0,0,2,10,21,7,5,0,0,126
,總計,638,47,86,14,128,0,130,200,745,77,132,0,32,2229
