
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大甲高工,83,0,4,0,0,0,0,6,34,0,5,0,0,132
,大甲高中,0,2,1,0,1,0,1,5,10,0,2,0,0,22
,大里高中,0,2,1,0,4,1,2,3,0,1,2,0,0,16
,大里高中,1,0,1,1,0,0,0,0,0,0,0,0,0,3
,大明高中,3,1,3,1,5,1,6,6,20,0,10,0,0,56
,中科實中,0,0,1,0,0,0,0,0,0,0,1,0,0,2
,中港高中,0,0,0,0,0,0,1,0,0,0,1,0,0,2
,文華高中,0,6,6,0,6,0,3,4,0,0,4,0,0,29
,弘文高中,0,0,0,0,1,0,0,1,0,0,2,0,0,4
,玉山高中,53,1,0,0,2,0,1,1,17,5,9,0,0,89
,立人高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,光華高工,0,0,0,0,1,0,0,4,10,1,3,0,0,19
,后綜高中,0,0,1,1,3,0,1,1,1,0,1,0,0,9
,西苑高中,0,0,2,0,0,0,2,2,1,0,2,0,0,9
,沙鹿高工,68,0,4,0,3,0,1,12,35,7,4,0,0,134
,宜寧高中,1,0,0,0,0,0,0,3,1,0,1,0,0,6
,忠明高中,0,0,2,0,0,0,1,2,1,0,5,0,0,11
,明台高中,7,0,2,0,0,3,1,4,35,2,1,0,2,57
,明道高中,1,1,1,0,3,0,1,5,19,0,7,0,0,38
,明德女中,3,0,1,0,4,0,2,4,13,1,3,0,0,31
,東大附中,0,0,0,0,0,0,0,0,0,0,5,0,0,5
,東山高中,0,1,1,0,1,0,1,0,0,0,8,0,0,12
,東勢高工,38,1,0,0,0,0,0,11,39,2,5,0,0,96
,長億高中,0,0,0,0,0,0,1,2,1,0,1,0,0,5
,青年高中,14,0,3,0,3,0,6,15,32,4,6,0,2,85
,致用高中,7,0,2,1,6,2,3,2,26,0,1,0,2,52
,常春籐高中,0,0,0,0,1,0,0,1,0,0,2,0,0,4
,清水高中,0,2,2,0,0,0,1,0,0,0,3,0,0,8
,惠文高中,0,1,0,0,3,0,1,5,1,0,6,0,0,17
,華盛頓高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,慈明高中,8,2,2,5,3,0,2,10,30,0,4,0,1,67
,新民高中,5,0,1,0,9,0,3,4,16,1,6,0,0,45
,新社高中,0,0,0,0,1,0,1,0,1,0,0,0,0,3
,葳格高中,1,0,0,1,1,0,0,3,1,0,4,0,0,11
,僑泰高中,13,2,2,0,5,0,4,10,39,2,2,0,1,80
,嘉陽高中,24,0,1,2,5,0,9,3,50,2,4,0,0,100
,臺中一中,0,5,6,0,2,1,5,8,0,0,15,0,0,42
,臺中二中,0,0,3,0,4,1,2,4,0,0,9,0,0,23
,臺中女中,0,1,3,1,8,0,2,3,0,0,1,0,0,19
,臺中技院附高商進校,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,臺中家商,40,3,6,1,2,0,0,5,29,1,6,0,0,93
,臺中高工,42,2,8,2,2,1,1,15,75,2,8,0,1,159
,臺中高農,85,2,7,1,1,1,2,12,47,9,9,0,1,177
,臺中啟明學校附設高職進修學校,1,0,0,0,0,0,0,0,1,0,0,0,0,2
,曉明女中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,嶺東高中,3,0,2,1,1,0,0,5,11,1,4,0,0,28
,豐原高中,0,2,3,0,1,0,0,0,0,0,0,0,0,6
,豐原高商,77,3,0,0,4,1,3,4,20,4,4,0,1,121
,霧峰農工,75,1,4,0,0,0,2,7,22,8,8,0,1,128
,總計,653,41,86,18,98,12,72,194,638,53,184,0,12,2061
