
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,大甲高工,82,0,3,0,0,0,0,7,40,2,4,0,0,138
,大甲高中,0,2,1,0,1,0,1,5,10,0,2,0,0,22
,大里高中,0,2,1,0,6,0,2,2,0,1,4,0,0,18
,大里高中,1,0,1,1,0,0,0,0,0,0,0,0,0,3
,大明高中,3,1,3,1,6,0,7,8,21,0,10,0,0,60
,中科實中,0,0,1,0,0,0,0,0,1,0,1,0,0,3
,中港高中,0,0,0,0,0,0,1,0,0,0,1,0,0,2
,文華高中,0,5,6,0,7,0,3,5,0,0,4,0,1,31
,弘文高中,0,0,0,0,1,0,0,1,0,0,2,0,0,4
,玉山高中,55,1,0,0,2,0,1,1,18,11,3,0,0,92
,立人高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,光華高工,0,0,0,0,1,0,0,5,11,1,4,0,0,22
,后綜高中,0,0,1,1,3,0,1,1,2,0,1,0,0,10
,西苑高中,0,0,2,0,0,0,3,2,1,0,2,0,0,10
,沙鹿高工,70,0,4,0,3,0,2,12,41,9,3,0,1,145
,宜寧高中,2,0,0,0,0,0,0,4,1,0,1,0,0,8
,忠明高中,0,0,2,0,0,0,1,2,1,0,5,0,0,11
,明台高中,9,0,2,0,3,0,2,5,44,2,1,0,2,70
,明道高中,1,1,1,0,3,0,0,6,20,1,7,0,1,41
,明德女中,4,0,1,0,5,0,5,7,18,1,4,0,0,45
,東大附中,0,0,0,0,0,0,0,0,0,0,5,0,0,5
,東山高中,0,1,1,0,1,0,1,0,0,0,8,0,0,12
,東勢高工,39,1,0,0,1,0,0,13,44,2,5,0,0,105
,長億高中,0,0,0,0,0,0,1,2,1,0,1,0,0,5
,青年高中,13,0,3,0,4,0,7,12,36,4,6,0,3,88
,致用高中,11,0,2,1,6,2,3,2,33,1,1,0,2,64
,常春籐高中,0,0,0,0,1,0,0,0,1,0,2,0,0,4
,清水高中,0,2,2,0,0,0,1,0,0,0,3,0,0,8
,惠文高中,0,1,0,0,3,0,1,5,1,0,6,0,0,17
,華盛頓高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,慈明高中,9,0,2,5,4,0,3,10,31,1,4,0,0,69
,新民高中,7,0,1,0,9,0,4,4,14,1,7,0,1,48
,新社高中,0,0,0,0,1,0,1,0,1,0,0,0,0,3
,葳格高中,1,0,0,1,1,0,0,3,1,0,4,0,0,11
,僑泰高中,15,2,2,0,6,0,4,12,45,2,2,0,1,91
,嘉陽高中,22,0,1,2,5,0,9,5,54,2,4,0,0,104
,臺中一中,0,6,6,0,3,0,5,8,1,0,15,0,0,44
,臺中二中,0,0,3,0,5,0,3,4,0,0,9,0,0,24
,臺中女中,0,1,3,1,8,0,2,3,0,0,1,0,1,20
,臺中技院附高商進校,0,0,0,0,3,0,0,0,0,0,0,0,0,3
,臺中家商,41,3,6,1,2,0,1,6,31,2,4,0,0,97
,臺中高工,44,2,8,2,2,1,3,17,68,2,6,0,1,156
,臺中高農,90,3,7,1,1,0,3,11,57,13,9,0,2,197
,臺中啟明學校附設高職進修學校,1,0,0,0,1,0,0,0,1,0,0,0,0,3
,衛道高中,0,0,0,0,0,0,1,0,0,0,0,0,0,1
,曉明女中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,嶺東高中,4,0,2,1,1,0,1,7,15,1,4,0,0,36
,豐原高中,0,3,3,0,1,0,1,0,0,0,0,0,0,8
,豐原高商,77,3,0,0,4,0,5,4,22,7,2,0,1,125
,霧峰農工,75,0,4,0,0,0,2,7,23,9,7,0,1,128
,總計,676,40,85,18,115,3,91,210,709,75,174,0,18,2214
