
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民高中,0,1,0,0,2,0,2,2,1,0,3,0,0,11
,三重高中,0,0,1,1,0,0,0,3,0,1,2,0,0,8
,三重商工,113,2,4,2,13,3,4,12,33,4,31,0,0,221
,中和高中,0,1,0,1,1,0,3,6,2,0,5,0,0,19
,中華高中,1,0,1,0,0,0,0,1,6,0,2,0,0,11
,中華商海,1,0,0,0,0,0,0,1,8,0,0,0,0,10
,丹鳳高中,0,0,1,0,2,0,4,0,1,0,7,0,0,15
,北大高中,0,1,2,0,0,1,5,0,0,0,3,0,1,13
,永平高中,0,1,0,0,1,1,3,5,0,0,6,0,0,17
,石碇高中,23,0,0,0,0,0,0,1,0,0,6,0,0,30
,光仁高中,0,1,0,0,0,0,1,1,0,0,0,0,0,3
,光復高中,0,1,1,0,1,1,1,1,1,0,5,0,0,12
,光華高商進修學校,0,0,0,1,1,0,1,2,2,0,2,0,0,9
,安康高中,17,0,0,0,0,1,1,0,2,7,11,0,0,39
,竹林高中,0,1,0,0,1,0,0,0,0,0,3,0,0,5
,竹圍高中,0,0,0,0,0,0,0,1,4,0,5,0,0,10
,秀峰高中,0,0,0,0,1,0,0,2,1,0,6,0,0,10
,明德高中,0,0,0,0,0,0,0,3,4,0,2,0,0,9
,東海高中,10,1,3,3,0,0,4,7,38,0,11,0,1,78
,林口高中,0,0,0,0,2,2,3,5,4,0,8,0,0,24
,板橋高中,0,2,3,0,4,9,7,3,3,0,28,0,0,59
,金山高中,1,0,0,0,1,1,0,1,4,0,2,0,0,10
,金陵女中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,南山高中,0,0,2,0,1,0,1,0,1,0,5,0,0,10
,南強工商,2,2,2,0,1,0,0,1,28,0,5,0,0,41
,恆毅高中,0,0,0,0,1,0,0,1,0,0,1,0,0,3
,徐匯高中,0,0,0,1,0,0,0,0,1,0,4,0,0,6
,時雨高中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,格致高中,0,0,1,0,2,0,1,4,2,0,5,0,0,15
,泰山高中,11,0,4,2,5,0,1,5,28,1,22,0,0,79
,海山高中,0,4,2,0,3,0,1,1,1,0,5,0,1,18
,能仁家商,96,1,1,0,2,0,4,9,45,3,29,0,1,191
,崇光女中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,崇義高中,2,0,0,0,0,0,0,1,5,0,0,0,0,8
,康橋實驗高中,0,0,0,0,0,0,0,1,0,0,0,0,0,1
,淡水商工,108,0,4,2,5,3,3,8,55,3,25,0,0,216
,淡江高中,0,0,0,0,0,0,0,2,3,0,2,0,0,7
,清水高中,0,0,0,1,0,0,3,0,2,0,2,0,1,9
,清傳高商,2,1,0,0,1,0,1,1,1,0,0,0,0,7
,莊敬工家,7,5,1,0,4,0,3,10,59,0,13,0,2,104
,復興商工,1,1,13,0,3,1,6,12,47,1,36,0,0,121
,智光商工,12,0,2,2,1,1,2,12,50,1,22,0,0,105
,華僑高中,1,1,1,0,2,0,3,2,2,0,5,0,0,17
,開明工商,4,0,2,0,2,0,0,4,37,0,4,0,1,54
,新北高工,104,0,6,0,9,0,5,13,53,2,43,0,0,235
,新北高中,0,1,3,0,3,0,2,0,1,0,6,0,1,17
,新店高中,0,1,1,0,3,3,2,3,7,1,12,0,1,34
,新莊高中,0,0,1,0,5,1,5,0,3,0,10,0,0,25
,瑞芳高工,25,0,1,1,1,1,1,5,26,0,17,0,0,78
,聖心女中,0,0,0,0,0,0,2,1,0,0,0,0,0,3
,裕德實驗高中,0,0,0,0,0,2,0,0,0,0,0,0,0,2
,穀保家商,33,0,4,1,5,4,4,8,56,4,15,0,1,135
,樹人家商,12,0,6,2,3,1,3,4,37,1,3,0,0,72
,樹林高中,12,1,0,0,2,2,2,0,2,7,11,0,0,39
,豫章工商,6,1,2,3,0,0,1,5,52,0,13,0,0,83
,醒吾高中,2,0,0,0,2,0,1,2,22,0,3,0,1,33
,錦和高中,0,0,0,0,2,0,0,0,1,0,3,0,0,6
,雙溪高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,辭修高中,0,0,1,0,0,0,0,0,0,0,1,0,0,2
,鶯歌工商,77,3,5,2,8,0,5,2,27,4,41,0,1,175
,總計,683,34,81,25,108,38,101,174,769,40,512,0,13,2578
