
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民高中,0,0,0,0,2,0,0,1,0,3,0,0,6
,三重高中,0,1,1,0,7,1,3,1,0,3,0,0,17
,三重高中,0,0,0,0,3,0,1,1,0,0,0,0,5
,三重商工,119,1,0,0,3,2,3,14,3,14,0,0,159
,中和高中,0,0,5,0,5,3,2,2,0,5,0,2,24
,中華高中,2,0,3,0,2,1,0,2,0,0,0,0,10
,中華商海,3,0,0,0,0,0,1,5,1,0,0,0,10
,丹鳳高中,0,0,1,0,2,0,0,0,0,1,0,0,4
,永平高中,0,1,0,0,0,2,1,1,1,5,0,0,11
,石碇高中,0,0,0,0,0,0,1,0,1,3,0,0,5
,光仁高中,0,0,0,0,0,0,2,0,0,0,0,0,2
,光華高商進修學校,3,0,1,0,1,1,1,2,0,0,0,0,9
,安康高中,3,0,0,0,2,1,0,0,1,2,0,0,9
,竹林高中,0,0,0,0,0,0,0,1,1,0,0,0,2
,秀峰高中,0,1,0,0,0,1,1,0,1,4,0,0,8
,明德高中,0,0,1,0,3,3,0,0,2,2,0,1,12
,東海高中,7,1,0,0,3,3,2,22,1,7,0,1,47
,林口高中,0,1,1,0,0,2,1,4,0,5,0,1,15
,板橋高中,0,3,2,0,7,5,6,2,0,13,0,0,38
,金山高中,0,0,4,0,1,1,0,0,1,0,0,0,7
,南山高中,0,0,1,0,0,2,0,0,0,4,0,0,7
,南強工商,4,1,0,0,2,1,2,24,0,3,0,1,38
,恆毅高中,0,0,1,0,2,0,0,0,0,0,0,0,3
,徐匯高中,0,0,1,0,0,1,1,1,0,1,0,0,5
,格致高中,0,0,1,0,2,1,1,4,0,1,0,0,10
,泰山高中,0,0,8,0,1,3,2,24,1,13,0,0,52
,海山高工,72,1,3,0,3,1,6,29,2,17,0,0,134
,海山高中,0,3,1,0,1,0,0,5,1,1,0,0,12
,能仁家商,123,0,0,0,7,4,8,19,10,21,0,3,195
,崇光女中,0,0,0,0,1,0,0,0,0,0,0,0,1
,崇義高中,1,0,0,0,0,1,0,1,0,0,0,0,3
,康橋實驗高中,0,0,0,0,0,0,1,2,0,2,0,1,6
,淡水商工,108,3,6,1,3,2,5,38,10,19,0,0,195
,淡江高中,1,0,0,0,0,1,1,1,0,1,0,0,5
,清水高中,0,2,2,0,1,0,0,1,0,1,0,1,8
,清傳高商,1,0,0,0,0,0,0,1,0,4,0,0,6
,莊敬工家,11,1,3,1,2,2,3,28,1,3,0,0,55
,復興商工,1,1,9,0,4,6,11,34,1,7,0,1,75
,智光商工,6,1,5,0,4,3,8,28,1,23,0,1,80
,華僑實驗高中,0,0,1,0,0,1,2,3,0,9,0,0,16
,開明工商,3,0,1,2,4,4,6,51,0,4,0,1,76
,新店高中,0,0,1,0,4,4,4,0,0,8,0,0,21
,新莊高中,0,1,1,0,5,2,0,0,0,8,0,1,18
,瑞芳高工,19,0,0,2,3,1,2,9,2,8,0,0,46
,聖心女中,0,0,0,0,0,0,0,1,0,0,0,0,1
,榖保家商,45,0,6,0,6,3,6,36,4,13,0,1,120
,樹人家商,7,0,2,0,4,4,3,10,0,3,0,0,33
,樹林高中,7,0,1,0,3,2,1,1,4,4,0,0,23
,豫章工商,4,2,1,1,4,7,1,22,1,7,0,2,52
,醒吾高中,3,0,2,0,4,4,1,11,0,1,0,0,26
,錦和高中,0,0,3,0,2,3,1,0,0,1,0,0,10
,雙溪高中,0,0,0,0,0,0,0,0,0,1,0,0,1
,辭修高中,0,0,0,0,0,0,0,1,0,0,0,0,1
,鶯歌高職,80,0,2,0,3,0,3,28,7,16,0,0,139
,總計,633,25,81,7,116,89,104,471,58,271,0,18,1873
