
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民高中,1,1,0,0,2,0,3,2,2,0,1,0,0,12
,三重高中,0,0,1,1,0,0,1,2,0,0,1,0,0,6
,三重商工,113,1,4,0,13,3,5,9,36,5,30,0,0,219
,中和高中,0,1,0,1,2,0,4,0,1,0,4,0,0,13
,中華高中,0,0,0,0,3,2,0,2,10,0,4,0,1,22
,中華商海,1,0,0,0,0,0,0,0,3,0,1,0,0,5
,丹鳳高中,0,0,1,0,3,0,2,0,2,0,6,0,0,14
,北大高中,0,1,2,0,0,1,4,0,0,0,1,0,0,9
,永平高中,0,1,0,0,1,0,2,2,1,0,4,0,0,11
,石碇高中,16,0,0,0,0,0,1,0,0,0,5,0,0,22
,光仁高中,0,1,0,0,0,0,2,1,0,0,3,0,0,7
,光復高中,0,1,0,0,0,0,2,0,1,0,2,0,0,6
,光華高商進修學校,0,0,0,1,0,0,1,2,3,0,2,0,0,9
,安康高中,14,0,0,0,0,0,1,0,0,6,10,0,0,31
,竹林高中,0,0,0,0,2,0,0,0,0,0,1,0,0,3
,竹圍高中,0,0,0,0,0,0,0,1,4,0,5,0,0,10
,秀峰高中,0,0,0,0,1,0,0,1,3,0,5,0,0,10
,明德高中,0,0,0,0,2,0,0,3,3,0,3,0,0,11
,東海高中,6,1,3,1,2,0,5,5,34,1,14,0,0,72
,林口高中,0,1,0,0,2,1,3,1,3,0,6,0,0,17
,板橋高中,0,5,2,0,7,3,5,2,3,1,22,0,0,50
,金山高中,1,0,0,0,1,1,0,0,1,0,1,0,0,5
,南山高中,1,0,1,0,1,0,1,0,0,0,4,0,0,8
,南強工商,3,2,1,0,2,0,0,3,27,0,4,0,0,42
,恆毅高中,0,0,0,0,1,0,0,0,0,0,1,0,0,2
,徐匯高中,0,1,0,0,0,0,0,1,1,0,0,0,0,3
,時雨高中,0,0,0,0,1,0,0,0,0,0,1,0,0,2
,格致高中,0,0,1,0,1,0,1,4,2,0,5,0,0,14
,泰山高中,2,0,3,1,3,0,2,5,21,1,14,0,0,52
,海山高中,0,4,1,0,3,0,2,1,2,0,5,0,0,18
,能仁家商,94,1,0,1,2,0,3,7,40,2,24,0,0,174
,崇光女中,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,崇義高中,0,0,0,0,0,0,0,1,8,0,0,0,1,10
,康橋實驗高中,1,0,0,0,0,0,0,1,1,0,1,0,0,4
,淡水商工,107,0,3,1,2,1,3,8,49,6,25,0,0,205
,淡江高中,0,1,1,0,0,0,0,1,2,0,4,0,0,9
,清水高中,0,0,0,1,1,0,4,1,3,0,2,0,1,13
,清傳高商,3,0,0,0,1,0,1,0,2,0,0,0,0,7
,莊敬工家,11,5,1,0,4,0,5,7,50,0,11,0,1,95
,復興商工,0,1,12,0,3,1,4,11,43,2,26,0,1,104
,智光商工,11,0,3,1,3,1,3,9,43,0,20,0,0,94
,華僑高中,0,1,1,0,0,1,3,2,0,0,3,0,0,11
,開明工商,7,0,1,0,2,0,0,3,32,0,3,0,1,49
,新北高工,98,0,4,0,9,0,4,8,44,2,32,0,0,201
,新北高中,0,1,2,0,3,0,2,2,0,0,4,0,0,14
,新店高中,0,1,1,0,5,3,2,4,3,0,10,0,1,30
,新莊高中,0,0,1,0,5,1,6,0,2,1,14,0,1,31
,瑞芳高工,26,0,1,1,0,0,0,5,19,0,14,0,0,66
,聖心女中,0,0,0,0,0,0,2,0,0,0,0,0,0,2
,穀保家商,49,0,3,1,6,3,5,9,50,6,16,0,2,150
,樹人家商,10,0,3,2,3,0,6,1,35,2,3,0,2,67
,樹林高中,10,1,1,0,3,0,3,1,0,5,6,0,0,30
,豫章工商,8,0,2,2,1,0,1,4,42,0,9,0,0,69
,醒吾高中,5,0,0,0,2,0,4,2,16,2,4,0,0,35
,錦和高中,0,0,0,0,1,0,1,0,1,0,4,0,0,7
,雙溪高中,1,0,0,0,0,0,0,0,1,0,1,0,0,3
,辭修高中,0,0,1,0,0,0,0,0,0,0,1,0,0,2
,鶯歌工商,74,2,6,1,4,0,4,4,28,5,37,0,1,166
,總計,673,35,67,16,114,22,113,138,677,47,439,0,13,2354
