
,教育階段：高中職,製表日期：2018/10/20
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,三民高中,1,0,0,1,1,0,0,1,1,0,1,0,0,6
,三重高中,0,0,0,0,0,0,1,0,2,1,2,0,0,6
,三重商工,109,2,3,2,2,2,4,10,47,3,34,0,0,218
,中和高中,0,1,0,0,2,1,5,4,3,0,9,0,0,25
,中華高中,0,0,3,0,0,0,0,1,8,0,3,0,0,15
,中華商海,0,0,0,0,0,0,0,1,7,0,1,0,0,9
,丹鳳高中,1,0,1,1,1,1,4,1,3,0,5,0,0,18
,及人高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,北大高中,0,2,2,0,1,2,3,4,2,0,7,0,1,24
,永平高中,0,2,2,0,4,1,3,6,2,0,6,0,0,26
,石碇高中,23,0,0,0,0,0,1,1,5,1,5,0,0,36
,光仁高中,0,0,0,0,0,0,0,1,2,0,3,0,0,6
,光復高中,23,0,1,0,1,2,4,1,3,0,10,0,0,45
,光華高商進修學校,0,0,0,0,0,0,0,0,7,0,1,0,0,8
,安康高中,19,0,1,0,0,1,0,1,2,9,10,0,0,43
,竹林高中,0,2,0,0,0,0,0,0,1,0,3,0,0,6
,竹圍高中,0,0,0,1,0,0,1,1,7,0,6,0,0,16
,秀峰高中,0,0,0,0,1,0,0,1,6,0,5,0,0,13
,明德高中,0,0,0,0,2,1,1,0,6,0,2,0,0,12
,東海高中,9,0,3,4,1,0,0,9,61,0,12,0,1,100
,林口高中,0,0,0,0,0,2,3,1,4,1,7,0,1,19
,板橋高中,0,3,7,2,4,6,5,5,3,0,32,0,0,67
,金山高中,0,1,0,1,0,0,0,0,10,0,2,0,0,14
,南山高中,0,0,1,0,1,0,0,1,1,0,3,0,0,7
,南強工商,4,0,0,1,2,0,0,2,19,0,1,0,0,29
,恆毅高中,0,0,0,0,1,0,0,1,1,0,1,0,0,4
,徐匯高中,0,0,0,1,1,0,0,1,2,0,7,0,0,12
,時雨高中,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,泰山高中,37,0,5,1,5,0,1,9,30,1,19,0,1,109
,海山高中,0,1,1,0,4,0,1,3,1,0,8,0,1,20
,能仁家商,83,1,3,0,1,3,2,11,75,6,27,0,1,213
,崇光女中,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,崇義高中,3,0,0,0,0,0,0,0,3,0,0,0,0,6
,康橋實驗高中,0,0,0,0,0,0,0,1,0,0,2,0,0,3
,淡水商工,91,0,2,6,4,2,1,13,58,0,38,0,2,217
,淡江高中,0,0,0,0,0,1,1,1,3,0,1,0,0,7
,清水高中,10,1,0,0,1,2,1,0,1,8,7,0,0,31
,清傳高商,0,1,0,0,1,1,0,2,2,0,1,0,0,8
,莊敬工家,4,1,2,2,2,0,0,19,87,2,14,0,2,135
,復興商工,3,0,5,0,4,1,5,8,47,0,34,0,1,108
,智光商工,10,1,6,2,0,2,5,14,54,0,25,0,1,120
,華僑高中,1,0,2,0,7,0,2,1,6,1,8,0,0,28
,開明工商,2,0,0,0,1,1,0,4,35,0,4,0,0,47
,新北高工,115,2,6,2,4,2,3,18,64,0,46,0,0,262
,新北高中,0,0,2,1,3,2,0,3,4,0,4,0,0,19
,新店高中,0,2,1,0,2,1,2,3,5,1,16,0,0,33
,新莊高中,0,1,2,1,2,1,3,3,4,0,15,0,0,32
,瑞芳高工,25,0,0,0,2,1,1,6,28,0,17,0,0,80
,裕德高中,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,樟樹國際實創高中,0,0,1,0,1,1,1,1,6,0,7,0,0,18
,穀保家商,12,0,1,2,3,4,1,13,72,0,8,0,2,118
,鄭義燕學校財團法人新北市私立格致高中,0,0,0,0,3,0,0,1,3,0,4,0,0,11
,樹人家商,9,0,3,3,2,1,5,3,56,0,4,0,1,87
,樹林高中,13,1,0,0,2,2,0,1,1,11,16,0,0,47
,豫章工商,3,1,0,2,0,0,1,2,43,1,15,0,0,68
,醒吾高中,0,0,2,0,0,0,0,3,18,0,3,0,1,27
,錦和高中,0,0,0,0,1,0,2,1,0,0,4,0,0,8
,龍騰學校財團法人新北市林口康橋國際高中,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,雙溪高中,0,0,0,0,0,0,0,0,1,0,1,0,0,2
,辭修高中,0,0,0,0,0,0,1,0,0,0,1,0,0,2
,鶯歌工商,65,2,5,5,6,2,3,9,36,3,34,0,1,171
,總計,675,29,74,41,86,50,77,207,958,49,563,0,17,2826
