
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,世界高中,58,2,0,0,3,3,4,87,7,5,0,0,169
,光復高中,35,0,0,0,9,7,2,116,6,1,0,3,179
,成德高中,0,0,1,0,0,0,0,3,0,1,0,0,5
,建功高中,0,2,0,1,1,0,1,1,0,5,0,1,12
,科學工業園區高中,0,0,1,0,2,1,1,3,0,3,0,0,11
,香山高中,0,0,2,0,3,1,1,12,0,3,0,0,22
,新竹女中,0,1,1,0,6,1,1,1,0,1,0,0,12
,新竹高工,90,1,1,0,0,2,7,34,16,10,0,0,161
,新竹高中,0,2,3,0,1,3,5,4,0,8,0,2,28
,新竹高商,0,1,2,0,1,1,2,32,0,2,0,1,42
,新竹荷蘭國際學校,0,0,0,0,0,0,0,1,0,0,0,0,1
,磐石高中,0,0,0,0,0,1,0,23,0,0,0,0,24
,曙光女中,0,0,1,0,0,1,0,1,0,0,0,0,3
,總計,183,9,12,1,26,21,24,318,29,39,0,7,669
