
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,世界高中,38,0,1,0,2,0,1,5,59,6,6,0,0,118
,光復高中,30,1,1,0,2,0,1,9,159,4,11,0,1,219
,成德高中,1,0,0,0,0,0,1,0,9,0,2,0,0,13
,亞太美國學校,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,建功高中,0,0,0,0,0,0,1,8,7,0,13,0,0,29
,科學工業園區高中,0,1,2,0,0,0,1,1,0,0,6,0,0,11
,香山高中,1,0,1,0,3,0,2,3,20,0,1,0,0,31
,新竹女中,0,2,1,0,1,0,3,3,0,2,3,0,0,15
,新竹高工,59,1,3,0,0,0,2,9,39,6,16,0,1,136
,新竹高中,0,1,0,0,1,1,2,5,4,0,11,0,2,27
,新竹高商,1,2,1,0,3,1,4,7,31,1,14,0,0,65
,磐石高中,0,0,0,0,2,0,0,1,17,2,1,0,0,23
,曙光女中,0,0,0,0,0,1,0,1,4,0,0,0,1,7
,總計,130,8,10,0,14,3,18,52,349,21,85,0,5,695
