
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,世界高中,53,0,1,0,4,0,2,3,92,8,7,0,0,170
,光復高中,29,0,0,0,5,0,4,2,128,6,2,0,0,176
,成德高中,0,0,1,0,0,0,0,1,6,1,3,0,0,12
,建功高中,0,2,0,1,1,0,2,3,4,0,8,0,0,21
,科學工業園區高中,0,0,1,0,1,0,1,1,2,0,4,0,0,10
,香山高中,1,0,2,0,3,0,1,1,13,0,2,0,0,23
,新竹女中,0,1,1,0,6,0,1,1,1,0,2,0,0,13
,新竹高工,73,2,1,0,0,0,0,8,46,5,8,0,1,144
,新竹高中,0,1,2,0,1,0,2,5,6,0,12,0,0,29
,新竹高商,0,1,2,0,3,0,3,6,39,0,4,0,0,58
,磐石高中,0,0,0,0,0,0,1,0,24,0,0,0,0,25
,曙光女中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,總計,156,7,11,1,24,0,17,31,362,20,52,0,1,682
