
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,世界高中,54,0,1,0,4,0,2,3,85,8,7,0,0,164
,光復高中,29,0,0,0,5,0,3,2,126,6,1,0,0,172
,成德高中,0,0,1,0,0,0,0,1,6,1,3,0,0,12
,建功高中,0,2,0,1,1,0,2,3,4,0,8,0,0,21
,科學工業園區高中,0,0,1,0,1,0,0,1,2,0,4,0,0,9
,香山高中,1,0,2,0,3,0,1,1,12,0,2,0,0,22
,新竹女中,0,1,1,0,6,0,1,1,1,0,2,0,0,13
,新竹高工,74,2,1,0,0,0,0,8,46,5,8,0,1,145
,新竹高中,0,1,2,0,0,1,2,6,6,0,11,0,0,29
,新竹高商,0,1,2,0,3,0,3,6,39,0,4,0,0,58
,磐石高中,0,0,0,0,0,0,1,0,22,0,0,0,0,23
,曙光女中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,總計,158,7,11,1,23,1,15,32,350,20,50,0,1,669
