
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,世界高中,55,0,1,0,4,0,2,3,101,8,7,0,0,181
,光復高中,28,0,0,0,5,0,3,2,132,6,2,0,1,179
,成德高中,0,0,1,0,0,0,0,1,6,1,1,0,0,10
,建功高中,0,2,0,1,1,0,2,3,4,0,8,0,0,21
,科學工業園區高中,0,0,1,0,1,0,1,1,2,0,4,0,0,10
,香山高中,0,0,2,0,3,0,1,2,15,0,3,0,0,26
,新竹女中,0,1,1,0,6,0,1,1,1,0,1,0,0,12
,新竹高工,73,2,1,0,0,0,1,7,47,5,9,0,1,146
,新竹高中,0,1,2,0,1,0,2,6,6,0,12,0,0,30
,新竹高商,0,1,2,0,2,0,3,5,39,0,4,0,1,57
,磐石高中,0,0,0,0,0,0,1,0,24,0,0,0,0,25
,曙光女中,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,總計,156,7,11,1,23,0,17,31,378,20,51,0,3,698
