
,,智能障礙,視覺障礙,聽覺障礙,語言障礙,肢體障礙,腦性麻痺,身體病弱,情緒行為障礙,學習障礙,多重障礙,自閉症,發展遲緩,其他障礙,小計
,世界高中,44,0,1,0,2,0,1,8,91,7,6,0,0,160
,光復高中,40,1,1,1,2,0,1,12,231,4,12,0,1,306
,成德高中,1,0,0,0,0,0,1,0,10,0,2,0,0,14
,亞太美國學校,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,建功高中,0,0,0,0,0,0,1,8,7,0,13,0,0,29
,科學工業園區高中,0,1,3,0,0,0,1,1,0,0,6,0,0,12
,香山高中,1,0,1,0,3,0,1,3,20,0,1,0,0,30
,新竹女中,0,2,2,0,1,0,3,3,3,2,4,0,0,20
,新竹高工,63,1,3,0,0,0,2,11,49,6,18,0,1,154
,新竹高中,0,1,0,0,1,1,2,8,3,0,15,0,2,33
,新竹高商,1,2,1,0,4,0,5,8,36,1,13,0,0,71
,磐石高中,0,0,0,0,2,0,1,1,22,2,1,0,0,29
,曙光女中,0,0,0,0,1,0,0,1,6,0,0,0,1,9
,總計,150,8,12,1,16,1,19,64,478,22,92,0,5,868
